"Player","Team","Position","Rk","Status","Opponent","FPts","FP/G","% Owned"
"Danny Ings","SOU","F","46","Damo","BHA 1<br/>@SOU 1 F","14.5","14.5","-"
"Erik Lamela","TOT","M","47","Eoghanoc","TOT 3<br/>@NEW 1 F","14.5","14.5","-"
"Son Heung-Min","TOT","M,F","48","Damo","TOT 3<br/>@NEW 1 F","14.5","14.5","-"
"James Ward-Prowse","SOU","M","49","Damo","BHA 1<br/>@SOU 1 F","14.1","14.1","-"
"Ryan Bennett","WOL/LEI","D","50","FA","SHU 0<br/>@LEI 2 F","14","14","-"
"Reiss Nelson","ARS","F","51","FA","LIV 1<br/>@ARS 2 F","13.75","13.75","-"
"Theo Walcott","EVE","M,F","52","FA","AVL 1<br/>@EVE 1 F","13.75","13.75","-"
"Jonny Evans","LEI","D","53","Damo","SHU 0<br/>@LEI 2 F","13.7","13.7","-"
"Romain Saiss","WOL","D,M","54","FA","WOL 1<br/>@BUR 1 F","13.65","13.65","-"
"Chris Wood","BUR","F","55","FA","WOL 1<br/>@BUR 1 F","13.5","13.5","-"
"Hugo Lloris","TOT","G","56","FA","TOT 3<br/>@NEW 1 F","13.25","13.25","-"
"Ashley Westwood","BUR","M","57","MKFC","WOL 1<br/>@BUR 1 F","13.1","13.1","-"
"Benjamin Mendy","MCI","D","58","ColmOF","BOU 1<br/>@MCI 2 F","13.05","13.05","-"
"David Brooks","BOU","M","59","FA","BOU 1<br/>@MCI 2 F","13","13","-"
"Dean Henderson","SHU","G","60","Eoghanoc","SHU 0<br/>@LEI 2 F","13","13","-"
"Tim Krul","NOR","G","61","FA","NOR 0<br/>@CHE 1 F","13","13","-"
"Dan Burn","BHA","D","62","FA","BHA 1<br/>@SOU 1 F","12.95","12.95","-"
"Ayoze Perez","LEI","M,F","63","FA","SHU 0<br/>@LEI 2 F","12.85","12.85","-"
"Youri Tielemans","LEI","M","64","FA","SHU 0<br/>@LEI 2 F","12.75","12.75","-"
"Joao Moutinho","WOL","M","65","MAX","WOL 1<br/>@BUR 1 F","12.45","12.45","-"
"Oliver Norwood","SHU","M","66","RBF","SHU 0<br/>@LEI 2 F","12.2","12.2","-"
"Douglas Luiz","AVL","M","67","MAX","AVL 1<br/>@EVE 1 F","12.2","12.2","-"
"Pierre-Emile Hojbjerg","SOU","M","68","FA","BHA 1<br/>@SOU 1 F","12","12","-"
"Jan Bednarek","SOU","D","69","RBF","BHA 1<br/>@SOU 1 F","11.9","11.9","-"
"Jarrod Bowen","HUL/WHU","M,F","70","mcavinur","WAT 1<br/>@WHU 3 F","11.75","11.75","-"
"Granit Xhaka","ARS","M","71","FA","LIV 1<br/>@ARS 2 F","11.75","11.75","-"
"Diego Rico","BOU","D","72","FA","BOU 1<br/>@MCI 2 F","11.65","11.65","-"
"Demarai Gray","LEI","M","73","FA","SHU 0<br/>@LEI 2 F","11.5","11.5","-"
"Aaron Cresswell","WHU","D","74","FA","WAT 1<br/>@WHU 3 F","11.25","11.25","-"
"Mason Greenwood","MUN","M,F","75","ColmOF","MUN 2<br/>@CRY 0 F","11.25","11.25","-"
"Nick Pope","BUR","G","76","MAX","WOL 1<br/>@BUR 1 F","11.25","11.25","-"
"Mat Ryan","BHA","G","77","FA","BHA 1<br/>@SOU 1 F","11.25","11.25","-"
"Craig Dawson","WAT","D","78","FA","WAT 1<br/>@WHU 3 F","11.2","11.2","-"
"Will Hughes","WAT","M","79","FA","WAT 1<br/>@WHU 3 F","11.1","11.1","-"
"Fernandinho","MCI","D,M","80","FA","BOU 1<br/>@MCI 2 F","11.05","11.05","-"
"Kepa Arrizabalaga","CHE","G","81","FA","NOR 0<br/>@CHE 1 F","11","11","-"
"Oliver McBurnie","SHU","F","82","mcavinur","SHU 0<br/>@LEI 2 F","10.95","10.95","-"
"Lewis Dunk","BHA","D","83","RBF","BHA 1<br/>@SOU 1 F","10.85","10.85","-"
"James McArthur","CRY","M","84","RBF","MUN 2<br/>@CRY 0 F","10.75","10.75","-"
"Ruben Neves","WOL","M","85","MKFC","WOL 1<br/>@BUR 1 F","10.6","10.6","-"
"Onel Hernandez","NOR","M","86","FA","NOR 0<br/>@CHE 1 F","10.5","10.5","-"
"Kenny McLean","NOR","M","87","FA","NOR 0<br/>@CHE 1 F","10.5","10.5","-"
"Kyle Walker-Peters","TOT/SOU","D","88","FA","BHA 1<br/>@SOU 1 F","10.5","10.5","-"
"Georginio Wijnaldum","LIV","M","89","FA","LIV 1<br/>@ARS 2 F","10.5","10.5","-"
"Jorginho","CHE","M","90","FA","NOR 0<br/>@CHE 1 F","10.25","10.25","-"
"Kurt Zouma","CHE","D","91","FA","NOR 0<br/>@CHE 1 F","10.2","10.2","-"
"Philip Billing","BOU","M","92","FA","BOU 1<br/>@MCI 2 F","10","10","-"
"Mark Noble","WHU","M","93","FA","WAT 1<br/>@WHU 3 F","10","10","-"
"Seamus Coleman","EVE","D","94","ColmL","AVL 1<br/>@EVE 1 F","9.95","9.95","-"
"Jefferson Lerma","BOU","M","95","FA","BOU 1<br/>@MCI 2 F","9.85","9.85","-"
"Angelo Ogbonna","WHU","D","96","FA","WAT 1<br/>@WHU 3 F","9.85","9.85","-"
"Jonjo Shelvey","NEW","M","97","FA","TOT 3<br/>@NEW 1 F","9.85","9.85","-"
"Johann Gudmundsson","BUR","M","98","FA","WOL 1<br/>@BUR 1 F","9.75","9.75","-"
"Michael Keane","EVE","D","99","FA","AVL 1<br/>@EVE 1 F","9.75","9.75","-"
"Fabinho","LIV","M","100","FA","LIV 1<br/>@ARS 2 F","9.75","9.75","-"
"Todd Cantwell","NOR","M","101","FA","NOR 0<br/>@CHE 1 F","9.7","9.7","-"
"Jamal Lewis","NOR","D","102","FA","NOR 0<br/>@CHE 1 F","9.7","9.7","-"
"Ahmed El Mohamady","AVL","D","103","FA","AVL 1<br/>@EVE 1 F","9.6","9.6","-"
"Andros Townsend","CRY","M,F","104","FA","MUN 2<br/>@CRY 0 F","9.6","9.6","-"
"Harvey Barnes","LEI","M","105","FA","SHU 0<br/>@LEI 2 F","9.5","9.5","-"
"Steven Bergwijn","TOT","F","106","Damo","TOT 3<br/>@NEW 1 F","9.5","9.5","-"
"Jack Grealish","AVL","M,F","107","mcavinur","AVL 1<br/>@EVE 1 F","9.5","9.5","-"
"Ederson","MCI","G","108","ColmL","BOU 1<br/>@MCI 2 F","9.5","9.5","-"
"Glenn Murray","BHA","F","109","FA","BHA 1<br/>@SOU 1 F","9.45","9.45","-"
"Dale Stephens","BHA","M","110","FA","BHA 1<br/>@SOU 1 F","9.45","9.45","-"
"Adam Webster","BHA","D","111","FA","BHA 1<br/>@SOU 1 F","9.3","9.3","-"
"Joel Ward","CRY","D","112","FA","MUN 2<br/>@CRY 0 F","9.2","9.2","-"
"Timm Klose","NOR","D","113","FA","NOR 0<br/>@CHE 1 F","9.05","9.05","-"
"Matt Targett","AVL","D,M","114","FA","AVL 1<br/>@EVE 1 F","8.95","8.95","-"
"Mamadou Sakho","CRY","D","115","FA","MUN 2<br/>@CRY 0 F","8.85","8.85","-"
"Kiko Femenia","WAT","D","116","FA","WAT 1<br/>@WHU 3 F","8.8","8.8","-"
"Phil Foden","MCI","M,F","117","ColmOF","BOU 1<br/>@MCI 2 F","8.75","8.75","-"
"Aaron Ramsdale","BOU","G","118","FA","BOU 1<br/>@MCI 2 F","8.75","8.75","-"
"Luka Milivojevic","CRY","M","119","RBF","MUN 2<br/>@CRY 0 F","8.7","8.7","-"
"Matt Doherty","WOL","D,M","120","Damo","WOL 1<br/>@BUR 1 F","8.55","8.55","-"
"Vicente Guaita","CRY","G","121","FA","MUN 2<br/>@CRY 0 F","8.5","8.5","-"
"Callum Wilson","BOU","F","122","FA","BOU 1<br/>@MCI 2 F","8.5","8.5","-"
"Willy Boly","WOL","D","123","mcavinur","WOL 1<br/>@BUR 1 F","8.45","8.45","-"
"Kieran Tierney","ARS","D","124","FA","LIV 1<br/>@ARS 2 F","8.3","8.3","-"
"Lukasz Fabianski","WHU","G","125","ColmOF","WAT 1<br/>@WHU 3 F","8.25","8.25","-"
"Dan Gosling","BOU","M","126","FA","BOU 1<br/>@MCI 2 F","8.25","8.25","-"
"Fabian Schar","NEW","D","127","FA","TOT 3<br/>@NEW 1 F","8.25","8.25","-"
"Jordan Ayew","CRY","M,F","128","RBF","MUN 2<br/>@CRY 0 F","8.1","8.1","-"
"Mateo Kovacic","CHE","M","129","FA","NOR 0<br/>@CHE 1 F","8.1","8.1","-"
"Tariq Lamptey","CHE/BHA","D","130","MAX","BHA 1<br/>@SOU 1 F","8.1","8.1","-"
"Joshua King","BOU","M,F","131","FA","BOU 1<br/>@MCI 2 F","8","8","-"
"Ismaila Sarr","WAT","M,F","132","MKFC","WAT 1<br/>@WHU 3 F","8","8","-"
"Jannik Vestergaard","SOU","D","133","FA","BHA 1<br/>@SOU 1 F","8","8","-"
"Harry Winks","TOT","M","134","FA","TOT 3<br/>@NEW 1 F","7.95","7.95","-"
"Scott Dann","CRY","D","135","FA","MUN 2<br/>@CRY 0 F","7.9","7.9","-"
"Ben Johnson","WHU","D,M","136","FA","WAT 1<br/>@WHU 3 F","7.9","7.9","-"
"Miguel Almiron","NEW","M,F","137","MKFC","TOT 3<br/>@NEW 1 F","7.85","7.85","-"
"Lucas Moura","TOT","M,F","138","mcavinur","TOT 3<br/>@NEW 1 F","7.75","7.75","-"
"Moussa Sissoko","TOT","M","139","FA","TOT 3<br/>@NEW 1 F","7.75","7.75","-"
"Leandro Trossard","BHA","M,F","140","FA","BHA 1<br/>@SOU 1 F","7.75","7.75","-"
"Wilfried Zaha","CRY","M,F","141","ColmOF","MUN 2<br/>@CRY 0 F","7.75","7.75","-"
"Tom Davies","EVE","M","142","FA","AVL 1<br/>@EVE 1 F","7.7","7.7","-"
"Patrick van Aanholt","CRY","D","143","mcavinur","MUN 2<br/>@CRY 0 F","7.7","7.7","-"
"Erik Pieters","BUR","D","144","FA","WOL 1<br/>@BUR 1 F","7.65","7.65","-"
"Daniel Podence","WOL","M","145","FA","WOL 1<br/>@BUR 1 F","7.5","7.5","-"
"James McCarthy","CRY","M","146","FA","MUN 2<br/>@CRY 0 F","7.5","7.5","-"
"John Stones","MCI","D","147","FA","BOU 1<br/>@MCI 2 F","7.5","7.5","-"
"Joseph Gomez","LIV","D","148","mcavinur","LIV 1<br/>@ARS 2 F","7.25","7.25","-"
"John McGinn","AVL","M","149","ColmL","AVL 1<br/>@EVE 1 F","7.25","7.25","-"
"Dominic Solanke","BOU","F","150","FA","BOU 1<br/>@MCI 2 F","7.25","7.25","-"
"George Baldock","SHU","D,M","151","ColmL","SHU 0<br/>@LEI 2 F","7.2","7.2","-"
"Solly March","BHA","M,F","152","FA","BHA 1<br/>@SOU 1 F","7.2","7.2","-"
"Trent Alexander-Arnold","LIV","D","153","ColmOF","LIV 1<br/>@ARS 2 F","7.1","7.1","-"
"Scott McTominay","MUN","M","154","Eoghanoc","MUN 2<br/>@CRY 0 F","7.1","7.1","-"
"Ruben Loftus-Cheek","CHE","M","155","FA","NOR 0<br/>@CHE 1 F","7","7","-"
"John Egan","SHU","D","156","Damo","SHU 0<br/>@LEI 2 F","6.9","6.9","-"
"Emil Krafth","NEW","D","157","FA","TOT 3<br/>@NEW 1 F","6.85","6.85","-"
"Nabil Bentaleb","TOT/NEW","M","158","FA","TOT 3<br/>@NEW 1 F","6.75","6.75","-"
"Mohamed Salah","LIV","F","159","Damo","LIV 1<br/>@ARS 2 F","6.75","6.75","-"
"James Tarkowski","BUR","D","160","Eoghanoc","WOL 1<br/>@BUR 1 F","6.75","6.75","-"
"Tom Cleverley","WAT","M","161","FA","WAT 1<br/>@WHU 3 F","6.7","6.7","-"
"Ilkay Gundogan","MCI","M","162","FA","BOU 1<br/>@MCI 2 F","6.7","6.7","-"
"Josh Brownhill","BUR","M","163","FA","WOL 1<br/>@BUR 1 F","6.65","6.65","-"
"Lucas Digne","EVE","D","164","ColmOF","AVL 1<br/>@EVE 1 F","6.65","6.65","-"
"Alex Iwobi","EVE","M,F","165","FA","AVL 1<br/>@EVE 1 F","6.6","6.6","-"
"Conor Coady","WOL","D","166","FA","WOL 1<br/>@BUR 1 F","6.55","6.55","-"
"Rob Holding","ARS","D","167","FA","LIV 1<br/>@ARS 2 F","6.4","6.4","-"
"Kevin Long","BUR","D","168","FA","WOL 1<br/>@BUR 1 F","6.35","6.35","-"
"Naby Keita","LIV","M","169","Damo","LIV 1<br/>@ARS 2 F","6.25","6.25","-"
"David Luiz","ARS","D","170","ColmL","LIV 1<br/>@ARS 2 F","6.25","6.25","-"
"Alex McCarthy","SOU","G","171","FA","BHA 1<br/>@SOU 1 F","6.25","6.25","-"
"Alex Oxlade-Chamberlain","LIV","M,F","172","FA","LIV 1<br/>@ARS 2 F","6.25","6.25","-"
"Richarlison","EVE","M,F","173","ColmL","AVL 1<br/>@EVE 1 F","6.25","6.25","-"
"Alexander Tettey","NOR","M","174","FA","NOR 0<br/>@CHE 1 F","6.05","6.05","-"
"DeAndre Yedlin","NEW","D","175","FA","TOT 3<br/>@NEW 1 F","6.05","6.05","-"
"Martin Dubravka","NEW","G","176","RBF","TOT 3<br/>@NEW 1 F","6","6","-"
"Paul Pogba","MUN","M","177","ColmL","MUN 2<br/>@CRY 0 F","6","6","-"
"Diogo Jota","WOL","M,F","178","Damo","WOL 1<br/>@BUR 1 F","6","6","-"
"Enda Stevens","SHU","D,M","179","MKFC","SHU 0<br/>@LEI 2 F","5.9","5.9","-"
"Josip Drmic","NOR","F","180","FA","NOR 0<br/>@CHE 1 F","5.85","5.85","-"
"Virgil van Dijk","LIV","D","181","RBF","LIV 1<br/>@ARS 2 F","5.8","5.8","-"
"Lukas Rupp","NOR","M","182","FA","NOR 0<br/>@CHE 1 F","5.75","5.75","-"
"Max Aarons","NOR","D","183","FA","NOR 0<br/>@CHE 1 F","5.7","5.7","-"
"Jake Vokins","SOU","D","184","FA","BHA 1<br/>@SOU 1 F","5.7","5.7","-"
"Bernard","EVE","M,F","185","FA","AVL 1<br/>@EVE 1 F","5.6","5.6","-"
"Dominic Calvert-Lewin","EVE","F","186","MKFC","AVL 1<br/>@EVE 1 F","5.6","5.6","-"
"Davinson Sanchez","TOT","D","187","FA","TOT 3<br/>@NEW 1 F","5.6","5.6","-"
"Jarrad Branthwaite","EVE","D","188","FA","AVL 1<br/>@EVE 1 F","5.5","5.5","-"
"Christian Kabasele","WAT","D","189","Eoghanoc","WAT 1<br/>@WHU 3 F","5.5","5.5","-"
"Chris Basham","SHU","D","190","RBF","SHU 0<br/>@LEI 2 F","5.45","5.45","-"
"Steve Cook","BOU","D","191","FA","BOU 1<br/>@MCI 2 F","5.3","5.3","-"
"Dwight Gayle","NEW","F","192","FA","TOT 3<br/>@NEW 1 F","5.25","5.25","-"
"Nicolas Pepe","ARS","M,F","193","mcavinur","LIV 1<br/>@ARS 2 F","5.25","5.25","-"
"William Smallbone","SOU","M,F","194","FA","BHA 1<br/>@SOU 1 F","5.25","5.25","-"
"Tyrone Mings","AVL","D","195","FA","AVL 1<br/>@EVE 1 F","5.2","5.2","-"
"Eric Garcia","MCI","D","196","MAX","BOU 1<br/>@MCI 2 F","5.1","5.1","-"
"Roberto Firmino","LIV","M,F","197","Eoghanoc","LIV 1<br/>@ARS 2 F","5","5","-"
"Ben Godfrey","NOR","D,M","198","FA","NOR 0<br/>@CHE 1 F","5","5","-"
"Bukayo Saka","ARS","D,M,F","199","FA","LIV 1<br/>@ARS 2 F","5","5","-"
"Bernardo Silva","MCI","M,F","200","mcavinur","BOU 1<br/>@MCI 2 F","5","5","-"
"Che Adams","SOU","F","201","FA","BHA 1<br/>@SOU 1 F","4.75","4.75","-"
"Raheem Sterling","MCI","M,F","202","ColmL","BOU 1<br/>@MCI 2 F","4.75","4.75","-"
"Issa Diop","WHU","D","203","FA","WAT 1<br/>@WHU 3 F","4.7","4.7","-"
"Nicolas Otamendi","MCI","D","204","FA","BOU 1<br/>@MCI 2 F","4.6","4.6","-"
"Serge Aurier","TOT","D","205","MAX","TOT 3<br/>@NEW 1 F","4.5","4.5","-"
"Ben Foster","WAT","G","206","FA","WAT 1<br/>@WHU 3 F","4.5","4.5","-"
"Junior Stanislas","BOU","M","207","FA","BOU 1<br/>@MCI 2 F","4.5","4.5","-"
"Michael Obafemi","SOU","F","208","FA","BHA 1<br/>@SOU 1 F","4.25","4.25","-"
"Dwight McNeil","BUR","M","209","Eoghanoc","WOL 1<br/>@BUR 1 F","4.2","4.2","-"
"Jay Rodriguez","BUR","F","210","FA","WOL 1<br/>@BUR 1 F","4.1","4.1","-"
"Joelinton","NEW","F","211","FA","TOT 3<br/>@NEW 1 F","4","4","-"
"Trezeguet","AVL","M,F","212","FA","AVL 1<br/>@EVE 1 F","4","4","-"
"Tyrick Mitchell","CRY","D","213","FA","MUN 2<br/>@CRY 0 F","4","4","-"
"Davy Propper","BHA","M","214","FA","BHA 1<br/>@SOU 1 F","4","4","-"
"Lucas Torreira","ARS","M","215","FA","LIV 1<br/>@ARS 2 F","4","4","-"
"Rui Patricio","WOL","G","216","Damo","WOL 1<br/>@BUR 1 F","4","4","-"
"Cedric Soares","SOU/ARS","D","217","FA","LIV 1<br/>@ARS 2 F","3.9","3.9","-"
"Nemanja Matic","MUN","M","218","FA","MUN 2<br/>@CRY 0 F","3.6","3.6","-"
"Pierre-Emerick Aubameyang","ARS","M,F","219","ColmOF","LIV 1<br/>@ARS 2 F","3.5","3.5","-"
"Ross Barkley","CHE","M","220","Damo","NOR 0<br/>@CHE 1 F","3.5","3.5","-"
"Anwar El Ghazi","AVL","M,F","221","FA","AVL 1<br/>@EVE 1 F","3.5","3.5","-"
"Callum Hudson-Odoi","CHE","F","222","FA","NOR 0<br/>@CHE 1 F","3.5","3.5","-"
"Aaron Mooy","BHA","M,F","223","FA","BHA 1<br/>@SOU 1 F","3.5","3.5","-"
"Lys Mousset","SHU","F","224","FA","SHU 0<br/>@LEI 2 F","3.5","3.5","-"
"Divock Origi","LIV","F","225","FA","LIV 1<br/>@ARS 2 F","3.5","3.5","-"
"Ben Davies","TOT","D","226","ColmOF","TOT 3<br/>@NEW 1 F","3.35","3.35","-"
"Jack Stacey","BOU","D","227","FA","BOU 1<br/>@MCI 2 F","3.3","3.3","-"
"Nathaniel Chalobah","WAT","M","228","FA","WAT 1<br/>@WHU 3 F","3.25","3.25","-"
"John Lundstram","SHU","D,M","229","Eoghanoc","SHU 0<br/>@LEI 2 F","3.25","3.25","-"
"Jack O'Connell","SHU","D","230","MKFC","SHU 0<br/>@LEI 2 F","3.25","3.25","-"
"Jairo Riedewald","CRY","D,M","231","FA","MUN 2<br/>@CRY 0 F","3.25","3.25","-"
"Adam Masina","WAT","D","232","FA","WAT 1<br/>@WHU 3 F","3.2","3.2","-"
"Sander Berge","SHU","M","233","FA","SHU 0<br/>@LEI 2 F","3.1","3.1","-"
"Sebastien Haller","WHU","F","234","ColmL","WAT 1<br/>@WHU 3 F","3.1","3.1","-"
"Oriol Romeu","SOU","M","235","FA","BHA 1<br/>@SOU 1 F","3.1","3.1","-"
"Danny Welbeck","WAT","F","236","FA","WAT 1<br/>@WHU 3 F","3.1","3.1","-"
"Jordan Pickford","EVE","G","237","FA","AVL 1<br/>@EVE 1 F","3","3","-"
"Pepe Reina","LIV/AVL","G","238","FA","AVL 1<br/>@EVE 1 F","3","3","-"
"Lloyd Kelly","BOU","D","239","FA","BOU 1<br/>@MCI 2 F","2.8","2.8","-"
"Toby Alderweireld","TOT","D","240","FA","TOT 3<br/>@NEW 1 F","2.75","2.75","-"
"Pedro Neto","WOL","F","241","FA","WOL 1<br/>@BUR 1 F","2.75","2.75","-"
"Alexis Mac Allister","BHA","M","242","FA","BHA 1<br/>@SOU 1 F","2.75","2.75","-"
"Takumi Minamino","LIV","F","243","FA","LIV 1<br/>@ARS 2 F","2.75","2.75","-"
"Ben Osborn","SHU","M","244","FA","SHU 0<br/>@LEI 2 F","2.75","2.75","-"
"Mbwana Samatta","AVL","F","245","FA","AVL 1<br/>@EVE 1 F","2.6","2.6","-"
"Valentino Lazaro","NEW","M","246","FA","TOT 3<br/>@NEW 1 F","2.5","2.5","-"
"Alisson","LIV","G","247","Damo","LIV 1<br/>@ARS 2 F","2.5","2.5","-"
"Billy Sharp","SHU","F","248","FA","SHU 0<br/>@LEI 2 F","2.5","2.5","-"
"Oleksandr Zinchenko","MCI","D,M","249","FA","BOU 1<br/>@MCI 2 F","2.45","2.45","-"
"Rodrigo","MCI","M","250","mcavinur","BOU 1<br/>@MCI 2 F","2.35","2.35","-"
"Joseph Willock","ARS","M","251","FA","LIV 1<br/>@ARS 2 F","2.35","2.35","-"
"Kyle Walker","MCI","D","252","ColmOF","BOU 1<br/>@MCI 2 F","2.3","2.3","-"
"Robbie Brady","BUR","M","253","FA","WOL 1<br/>@BUR 1 F","2.25","2.25","-"
"Matej Vydra","BUR","F","254","FA","WOL 1<br/>@BUR 1 F","2.25","2.25","-"
"Mason Holgate","EVE","D","255","FA","AVL 1<br/>@EVE 1 F","2.2","2.2","-"
"Reece James","CHE","D","256","MAX","NOR 0<br/>@CHE 1 F","2.2","2.2","-"
"Jesse Lingard","MUN","M,F","257","FA","MUN 2<br/>@CRY 0 F","2","2","-"
"Jeffrey Schlupp","CRY","D,M","258","ColmL","MUN 2<br/>@CRY 0 F","2","2","-"
"Gylfi Sigurdsson","EVE","M","259","ColmOF","AVL 1<br/>@EVE 1 F","2","2","-"
"Anthony Gordon","EVE","M,F","260","FA","AVL 1<br/>@EVE 1 F","1.75","1.75","-"
"Adrian Mariappa","WAT","D","261","FA","WAT 1<br/>@WHU 3 F","1.7","1.7","-"
"Federico Fernandez","NEW","D","262","FA","TOT 3<br/>@NEW 1 F","1.65","1.65","-"
"John Fleck","SHU","M","263","FA","SHU 0<br/>@LEI 2 F","1.6","1.6","-"
"Martin Montoya","BHA","D,M","264","FA","BHA 1<br/>@SOU 1 F","1.6","1.6","-"
"Stuart Armstrong","SOU","M,F","265","mcavinur","BHA 1<br/>@SOU 1 F","1.5","1.5","-"
"Hamza Choudhury","LEI","M","266","FA","SHU 0<br/>@LEI 2 F","1.5","1.5","-"
"Leander Dendoncker","WOL","D,M","267","FA","WOL 1<br/>@BUR 1 F","1.5","1.5","-"
"Marco Stiepermann","NOR","M","268","FA","NOR 0<br/>@CHE 1 F","1.5","1.5","-"
"Sam Surridge","BOU","F","269","FA","BOU 1<br/>@MCI 2 F","1.5","1.5","-"
"Andriy Yarmolenko","WHU","M,F","270","FA","WAT 1<br/>@WHU 3 F","1.5","1.5","-"
"Yves Bissouma","BHA","M,F","271","FA","BHA 1<br/>@SOU 1 F","1.35","1.35","-"
"David McGoldrick","SHU","F","272","FA","SHU 0<br/>@LEI 2 F","1.35","1.35","-"
"Tammy Abraham","CHE","F","273","Damo","NOR 0<br/>@CHE 1 F","1.25","1.25","-"
"Lewis Cook","BOU","M","274","FA","BOU 1<br/>@MCI 2 F","1.25","1.25","-"
