"Player","Team","Position","Rk","Status","Opponent","FPts","FP/G","% Owned"
"Bernardo Silva","MCI","M,F","93","mcavinur","MCI 4<br/>@WAT 0 F","10.45","10.45","-"
"Giovani Lo Celso","TOT","M","94","FA","LEI 0<br/>@TOT 3 F","10.25","10.25","-"
"Jay Rodriguez","BUR","F","95","FA","BUR 2<br/>@NOR 0 F","10.25","10.25","-"
"George Baldock","SHU","D,M","96","ColmL","EVE 1<br/>@SHU 0 F","10","10","-"
"Tom Cleverley","WAT","M","97","FA","MCI 4<br/>@WAT 0 F","10","10","-"
"Harry Wilson","BOU","M","98","FA","SOU 2<br/>@BOU 0 F","10","10","-"
"Kiko Femenia","WAT","D","99","FA","MCI 4<br/>@WAT 0 F","9.8","9.8","-"
"Miguel Almiron","NEW","M,F","100","MKFC","NEW 0<br/>@BHA 0 F","9.75","9.75","-"
"Nabil Bentaleb","TOT/NEW","M","101","FA","NEW 0<br/>@BHA 0 F","9.7","9.7","-"
"Dani Ceballos","ARS","M","102","ColmOF","ARS 0<br/>@AVL 1 F","9.7","9.7","-"
"Matt Ritchie","NEW","D,M","103","ColmL","NEW 0<br/>@BHA 0 F","9.55","9.55","-"
"Callum Hudson-Odoi","CHE","F","104","FA","CHE 3<br/>@LIV 5 F","9.5","9.5","-"
"Kenny McLean","NOR","M","105","FA","BUR 2<br/>@NOR 0 F","9.45","9.45","-"
"Jarrod Bowen","HUL/WHU","M,F","106","mcavinur","WHU 1<br/>@MUN 1 F","9.35","9.35","-"
"Conor Coady","WOL","D","107","FA","CRY 0<br/>@WOL 2 F","9.3","9.3","-"
"Luke Thomas","LEI","D","108","FA","LEI 0<br/>@TOT 3 F","9.3","9.3","-"
"Sander Berge","SHU","M","109","FA","EVE 1<br/>@SHU 0 F","9.25","9.25","-"
"Yves Bissouma","BHA","M,F","110","FA","NEW 0<br/>@BHA 0 F","9.25","9.25","-"
"James McArthur","CRY","M","111","RBF","CRY 0<br/>@WOL 2 F","9.25","9.25","-"
"Youri Tielemans","LEI","M","112","FA","LEI 0<br/>@TOT 3 F","9.25","9.25","-"
"Leander Dendoncker","WOL","D,M","113","FA","CRY 0<br/>@WOL 2 F","9.2","9.2","-"
"Enda Stevens","SHU","D,M","114","MKFC","EVE 1<br/>@SHU 0 F","9.15","9.15","-"
"Issa Diop","WHU","D","115","FA","WHU 1<br/>@MUN 1 F","9.05","9.05","-"
"Lukasz Fabianski","WHU","G","116","ColmOF","WHU 1<br/>@MUN 1 F","9","9","-"
"Allan Saint-Maximin","NEW","M,F","117","MAX","NEW 0<br/>@BHA 0 F","9","9","-"
"Harry Maguire","MUN","D","118","MKFC","WHU 1<br/>@MUN 1 F","8.85","8.85","-"
"Vicente Guaita","CRY","G","119","FA","CRY 0<br/>@WOL 2 F","8.75","8.75","-"
"Joao Moutinho","WOL","M","120","MAX","CRY 0<br/>@WOL 2 F","8.6","8.6","-"
"Douglas Luiz","AVL","M","121","MAX","ARS 0<br/>@AVL 1 F","8.55","8.55","-"
"Pablo Fornals","WHU","M","122","FA","WHU 1<br/>@MUN 1 F","8.5","8.5","-"
"Tomas Soucek","WHU","M","123","mcavinur","WHU 1<br/>@MUN 1 F","8.45","8.45","-"
"Jordan Ayew","CRY","M,F","124","RBF","CRY 0<br/>@WOL 2 F","8.35","8.35","-"
"Leandro Trossard","BHA","M,F","125","FA","NEW 0<br/>@BHA 0 F","8.35","8.35","-"
"Harry Winks","TOT","M","126","FA","LEI 0<br/>@TOT 3 F","8.35","8.35","-"
"Brandon Williams","MUN","D","127","FA","WHU 1<br/>@MUN 1 F","8.3","8.3","-"
"Nemanja Matic","MUN","M","128","FA","WHU 1<br/>@MUN 1 F","8.1","8.1","-"
"John Egan","SHU","D","129","Damo","EVE 1<br/>@SHU 0 F","8.05","8.05","-"
"Wilfried Zaha","CRY","M,F","130","ColmOF","CRY 0<br/>@WOL 2 F","8","8","-"
"Dale Stephens","BHA","M","131","FA","NEW 0<br/>@BHA 0 F","7.8","7.8","-"
"Theo Walcott","EVE","M,F","132","FA","EVE 1<br/>@SHU 0 F","7.75","7.75","-"
"Jonny Evans","LEI","D","133","Damo","LEI 0<br/>@TOT 3 F","7.7","7.7","-"
"Jefferson Lerma","BOU","M","134","FA","SOU 2<br/>@BOU 0 F","7.7","7.7","-"
"Jack O'Connell","SHU","D","135","MKFC","EVE 1<br/>@SHU 0 F","7.65","7.65","-"
"Stuart Armstrong","SOU","M,F","136","mcavinur","SOU 2<br/>@BOU 0 F","7.55","7.55","-"
"Michael Obafemi","SOU","F","137","FA","SOU 2<br/>@BOU 0 F","7.5","7.5","-"
"Aaron Wan-Bissaka","MUN","D","138","MKFC","WHU 1<br/>@MUN 1 F","7.4","7.4","-"
"Diego Rico","BOU","D","139","FA","SOU 2<br/>@BOU 0 F","7.3","7.3","-"
"Ayoze Perez","LEI","M,F","140","FA","LEI 0<br/>@TOT 3 F","7.25","7.25","-"
"Jonjo Shelvey","NEW","M","141","FA","NEW 0<br/>@BHA 0 F","7.25","7.25","-"
"Andre Gomes","EVE","M","142","FA","EVE 1<br/>@SHU 0 F","7.25","7.25","-"
"Harvey Barnes","LEI","M","143","FA","LEI 0<br/>@TOT 3 F","7.1","7.1","-"
"Will Hughes","WAT","M","144","FA","MCI 4<br/>@WAT 0 F","7.05","7.05","-"
"Scott Dann","CRY","D","145","FA","CRY 0<br/>@WOL 2 F","7","7","-"
"Emiliano Martinez","ARS","G","146","mcavinur","ARS 0<br/>@AVL 1 F","7","7","-"
"Ismaila Sarr","WAT","M,F","147","MKFC","MCI 4<br/>@WAT 0 F","7","7","-"
"David de Gea","MUN","G","148","FA","WHU 1<br/>@MUN 1 F","7","7","-"
"Jorginho","CHE","M","149","FA","CHE 3<br/>@LIV 5 F","6.85","6.85","-"
"Paul Pogba","MUN","M","150","ColmL","WHU 1<br/>@MUN 1 F","6.85","6.85","-"
"Steve Cook","BOU","D","151","FA","SOU 2<br/>@BOU 0 F","6.8","6.8","-"
"Angelo Ogbonna","WHU","D","152","FA","WHU 1<br/>@MUN 1 F","6.8","6.8","-"
"Josh Brownhill","BUR","M","153","FA","BUR 2<br/>@NOR 0 F","6.75","6.75","-"
"John McGinn","AVL","M","154","ColmL","ARS 0<br/>@AVL 1 F","6.75","6.75","-"
"Ben Johnson","WHU","D,M","155","FA","WHU 1<br/>@MUN 1 F","6.7","6.7","-"
"Alexander Tettey","NOR","M","156","FA","BUR 2<br/>@NOR 0 F","6.7","6.7","-"
"Joel Ward","CRY","D","157","FA","CRY 0<br/>@WOL 2 F","6.65","6.65","-"
"Jamie Vardy","LEI","F","158","ColmOF","LEI 0<br/>@TOT 3 F","6.6","6.6","-"
"Robbie Brady","BUR","M","159","FA","BUR 2<br/>@NOR 0 F","6.5","6.5","-"
"Jamal Lewis","NOR","D","160","FA","BUR 2<br/>@NOR 0 F","6.5","6.5","-"
"Sead Kolasinac","ARS","D,M","161","FA","ARS 0<br/>@AVL 1 F","6.4","6.4","-"
"Kurt Zouma","CHE","D","162","FA","CHE 3<br/>@LIV 5 F","6.4","6.4","-"
"Kelechi Iheanacho","LEI","F","163","FA","LEI 0<br/>@TOT 3 F","6.25","6.25","-"
"Alisson","LIV","G","164","Damo","CHE 3<br/>@LIV 5 F","6.25","6.25","-"
"Philip Billing","BOU","M","165","FA","SOU 2<br/>@BOU 0 F","6.2","6.2","-"
"Tom Davies","EVE","M","166","FA","EVE 1<br/>@SHU 0 F","6.2","6.2","-"
"Junior Stanislas","BOU","M","167","FA","SOU 2<br/>@BOU 0 F","6","6","-"
"Gabriel Jesus","MCI","F","168","MAX","MCI 4<br/>@WAT 0 F","6","6","-"
"Victor Lindelof","MUN","D","169","FA","WHU 1<br/>@MUN 1 F","5.95","5.95","-"
"Onel Hernandez","NOR","M","170","FA","BUR 2<br/>@NOR 0 F","5.85","5.85","-"
"Tyrick Mitchell","CRY","D","171","FA","CRY 0<br/>@WOL 2 F","5.8","5.8","-"
"Max Aarons","NOR","D","172","FA","BUR 2<br/>@NOR 0 F","5.75","5.75","-"
"Todd Cantwell","NOR","M","173","FA","BUR 2<br/>@NOR 0 F","5.75","5.75","-"
"Demarai Gray","LEI","M","174","FA","LEI 0<br/>@TOT 3 F","5.75","5.75","-"
"David McGoldrick","SHU","F","175","FA","EVE 1<br/>@SHU 0 F","5.75","5.75","-"
"Fabinho","LIV","M","176","FA","CHE 3<br/>@LIV 5 F","5.75","5.75","-"
"Shane Long","SOU","F","177","FA","SOU 2<br/>@BOU 0 F","5.7","5.7","-"
"Cheikhou Kouyate","CRY","M","178","FA","CRY 0<br/>@WOL 2 F","5.65","5.65","-"
"Dean Henderson","SHU","G","179","Eoghanoc","EVE 1<br/>@SHU 0 F","5.5","5.5","-"
"Joshua King","BOU","M,F","180","FA","SOU 2<br/>@BOU 0 F","5.5","5.5","-"
"Marcus Rashford","MUN","M,F","181","ColmL","WHU 1<br/>@MUN 1 F","5.5","5.5","-"
"Antonio Rudiger","CHE","D","182","FA","CHE 3<br/>@LIV 5 F","5.5","5.5","-"
"Mateo Kovacic","CHE","M","183","FA","CHE 3<br/>@LIV 5 F","5.35","5.35","-"
"Wilfred Ndidi","LEI","M","184","MAX","LEI 0<br/>@TOT 3 F","5.35","5.35","-"
"Marcos Alonso","CHE","D,M","185","MKFC","CHE 3<br/>@LIV 5 F","5.3","5.3","-"
"John Fleck","SHU","M","186","FA","EVE 1<br/>@SHU 0 F","5.25","5.25","-"
"James Justin","LEI","D","187","RBF","LEI 0<br/>@TOT 3 F","5.25","5.25","-"
"Bukayo Saka","ARS","D,M,F","188","FA","ARS 0<br/>@AVL 1 F","5.25","5.25","-"
"Abdoulaye Doucoure","WAT","M","189","Damo","MCI 4<br/>@WAT 0 F","5.2","5.2","-"
"Rob Holding","ARS","D","190","FA","ARS 0<br/>@AVL 1 F","5.15","5.15","-"
"Christoph Zimmermann","NOR","D","191","FA","BUR 2<br/>@NOR 0 F","5.15","5.15","-"
"Kepa Arrizabalaga","CHE","G","192","FA","CHE 3<br/>@LIV 5 F","5","5","-"
"Troy Deeney","WAT","F","193","mcavinur","MCI 4<br/>@WAT 0 F","5","5","-"
"Ben Osborn","SHU","M","194","FA","EVE 1<br/>@SHU 0 F","5","5","-"
"Lloyd Kelly","BOU","D","195","FA","SOU 2<br/>@BOU 0 F","4.95","4.95","-"
"Wes Morgan","LEI","D","196","FA","LEI 0<br/>@TOT 3 F","4.9","4.9","-"
"Ben Godfrey","NOR","D,M","197","FA","BUR 2<br/>@NOR 0 F","4.85","4.85","-"
"Christian Kabasele","WAT","D","198","Eoghanoc","MCI 4<br/>@WAT 0 F","4.85","4.85","-"
"Jack Stacey","BOU","D","199","FA","SOU 2<br/>@BOU 0 F","4.85","4.85","-"
"John Lundstram","SHU","D,M","200","Eoghanoc","EVE 1<br/>@SHU 0 F","4.75","4.75","-"
"Roberto Pereyra","WAT","M","201","FA","MCI 4<br/>@WAT 0 F","4.75","4.75","-"
"Jeffrey Schlupp","CRY","D,M","202","ColmL","CRY 0<br/>@WOL 2 F","4.75","4.75","-"
"Conor Hourihane","AVL","M","203","FA","ARS 0<br/>@AVL 1 F","4.55","4.55","-"
"Neal Maupay","BHA","F","204","FA","NEW 0<br/>@BHA 0 F","4.5","4.5","-"
"Mbwana Samatta","AVL","F","205","FA","ARS 0<br/>@AVL 1 F","4.5","4.5","-"
"Craig Dawson","WAT","D","206","FA","MCI 4<br/>@WAT 0 F","4.3","4.3","-"
"Aaron Cresswell","WHU","D","207","FA","WHU 1<br/>@MUN 1 F","4.25","4.25","-"
"Pedro Neto","WOL","F","208","FA","CRY 0<br/>@WOL 2 F","4.25","4.25","-"
"Oliver McBurnie","SHU","F","209","mcavinur","EVE 1<br/>@SHU 0 F","4.25","4.25","-"
"Aaron Mooy","BHA","M,F","210","FA","NEW 0<br/>@BHA 0 F","4.25","4.25","-"
"Oleksandr Zinchenko","MCI","D,M","211","FA","MCI 4<br/>@WAT 0 F","4.2","4.2","-"
"Bruno Fernandes","MUN","M","212","MKFC","WHU 1<br/>@MUN 1 F","4.1","4.1","-"
"Dwight Gayle","NEW","F","213","FA","NEW 0<br/>@BHA 0 F","4","4","-"
"Anthony Gordon","EVE","M,F","214","FA","EVE 1<br/>@SHU 0 F","4","4","-"
"Kasper Schmeichel","LEI","G","215","MKFC","LEI 0<br/>@TOT 3 F","4","4","-"
"Pierre-Emerick Aubameyang","ARS","M,F","216","ColmOF","ARS 0<br/>@AVL 1 F","3.85","3.85","-"
"Dominic Calvert-Lewin","EVE","F","217","MKFC","EVE 1<br/>@SHU 0 F","3.8","3.8","-"
"Andy Carroll","NEW","F","218","FA","NEW 0<br/>@BHA 0 F","3.75","3.75","-"
"Pascal Gross","BHA","M,F","219","FA","NEW 0<br/>@BHA 0 F","3.75","3.75","-"
"James McCarthy","CRY","M","220","FA","CRY 0<br/>@WOL 2 F","3.75","3.75","-"
"Callum Wilson","BOU","F","221","FA","SOU 2<br/>@BOU 0 F","3.75","3.75","-"
"Virgil van Dijk","LIV","D","222","RBF","CHE 3<br/>@LIV 5 F","3.65","3.65","-"
"Cedric Soares","SOU/ARS","D","223","FA","ARS 0<br/>@AVL 1 F","3.6","3.6","-"
"Joseph Gomez","LIV","D","224","mcavinur","CHE 3<br/>@LIV 5 F","3.6","3.6","-"
"David Luiz","ARS","D","225","ColmL","ARS 0<br/>@AVL 1 F","3.55","3.55","-"
"David Brooks","BOU","M","226","FA","SOU 2<br/>@BOU 0 F","3.5","3.5","-"
"Oliver Norwood","SHU","M","227","RBF","EVE 1<br/>@SHU 0 F","3.5","3.5","-"
"Sam Surridge","BOU","F","228","FA","SOU 2<br/>@BOU 0 F","3.5","3.5","-"
"Dennis Praet","LEI","M","229","FA","LEI 0<br/>@TOT 3 F","3.25","3.25","-"
"Jairo Riedewald","CRY","D,M","230","FA","CRY 0<br/>@WOL 2 F","3.25","3.25","-"
"Cesar Azpilicueta","CHE","D","231","RBF","CHE 3<br/>@LIV 5 F","3.05","3.05","-"
"Arthur Masuaku","WHU","D","232","FA","WHU 1<br/>@MUN 1 F","3","3","-"
"Nicolas Pepe","ARS","M,F","233","mcavinur","ARS 0<br/>@AVL 1 F","3","3","-"
"Danny Welbeck","WAT","F","234","FA","MCI 4<br/>@WAT 0 F","3","3","-"
"Kieran Tierney","ARS","D","235","FA","ARS 0<br/>@AVL 1 F","2.9","2.9","-"
"Timm Klose","NOR","D","236","FA","BUR 2<br/>@NOR 0 F","2.9","2.9","-"
"Steven Bergwijn","TOT","F","237","Damo","LEI 0<br/>@TOT 3 F","2.85","2.85","-"
"Solly March","BHA","M,F","238","FA","NEW 0<br/>@BHA 0 F","2.75","2.75","-"
"Matej Vydra","BUR","F","239","FA","BUR 2<br/>@NOR 0 F","2.75","2.75","-"
"Granit Xhaka","ARS","M","240","FA","ARS 0<br/>@AVL 1 F","2.75","2.75","-"
"Ahmed El Mohamady","AVL","D","241","FA","ARS 0<br/>@AVL 1 F","2.7","2.7","-"
"Mamadou Sakho","CRY","D","242","FA","CRY 0<br/>@WOL 2 F","2.65","2.65","-"
"Nampalys Mendy","LEI","M","243","FA","LEI 0<br/>@TOT 3 F","2.5","2.5","-"
"Mason Mount","CHE","M,F","244","RBF","CHE 3<br/>@LIV 5 F","2.5","2.5","-"
"Eddie Nketiah","ARS","F","245","FA","ARS 0<br/>@AVL 1 F","2.5","2.5","-"
"Curtis Jones","LIV","M","246","RBF","CHE 3<br/>@LIV 5 F","2.25","2.25","-"
"Davy Propper","BHA","M","247","FA","NEW 0<br/>@BHA 0 F","2.25","2.25","-"
"Keinan Davis","AVL","M,F","248","FA","ARS 0<br/>@AVL 1 F","2.1","2.1","-"
"Joelinton","NEW","F","249","FA","NEW 0<br/>@BHA 0 F","2","2","-"
"Odion Ighalo","WAT/MUN","F","250","FA","WHU 1<br/>@MUN 1 F","2","2","-"
"Lukas Rupp","NOR","M","251","FA","BUR 2<br/>@NOR 0 F","2","2","-"
"Diogo Jota","WOL","M,F","252","Damo","CRY 0<br/>@WOL 2 F","2","2","-"
"Shane Duffy","BHA","D","253","FA","NEW 0<br/>@BHA 0 F","1.85","1.85","-"
"Sebastien Haller","WHU","F","254","ColmL","WHU 1<br/>@MUN 1 F","1.85","1.85","-"
"George Hirst","LEI","F","255","FA","LEI 0<br/>@TOT 3 F","1.75","1.75","-"
"Riyad Mahrez","MCI","M,F","256","ColmOF","MCI 4<br/>@WAT 0 F","1.5","1.5","-"
"Takumi Minamino","LIV","F","257","FA","CHE 3<br/>@LIV 5 F","1.5","1.5","-"
"Ryan Bennett","WOL/LEI","D","258","FA","LEI 0<br/>@TOT 3 F","1.4","1.4","-"
"Pierre-Emile Hojbjerg","SOU","M","259","FA","SOU 2<br/>@BOU 0 F","1.35","1.35","-"
"James Milner","LIV","M","260","FA","CHE 3<br/>@LIV 5 F","1.35","1.35","-"
"Marvelous Nakamba","AVL","M","261","FA","ARS 0<br/>@AVL 1 F","1.35","1.35","-"
"John Stones","MCI","D","262","FA","MCI 4<br/>@WAT 0 F","1.3","1.3","-"
"Valentino Lazaro","NEW","M","263","FA","NEW 0<br/>@BHA 0 F","1.25","1.25","-"
"Alexis Mac Allister","BHA","M","264","FA","NEW 0<br/>@BHA 0 F","1.25","1.25","-"
"Emerson","CHE","D","265","FA","CHE 3<br/>@LIV 5 F","1.25","1.25","-"
"Seamus Coleman","EVE","D","266","ColmL","EVE 1<br/>@SHU 0 F","1.1","1.1","-"
"Dan Gosling","BOU","M","267","FA","SOU 2<br/>@BOU 0 F","1","1","-"
"Adam Idah","NOR","F","268","FA","BUR 2<br/>@NOR 0 F","1","1","-"
"Erik Lamela","TOT","M","269","Eoghanoc","LEI 0<br/>@TOT 3 F","1","1","-"
"Adam Masina","WAT","D","270","FA","MCI 4<br/>@WAT 0 F","1","1","-"
"Divock Origi","LIV","F","271","FA","CHE 3<br/>@LIV 5 F","1","1","-"
"Alexandre Lacazette","ARS","F","272","ColmL","ARS 0<br/>@AVL 1 F","0.95","0.95","-"
"Adrian Mariappa","WAT","D","273","FA","MCI 4<br/>@WAT 0 F","0.85","0.85","-"
"Nathaniel Chalobah","WAT","M","274","FA","MCI 4<br/>@WAT 0 F","0.75","0.75","-"
"Timothy Fosu-Mensah","MUN","D","275","FA","WHU 1<br/>@MUN 1 F","0.6","0.6","-"
