Player,Team,Position,Rk,Status,Opponent,FPts,FP/G,% Owned,+/-
Manuel Lanzini,WHU,M,98,Damo,WHU 0<br/>@AVL 0 F,10.5,10.5,98%,-2.3%
Nicolas Pepe,ARS,F,99,Seanmacd,ARS 2<br/>@WAT 2 F,10.5,10.5,95%,-4.6%
Adama Traore,WOL,F,100,FA,CHE 5<br/>@WOL 2 F,10.5,10.5,21%,-12.4%
Dale Stephens,BHA,M,101,FA,BUR 1<br/>@BHA 1 F,10.45,10.45,4%,-2.4%
Philip Billing,BOU,M,102,ColmOF,EVE 1<br/>@BOU 3 F,10.35,10.35,39%,-0.5%
Lucas Digne,EVE,D,103,ZKL,EVE 1<br/>@BOU 3 F,10.3,10.3,100%,0%
Matthew Lowton,BUR,D,104,FA,BUR 1<br/>@BHA 1 F,10.25,10.25,18%,-22.3%
Joelinton,NEW,F,105,FA,NEW 1<br/>@LIV 3 F,10.2,10.2,79%,-14.4%
John Fleck,SHU,M,106,FA,SOU 1<br/>@SHU 0 F,10.1,10.1,1%,1.2%
Andros Townsend,CRY,"M,F",107,Seanmacd,CRY 0<br/>@TOT 4 F,10,10,87%,0.4%
Willian,CHE,F,108,FA,CHE 5<br/>@WOL 2 F,9.85,9.85,82%,-4.4%
Sead Kolasinac,ARS,"D,M",109,FA,ARS 2<br/>@WAT 2 F,9.85,9.85,58%,-15.6%
John Egan,SHU,D,110,FA,SOU 1<br/>@SHU 0 F,9.85,9.85,5%,-1.3%
Shane Duffy,BHA,D,111,Seanmacd,BUR 1<br/>@BHA 1 F,9.8,9.8,92%,-0.9%
George Baldock,SHU,D,112,FA,SOU 1<br/>@SHU 0 F,9.8,9.8,19%,-14.1%
Seamus Coleman,EVE,D,113,ColmL,EVE 1<br/>@BOU 3 F,9.7,9.7,97%,-3.4%
Matt Doherty,WOL,"D,M",114,FA,CHE 5<br/>@WOL 2 F,9.7,9.7,90%,3.5%
James Ward-Prowse,SOU,M,115,Damo,SOU 1<br/>@SHU 0 F,9.6,9.6,75%,-5.2%
Wilfried Zaha,CRY,F,116,ColmOF,CRY 0<br/>@TOT 4 F,9.5,9.5,99%,-1%
Kepa Arrizabalaga,CHE,G,117,mcavinur,CHE 5<br/>@WOL 2 F,9.5,9.5,74%,-19.8%
Virgil van Dijk,LIV,D,118,Seanmacd,NEW 1<br/>@LIV 3 F,9.35,9.35,100%,0%
Alex Oxlade-Chamberlain,LIV,M,119,FA,NEW 1<br/>@LIV 3 F,9.25,9.25,71%,4.6%
Ruben Neves,WOL,M,120,FA,CHE 5<br/>@WOL 2 F,9.2,9.2,92%,-7.8%
Oriol Romeu,SOU,M,121,FA,SOU 1<br/>@SHU 0 F,9.2,9.2,4%,-8.9%
Steve Cook,BOU,D,122,FA,EVE 1<br/>@BOU 3 F,9.15,9.15,27%,-13.5%
Alex Iwobi,EVE,"M,F",123,FA,EVE 1<br/>@BOU 3 F,9,9,84%,-2.5%
Adam Webster,BHA,D,124,FA,BUR 1<br/>@BHA 1 F,8.8,8.8,4%,3.5%
Morgan Schneiderlin,EVE,M,125,FA,EVE 1<br/>@BOU 3 F,8.75,8.75,2%,-10.9%
Alexander Tettey,NOR,M,126,FA,MCI 2<br/>@NOR 3 F,8.75,8.75,0%,0.3%
Jeffrey Schlupp,CRY,"D,M",127,FA,CRY 0<br/>@TOT 4 F,8.7,8.7,60%,-6.6%
Fabinho,LIV,M,128,mcavinur,NEW 1<br/>@LIV 3 F,8.6,8.6,86%,12.9%
Sebastien Haller,WHU,F,129,ColmL,WHU 0<br/>@AVL 0 F,8.35,8.35,99%,-1.2%
Jordan Pickford,EVE,G,130,FA,EVE 1<br/>@BOU 3 F,8.25,8.25,97%,-2.9%
Demarai Gray,LEI,M,131,FA,LEI 0<br/>@MUN 1 F,8.25,8.25,11%,-2.6%
Kiko Femenia,WAT,D,132,FA,ARS 2<br/>@WAT 2 F,8.1,8.1,4%,-9.1%
Diogo Jota,WOL,"M,F",133,Damo,CHE 5<br/>@WOL 2 F,8,8,92%,5.7%
Che Adams,SOU,F,134,FA,SOU 1<br/>@SHU 0 F,8,8,29%,-11%
Dominic Solanke,BOU,F,135,FA,EVE 1<br/>@BOU 3 F,8,8,5%,5%
Jonny Evans,LEI,D,136,mcavinur,LEI 0<br/>@MUN 1 F,7.85,7.85,52%,-14.9%
Andreas Pereira,MUN,M,137,FA,LEI 0<br/>@MUN 1 F,7.85,7.85,21%,1.2%
Harry Winks,TOT,M,138,FA,CRY 0<br/>@TOT 4 F,7.85,7.85,15%,-24.6%
Jonny,WOL,"D,M",139,ColmOF,CHE 5<br/>@WOL 2 F,7.8,7.8,75%,1.4%
Miguel Almiron,NEW,M,140,FA,NEW 1<br/>@LIV 3 F,7.75,7.75,61%,-25.9%
Jack OConnell,SHU,D,141,FA,SOU 1<br/>@SHU 0 F,7.7,7.7,31%,10.8%
Hamza Choudhury,LEI,M,142,FA,LEI 0<br/>@MUN 1 F,7.6,7.6,5%,4.8%
Jack Stacey,BOU,D,143,FA,EVE 1<br/>@BOU 3 F,7.6,7.6,1%,0.5%
Nathan Ake,BOU,D,144,MKFC,EVE 1<br/>@BOU 3 F,7.55,7.55,80%,-7.1%
Lewis Dunk,BHA,D,145,Seanmacd,BUR 1<br/>@BHA 1 F,7.55,7.55,69%,-11.2%
Matej Vydra,BUR,F,146,FA,BUR 1<br/>@BHA 1 F,7.5,7.5,1%,0.5%
Yerry Mina,EVE,D,147,Damo,EVE 1<br/>@BOU 3 F,7.4,7.4,86%,-6.8%
Romain Saiss,WOL,M,148,FA,CHE 5<br/>@WOL 2 F,7.4,7.4,3%,3.5%
Youri Tielemans,LEI,M,149,ColmOF,LEI 0<br/>@MUN 1 F,7.35,7.35,100%,-0.2%
Ashley Westwood,BUR,M,150,FA,BUR 1<br/>@BHA 1 F,7.35,7.35,27%,-19.3%
James Maddison,LEI,M,151,Damo,LEI 0<br/>@MUN 1 F,7.25,7.25,100%,0%
Mesut Ozil,ARS,M,152,Eoghanoc,ARS 2<br/>@WAT 2 F,7.25,7.25,85%,18.5%
Enda Stevens,SHU,D,153,W (Thu),SOU 1<br/>@SHU 0 F,7.25,7.25,56%,-3.6%
Juan Mata,MUN,M,154,FA,LEI 0<br/>@MUN 1 F,7.25,7.25,28%,7.6%
Oleksandr Zinchenko,MCI,"D,M",155,ColmOF,MCI 2<br/>@NOR 3 F,7.2,7.2,95%,-4.6%
Michael Keane,EVE,D,156,Eoghanoc,EVE 1<br/>@BOU 3 F,7.1,7.1,99%,-1.1%
David Luiz,ARS,D,157,ColmL,ARS 2<br/>@WAT 2 F,7.1,7.1,74%,-12.4%
Georginio Wijnaldum,LIV,M,158,FA,NEW 1<br/>@LIV 3 F,7.1,7.1,65%,-15%
Jordan Ayew,CRY,F,159,FA,CRY 0<br/>@TOT 4 F,7,7,58%,-28.3%
Ibrahim Amadou,NOR,M,160,FA,MCI 2<br/>@NOR 3 F,7,7,0%,0.5%
Cesar Azpilicueta,CHE,D,161,mcavinur,CHE 5<br/>@WOL 2 F,6.85,6.85,100%,-0.4%
Wesley,AVL,F,162,FA,WHU 0<br/>@AVL 0 F,6.85,6.85,68%,-11.8%
John Lundstram,SHU,"D,M",163,FA,SOU 1<br/>@SHU 0 F,6.85,6.85,49%,9.5%
Mamadou Sakho,CRY,D,164,FA,CRY 0<br/>@TOT 4 F,6.85,6.85,5%,-1.5%
Marco Stiepermann,NOR,M,165,FA,MCI 2<br/>@NOR 3 F,6.85,6.85,4%,-9%
Dwight McNeil,BUR,M,166,ZKL,BUR 1<br/>@BHA 1 F,6.75,6.75,83%,-3.3%
Caglar Soyuncu,LEI,D,167,Damo,LEI 0<br/>@MUN 1 F,6.75,6.75,83%,10%
Chris Basham,SHU,D,168,FA,SOU 1<br/>@SHU 0 F,6.65,6.65,3%,-4%
Ben Foster,WAT,G,169,ColmOF,ARS 2<br/>@WAT 2 F,6.5,6.5,45%,18.3%
Moussa Sissoko,TOT,M,170,FA,CRY 0<br/>@TOT 4 F,6.5,6.5,41%,-12%
Fabian Delph,EVE,"D,M",171,FA,EVE 1<br/>@BOU 3 F,6.5,6.5,22%,-30.8%
James Tarkowski,BUR,D,172,Eoghanoc,BUR 1<br/>@BHA 1 F,6.4,6.4,91%,10.8%
Joel Ward,CRY,D,173,MKFC,CRY 0<br/>@TOT 4 F,6.4,6.4,34%,-5.7%
Jamaal Lascelles,NEW,D,174,FA,NEW 1<br/>@LIV 3 F,6.4,6.4,29%,-24.1%
Nicolas Otamendi,MCI,D,175,FA,MCI 2<br/>@NOR 3 F,6.35,6.35,75%,-5.1%
Cheikhou Kouyate,CRY,M,176,FA,CRY 0<br/>@TOT 4 F,6.35,6.35,3%,3%
Lewis Cook,BOU,M,177,FA,EVE 1<br/>@BOU 3 F,6.35,6.35,1%,1.4%
Ben Chilwell,LEI,D,178,Eoghanoc,LEI 0<br/>@MUN 1 F,6.3,6.3,99%,-0.8%
Jamal Lewis,NOR,D,179,FA,MCI 2<br/>@NOR 3 F,6.25,6.25,5%,-1.7%
Christian Kabasele,WAT,D,180,FA,ARS 2<br/>@WAT 2 F,6.25,6.25,1%,0.9%
Ricardo Pereira,LEI,D,181,mcavinur,LEI 0<br/>@MUN 1 F,6.15,6.15,100%,-0.1%
John Stones,MCI,D,182,FA,MCI 2<br/>@NOR 3 F,6.05,6.05,89%,9.2%
Kyle Walker,MCI,D,183,MKFC,MCI 2<br/>@NOR 3 F,6,6,99%,-0.5%
Dan Burn,BHA,D,184,FA,BUR 1<br/>@BHA 1 F,6,6,39%,5.7%
Jesus Vallejo,WOL,D,185,FA,CHE 5<br/>@WOL 2 F,6,6,3%,2.7%
Jack Cork,BUR,M,186,FA,BUR 1<br/>@BHA 1 F,5.95,5.95,8%,7.6%
Nemanja Matic,MUN,M,187,FA,LEI 0<br/>@MUN 1 F,5.95,5.95,4%,-2.6%
Andreas Christensen,CHE,D,188,FA,CHE 5<br/>@WOL 2 F,5.9,5.9,19%,-14.7%
Jonjo Shelvey,NEW,M,189,FA,NEW 1<br/>@LIV 3 F,5.9,5.9,12%,-21.5%
Ben Mee,BUR,D,190,Damo,BUR 1<br/>@BHA 1 F,5.85,5.85,67%,-13.2%
Mateo Kovacic,CHE,M,191,ColmOF,CHE 5<br/>@WOL 2 F,5.85,5.85,63%,-23.3%
Ben Godfrey,NOR,"D,M",192,FA,MCI 2<br/>@NOR 3 F,5.8,5.8,4%,-9.2%
Christian Eriksen,TOT,M,193,Eoghanoc,CRY 0<br/>@TOT 4 F,5.75,5.75,100%,-0.2%
Gylfi Sigurdsson,EVE,M,194,ColmOF,EVE 1<br/>@BOU 3 F,5.5,5.5,100%,-0.2%
Will Hughes,WAT,M,195,MKFC,ARS 2<br/>@WAT 2 F,5.5,5.5,55%,-18.4%
Vicente Guaita,CRY,G,196,FA,CRY 0<br/>@TOT 4 F,5.5,5.5,31%,-29%
Oliver McBurnie,SHU,F,197,FA,SOU 1<br/>@SHU 0 F,5.35,5.35,14%,1.2%
Emil Krafth,NEW,D,198,FA,NEW 1<br/>@LIV 3 F,5.3,5.3,2%,1.5%
Kevin De Bruyne,MCI,M,199,Eoghanoc,MCI 2<br/>@NOR 3 F,5.25,5.25,100%,-0.1%
Mark Noble,WHU,M,200,FA,WHU 0<br/>@AVL 0 F,5.25,5.25,37%,-30%
Christian Benteke,CRY,F,201,FA,CRY 0<br/>@TOT 4 F,5.25,5.25,27%,-12.7%
Andriy Yarmolenko,WHU,F,202,FA,WHU 0<br/>@AVL 0 F,5.1,5.1,60%,-13.4%
Glenn Murray,BHA,F,203,FA,BUR 1<br/>@BHA 1 F,5.05,5.05,37%,-9.2%
Raul Jimenez,WOL,F,204,Eoghanoc,CHE 5<br/>@WOL 2 F,5,5,100%,-0.2%
Fred,MUN,M,205,FA,LEI 0<br/>@MUN 1 F,4.8,4.8,3%,2.8%
Ayoze Perez,LEI,"M,F",206,MKFC,LEI 0<br/>@MUN 1 F,4.75,4.75,81%,-5.5%
Ilkay Gundogan,MCI,M,207,FA,MCI 2<br/>@NOR 3 F,4.75,4.75,81%,-5.9%
Matteo Guendouzi,ARS,M,208,MKFC,ARS 2<br/>@WAT 2 F,4.6,4.6,61%,-12.7%
Sokratis,ARS,D,209,FA,ARS 2<br/>@WAT 2 F,4.55,4.55,46%,-27.8%
Jamie Vardy,LEI,F,210,ColmOF,LEI 0<br/>@MUN 1 F,4.5,4.5,100%,-0.1%
Ben Davies,TOT,D,211,FA,CRY 0<br/>@TOT 4 F,4.5,4.5,25%,-8%
Jota,AVL,M,212,FA,WHU 0<br/>@AVL 0 F,4.5,4.5,17%,9.9%
Dani Ceballos,ARS,M,213,Damo,ARS 2<br/>@WAT 2 F,4.25,4.25,95%,-4.9%
Fabian Schar,NEW,D,214,ZKL,NEW 1<br/>@LIV 3 F,4.25,4.25,89%,-4.5%
Craig Dawson,WAT,D,215,FA,ARS 2<br/>@WAT 2 F,4.2,4.2,5%,-1.5%
Ross Barkley,CHE,M,216,mcavinur,CHE 5<br/>@WOL 2 F,4,4,78%,-21.6%
Paul Dummett,NEW,D,217,FA,NEW 1<br/>@LIV 3 F,3.95,3.95,6%,-7.5%
Jose Holebas,WAT,D,218,FA,ARS 2<br/>@WAT 2 F,3.9,3.9,53%,-14%
Gary Cahill,CRY,D,219,FA,CRY 0<br/>@TOT 4 F,3.8,3.8,5%,-15.4%
Kurt Zouma,CHE,D,220,FA,CHE 5<br/>@WOL 2 F,3.65,3.65,33%,-40.4%
Harry Wilson,BOU,M,221,Damo,EVE 1<br/>@BOU 3 F,3.5,3.5,72%,-21.6%
Pablo Fornals,WHU,M,222,FA,WHU 0<br/>@AVL 0 F,3.5,3.5,39%,-14.1%
Tanguy Ndombele,TOT,M,223,Damo,CRY 0<br/>@TOT 4 F,3.25,3.25,98%,-2.2%
Daniel James,MUN,M,224,Seanmacd,LEI 0<br/>@MUN 1 F,3.25,3.25,97%,-3%
Adrian,LIV,G,225,FA,NEW 1<br/>@LIV 3 F,3.25,3.25,59%,-20.5%
Douglas Luiz,AVL,M,226,FA,WHU 0<br/>@AVL 0 F,3.25,3.25,13%,-27.5%
Reiss Nelson,ARS,F,227,FA,ARS 2<br/>@WAT 2 F,3.25,3.25,6%,-7.4%
Yoshinori Muto,NEW,F,228,FA,NEW 1<br/>@LIV 3 F,3.25,3.25,0%,0.5%
Riyad Mahrez,MCI,"M,F",229,ColmOF,MCI 2<br/>@NOR 3 F,3,3,99%,-0.6%
Rui Patricio,WOL,G,230,FA,CHE 5<br/>@WOL 2 F,3,3,64%,-2.3%
Mat Ryan,BHA,G,231,FA,BUR 1<br/>@BHA 1 F,3,3,22%,14.9%
Joseph Willock,ARS,M,232,FA,ARS 2<br/>@WAT 2 F,3,3,5%,-8.6%
Andre Gray,WAT,F,233,FA,ARS 2<br/>@WAT 2 F,2.75,2.75,32%,-27.7%
Harvey Barnes,LEI,M,234,FA,LEI 0<br/>@MUN 1 F,2.75,2.75,25%,-1.4%
Conor Coady,WOL,D,235,FA,CHE 5<br/>@WOL 2 F,2.75,2.75,20%,6.5%
Aaron Lennon,BUR,M,236,FA,BUR 1<br/>@BHA 1 F,2.75,2.75,1%,1.1%
Ashley Barnes,BUR,F,237,Seanmacd,BUR 1<br/>@BHA 1 F,2.6,2.6,99%,-1.5%
David Silva,MCI,M,238,ZKL,MCI 2<br/>@NOR 3 F,2.5,2.5,100%,-0.1%
Jefferson Lerma,BOU,M,239,FA,EVE 1<br/>@BOU 3 F,2.5,2.5,9%,2.4%
Aaron Mooy,BHA,M,240,FA,BUR 1<br/>@BHA 1 F,2.5,2.5,6%,6%
James McCarthy,CRY,M,241,FA,CRY 0<br/>@TOT 4 F,2.5,2.5,1%,0.6%
Aaron Connolly,BHA,F,242,FA,BUR 1<br/>@BHA 1 F,2.5,2.5,0%,0.5%
Dennis Srbeny,NOR,F,243,FA,MCI 2<br/>@NOR 3 F,2.5,2.5,0%,0.3%
Antonio Rudiger,CHE,D,244,FA,CHE 5<br/>@WOL 2 F,2.4,2.4,60%,-6.2%
Danny Ings,SOU,F,245,FA,SOU 1<br/>@SHU 0 F,2.25,2.25,76%,-10.3%
Theo Walcott,EVE,"M,F",246,FA,EVE 1<br/>@BOU 3 F,2.25,2.25,12%,12.2%
Tahith Chong,MUN,M,247,FA,LEI 0<br/>@MUN 1 F,2.25,2.25,1%,0.7%
Javier Manquillo,NEW,D,248,FA,NEW 1<br/>@LIV 3 F,2.2,2.2,1%,0.9%
Patrick van Aanholt,CRY,D,249,ZKL,CRY 0<br/>@TOT 4 F,2.1,2.1,95%,1.7%
Ederson,MCI,G,250,ColmL,MCI 2<br/>@NOR 3 F,2,2,100%,-0.3%
Chris Wood,BUR,F,251,FA,BUR 1<br/>@BHA 1 F,2,2,34%,-32.8%
Lucas Torreira,ARS,M,252,FA,ARS 2<br/>@WAT 2 F,2,2,30%,-29.6%
