"Player","Team","Position","Rk","Status","Opponent","FPts","FP/G","% Owned"
"Pedro Neto","WOL","F","99","FA","LEI 0<br/>@WOL 0 F","10.1","10.1","-"
"Dani Ceballos","ARS","M","100","ColmOF","NEW 0<br/>@ARS 4 F","10","10","-"
"Leandro Trossard","BHA","M,F","101","FA","WAT 1<br/>@BHA 1 F","10","10","-"
"Tomas Soucek","WHU","M","102","mcavinur","WHU 0<br/>@MCI 2 F","9.7","9.7","-"
"Adam Masina","WAT","D","103","FA","WAT 1<br/>@BHA 1 F","9.6","9.6","-"
"Sean Longstaff","NEW","M","104","FA","NEW 0<br/>@ARS 4 F","9.55","9.55","-"
"Gerard Deulofeu","WAT","M,F","105","FA","WAT 1<br/>@BHA 1 F","9.5","9.5","-"
"James Maddison","LEI","M","106","FA","LEI 0<br/>@WOL 0 F","9.5","9.5","-"
"Sadio Mane","LIV","M,F","107","RBF","LIV 1<br/>@NOR 0 F","9.5","9.5","-"
"Harry Winks","TOT","M","108","FA","TOT 3<br/>@AVL 2 F","9.5","9.5","-"
"Romain Saiss","WOL","D,M","109","FA","LEI 0<br/>@WOL 0 F","9.4","9.4","-"
"Shane Duffy","BHA","D","110","FA","WAT 1<br/>@BHA 1 F","9.25","9.25","-"
"Jay Rodriguez","BUR","F","111","FA","BUR 2<br/>@SOU 1 F","9.25","9.25","-"
"David Silva","MCI","M","112","MAX","WHU 0<br/>@MCI 2 F","9.25","9.25","-"
"Ruben Neves","WOL","M","113","MKFC","LEI 0<br/>@WOL 0 F","9.25","9.25","-"
"Seamus Coleman","EVE","D","114","ColmL","CRY 1<br/>@EVE 3 F","9.1","9.1","-"
"Pierre-Emile Hojbjerg","SOU","M","115","FA","BUR 2<br/>@SOU 1 F","9.1","9.1","-"
"Charlie Taylor","BUR","D","116","Damo","BUR 2<br/>@SOU 1 F","9.1","9.1","-"
"Sergio Aguero","MCI","F","117","FA","WHU 0<br/>@MCI 2 F","9","9","-"
"Ben Foster","WAT","G","118","FA","WAT 1<br/>@BHA 1 F","9","9","-"
"Pedro","CHE","F","119","FA","MUN 2<br/>@CHE 0 F","9","9","-"
"Lukas Rupp","NOR","M","120","FA","LIV 1<br/>@NOR 0 F","9","9","-"
"Jamal Lewis","NOR","D","121","FA","LIV 1<br/>@NOR 0 F","8.9","8.9","-"
"Jack Stephens","SOU","D","122","FA","BUR 2<br/>@SOU 1 F","8.9","8.9","-"
"Diego Rico","BOU","D","123","FA","BOU 1<br/>@SHU 2 F","8.85","8.85","-"
"Alexander Tettey","NOR","M","124","FA","LIV 1<br/>@NOR 0 F","8.8","8.8","-"
"Raul Jimenez","WOL","F","125","Eoghanoc","LEI 0<br/>@WOL 0 F","8.75","8.75","-"
"Aaron Ramsdale","BOU","G","126","FA","BOU 1<br/>@SHU 2 F","8.75","8.75","-"
"Michail Antonio","WHU","M,F","127","MAX","WHU 0<br/>@MCI 2 F","8.6","8.6","-"
"Sander Berge","SHU","M","128","FA","BOU 1<br/>@SHU 2 F","8.6","8.6","-"
"Jack O'Connell","SHU","D","129","MKFC","BOU 1<br/>@SHU 2 F","8.55","8.55","-"
"John Fleck","SHU","M","130","FA","BOU 1<br/>@SHU 2 F","8.5","8.5","-"
"Craig Cathcart","WAT","D","131","FA","WAT 1<br/>@BHA 1 F","8.4","8.4","-"
"Phil Bardsley","BUR","D","132","MAX","BUR 2<br/>@SOU 1 F","8.35","8.35","-"
"Dele Alli","TOT","M,F","133","ColmL","TOT 3<br/>@AVL 2 F","8.25","8.25","-"
"Simon Francis","BOU","D","134","FA","BOU 1<br/>@SHU 2 F","8.2","8.2","-"
"Troy Deeney","WAT","F","135","mcavinur","WAT 1<br/>@BHA 1 F","8.1","8.1","-"
"James McCarthy","CRY","M","136","FA","CRY 1<br/>@EVE 3 F","8.1","8.1","-"
"Nabil Bentaleb","TOT/NEW","M","137","FA","NEW 0<br/>@ARS 4 F","8.05","8.05","-"
"Ben Mee","BUR","D","138","Eoghanoc","BUR 2<br/>@SOU 1 F","8.05","8.05","-"
"Aaron Mooy","BHA","M,F","139","FA","WAT 1<br/>@BHA 1 F","8","8","-"
"Christoph Zimmermann","NOR","D","140","FA","LIV 1<br/>@NOR 0 F","7.95","7.95","-"
"Max Aarons","NOR","D","141","FA","LIV 1<br/>@NOR 0 F","7.85","7.85","-"
"Philip Billing","BOU","M","142","FA","BOU 1<br/>@SHU 2 F","7.75","7.75","-"
"Hamza Choudhury","LEI","M","143","FA","LEI 0<br/>@WOL 0 F","7.75","7.75","-"
"Martin Dubravka","NEW","G","144","RBF","NEW 0<br/>@ARS 4 F","7.75","7.75","-"
"Marvelous Nakamba","AVL","M","145","FA","TOT 3<br/>@AVL 2 F","7.75","7.75","-"
"Alex Oxlade-Chamberlain","LIV","M,F","146","FA","LIV 1<br/>@NOR 0 F","7.75","7.75","-"
"Adama Traore","WOL","M,F","147","MKFC","LEI 0<br/>@WOL 0 F","7.75","7.75","-"
"James Ward-Prowse","SOU","M","148","Damo","BUR 2<br/>@SOU 1 F","7.75","7.75","-"
"Christian Kabasele","WAT","D","149","Eoghanoc","WAT 1<br/>@BHA 1 F","7.7","7.7","-"
"Enda Stevens","SHU","D,M","150","MKFC","BOU 1<br/>@SHU 2 F","7.55","7.55","-"
"Diogo Jota","WOL","M,F","151","Damo","LEI 0<br/>@WOL 0 F","7.5","7.5","-"
"Serge Aurier","TOT","D","152","MAX","TOT 3<br/>@AVL 2 F","7.35","7.35","-"
"Nathan Ake","BOU","D","153","FA","BOU 1<br/>@SHU 2 F","7.3","7.3","-"
"Jordan Ayew","CRY","M,F","154","RBF","CRY 1<br/>@EVE 3 F","7.25","7.25","-"
"Roberto Firmino","LIV","M,F","155","Eoghanoc","LIV 1<br/>@NOR 0 F","7.25","7.25","-"
"Mohamed Salah","LIV","F","156","Damo","LIV 1<br/>@NOR 0 F","7.25","7.25","-"
"Jack Cork","BUR","M","157","FA","BUR 2<br/>@SOU 1 F","7.2","7.2","-"
"Frederic Guilbert","AVL","D,M","158","Eoghanoc","TOT 3<br/>@AVL 2 F","7.2","7.2","-"
"Willian","CHE","M,F","159","MAX","MUN 2<br/>@CHE 0 F","7.1","7.1","-"
"Granit Xhaka","ARS","M","160","FA","NEW 0<br/>@ARS 4 F","7.1","7.1","-"
"Issa Diop","WHU","D","161","FA","WHU 0<br/>@MCI 2 F","7.05","7.05","-"
"Nemanja Matic","MUN","M","162","FA","MUN 2<br/>@CHE 0 F","7.05","7.05","-"
"Michael Keane","EVE","D","163","FA","CRY 1<br/>@EVE 3 F","7","7","-"
"Lewis Dunk","BHA","D","164","RBF","WAT 1<br/>@BHA 1 F","6.75","6.75","-"
"Dean Henderson","SHU","G","165","Eoghanoc","BOU 1<br/>@SHU 2 F","6.75","6.75","-"
"Glenn Murray","BHA","F","166","FA","WAT 1<br/>@BHA 1 F","6.75","6.75","-"
"Mbwana Samatta","AVL","F","167","FA","TOT 3<br/>@AVL 2 F","6.75","6.75","-"
"Adam Smith","BOU","D","168","FA","BOU 1<br/>@SHU 2 F","6.75","6.75","-"
"Jorginho","CHE","M","169","FA","MUN 2<br/>@CHE 0 F","6.7","6.7","-"
"Danny Rose","TOT/NEW","D,M","170","FA","NEW 0<br/>@ARS 4 F","6.7","6.7","-"
"Angelo Ogbonna","WHU","D","171","FA","WHU 0<br/>@MCI 2 F","6.6","6.6","-"
"Miguel Almiron","NEW","M,F","172","MKFC","NEW 0<br/>@ARS 4 F","6.5","6.5","-"
"George Baldock","SHU","D,M","173","ColmL","BOU 1<br/>@SHU 2 F","6.5","6.5","-"
"Harvey Barnes","LEI","M","174","FA","LEI 0<br/>@WOL 0 F","6.5","6.5","-"
"Moussa Djenepo","SOU","M","175","FA","BUR 2<br/>@SOU 1 F","6.5","6.5","-"
"Joao Moutinho","WOL","M","176","MAX","LEI 0<br/>@WOL 0 F","6.5","6.5","-"
"Daniel Drinkwater","BUR/CHE/AVL","M","177","FA","TOT 3<br/>@AVL 2 F","6.45","6.45","-"
"James Tarkowski","BUR","D","178","Eoghanoc","BUR 2<br/>@SOU 1 F","6.35","6.35","-"
"Kyle Walker-Peters","TOT/SOU","D","179","FA","BUR 2<br/>@SOU 1 F","6.35","6.35","-"
"Aaron Cresswell","WHU","D","180","FA","WHU 0<br/>@MCI 2 F","6.3","6.3","-"
"Andreas Christensen","CHE","D","181","FA","MUN 2<br/>@CHE 0 F","6.25","6.25","-"
"Roberto Pereyra","WAT","M","182","FA","WAT 1<br/>@BHA 1 F","6.1","6.1","-"
"Daniel James","MUN","M","183","FA","MUN 2<br/>@CHE 0 F","6","6","-"
"Shane Long","SOU","F","184","FA","BUR 2<br/>@SOU 1 F","6","6","-"
"Teemu Pukki","NOR","F","185","FA","LIV 1<br/>@NOR 0 F","6","6","-"
"Yerry Mina","EVE","D","186","FA","CRY 1<br/>@EVE 3 F","5.95","5.95","-"
"Valentino Lazaro","NEW","M","187","FA","NEW 0<br/>@ARS 4 F","5.85","5.85","-"
"Lys Mousset","SHU","F","188","FA","BOU 1<br/>@SHU 2 F","5.85","5.85","-"
"James Tomkins","CRY","D","189","FA","CRY 1<br/>@EVE 3 F","5.8","5.8","-"
"Marc Albrighton","LEI","M","190","FA","LEI 0<br/>@WOL 0 F","5.7","5.7","-"
"Will Hughes","WAT","M","191","FA","WAT 1<br/>@BHA 1 F","5.65","5.65","-"
"Djibril Sidibe","EVE","D","192","FA","CRY 1<br/>@EVE 3 F","5.55","5.55","-"
"Willy Caballero","CHE","G","193","FA","MUN 2<br/>@CHE 0 F","5.5","5.5","-"
"Mason Mount","CHE","M,F","194","RBF","MUN 2<br/>@CHE 0 F","5.5","5.5","-"
"Eddie Nketiah","ARS","F","195","FA","NEW 0<br/>@ARS 4 F","5.5","5.5","-"
"Ryan Fredericks","WHU","D","196","FA","WHU 0<br/>@MCI 2 F","5.4","5.4","-"
"Stuart Armstrong","SOU","M,F","197","mcavinur","BUR 2<br/>@SOU 1 F","5.25","5.25","-"
"Michy Batshuayi","CHE","F","198","FA","MUN 2<br/>@CHE 0 F","5.25","5.25","-"
"Giovani Lo Celso","TOT","M","199","FA","TOT 3<br/>@AVL 2 F","5.1","5.1","-"
"Leander Dendoncker","WOL","D,M","200","FA","LEI 0<br/>@WOL 0 F","5","5","-"
"Jordan Pickford","EVE","G","201","FA","CRY 1<br/>@EVE 3 F","5","5","-"
"Nick Pope","BUR","G","202","MAX","BUR 2<br/>@SOU 1 F","5","5","-"
"Mat Ryan","BHA","G","203","FA","WAT 1<br/>@BHA 1 F","5","5","-"
"Antonio Rudiger","CHE","D","204","FA","MUN 2<br/>@CHE 0 F","4.95","4.95","-"
"Gary Cahill","CRY","D","205","MKFC","CRY 1<br/>@EVE 3 F","4.85","4.85","-"
"Ayoze Perez","LEI","M,F","206","FA","LEI 0<br/>@WOL 0 F","4.75","4.75","-"
"Federico Fernandez","NEW","D","207","FA","NEW 0<br/>@ARS 4 F","4.6","4.6","-"
"Jamie Vardy","LEI","F","208","ColmOF","LEI 0<br/>@WOL 0 F","4.5","4.5","-"
"Ezri Konsa Ngoyo","AVL","D","209","FA","TOT 3<br/>@AVL 2 F","4.45","4.45","-"
"Cesar Azpilicueta","CHE","D","210","RBF","MUN 2<br/>@CHE 0 F","4.25","4.25","-"
"Oliver Norwood","SHU","M","211","RBF","BOU 1<br/>@SHU 2 F","4.25","4.25","-"
"Patrick van Aanholt","CRY","D","212","mcavinur","CRY 1<br/>@EVE 3 F","4.15","4.15","-"
"Alireza Jahanbakhsh","BHA","F","213","FA","WAT 1<br/>@BHA 1 F","4.1","4.1","-"
"Reece James","CHE","D","214","MAX","MUN 2<br/>@CHE 0 F","4.1","4.1","-"
"Neal Maupay","BHA","F","215","FA","WAT 1<br/>@BHA 1 F","4","4","-"
"Kurt Zouma","CHE","D","216","FA","MUN 2<br/>@CHE 0 F","4","4","-"
"Arthur Masuaku","WHU","D","217","FA","WHU 0<br/>@MCI 2 F","3.9","3.9","-"
"Dan Gosling","BOU","M","218","FA","BOU 1<br/>@SHU 2 F","3.9","3.9","-"
"Ciaran Clark","NEW","D","219","FA","NEW 0<br/>@ARS 4 F","3.8","3.8","-"
"Sofiane Boufal","SOU","M","220","FA","BUR 2<br/>@SOU 1 F","3.75","3.75","-"
"Georginio Wijnaldum","LIV","M","221","FA","LIV 1<br/>@NOR 0 F","3.75","3.75","-"
"Dan Burn","BHA","D","222","FA","WAT 1<br/>@BHA 1 F","3.65","3.65","-"
"Joel Ward","CRY","D","223","FA","CRY 1<br/>@EVE 3 F","3.6","3.6","-"
"Fabinho","LIV","M","224","FA","LIV 1<br/>@NOR 0 F","3.5","3.5","-"
"Odion Ighalo","WAT/MUN","F","225","FA","MUN 2<br/>@CHE 0 F","3.25","3.25","-"
"Cheikhou Kouyate","CRY","M","226","FA","CRY 1<br/>@EVE 3 F","3.25","3.25","-"
"Andrew Surman","BOU","M","227","FA","BOU 1<br/>@SHU 2 F","3.1","3.1","-"
"Jamaal Lascelles","NEW","D","228","FA","NEW 0<br/>@ARS 4 F","3","3","-"
"Jannik Vestergaard","SOU","D","229","FA","BUR 2<br/>@SOU 1 F","2.75","2.75","-"
"Olivier Giroud","CHE","F","230","MAX","MUN 2<br/>@CHE 0 F","2.7","2.7","-"
"Scott Dann","CRY","D","231","FA","CRY 1<br/>@EVE 3 F","2.5","2.5","-"
"Robert Snodgrass","WHU","M","232","FA","WHU 0<br/>@MCI 2 F","2.35","2.35","-"
"Tom Davies","EVE","M","233","FA","CRY 1<br/>@EVE 3 F","2.25","2.25","-"
"Matt Ritchie","NEW","D,M","234","ColmL","NEW 0<br/>@ARS 4 F","2.25","2.25","-"
"Ezequiel Schelotto","BHA","D","235","FA","WAT 1<br/>@BHA 1 F","2.2","2.2","-"
"John Stones","MCI","D","236","FA","WHU 0<br/>@MCI 2 F","2.1","2.1","-"
"Che Adams","SOU","F","237","FA","BUR 2<br/>@SOU 1 F","2","2","-"
"Gedson Fernandes","TOT","M","238","FA","TOT 3<br/>@AVL 2 F","2","2","-"
"Phil Foden","MCI","M,F","239","ColmOF","WHU 0<br/>@MCI 2 F","2","2","-"
"Pascal Gross","BHA","M,F","240","FA","WAT 1<br/>@BHA 1 F","2","2","-"
"Isaac Hayden","NEW","M","241","FA","NEW 0<br/>@ARS 4 F","2","2","-"
"Dominic Solanke","BOU","F","242","FA","BOU 1<br/>@SHU 2 F","2","2","-"
"Emiliano Buendia","NOR","M","243","ColmL","LIV 1<br/>@NOR 0 F","1.75","1.75","-"
"Trezeguet","AVL","M,F","244","FA","TOT 3<br/>@AVL 2 F","1.75","1.75","-"
"Max Meyer","CRY","M","245","FA","CRY 1<br/>@EVE 3 F","1.75","1.75","-"
"Joseph Willock","ARS","M","246","FA","NEW 0<br/>@ARS 4 F","1.75","1.75","-"
"Fabian Schar","NEW","D","247","FA","NEW 0<br/>@ARS 4 F","1.7","1.7","-"
"Junior Stanislas","BOU","M","248","FA","BOU 1<br/>@SHU 2 F","1.5","1.5","-"
"Danny Welbeck","WAT","F","249","FA","WAT 1<br/>@BHA 1 F","1.5","1.5","-"
"Ilkay Gundogan","MCI","M","250","FA","WHU 0<br/>@MCI 2 F","1.25","1.25","-"
"Mason Holgate","EVE","D","251","FA","CRY 1<br/>@EVE 3 F","1.25","1.25","-"
"N'Golo Kante","CHE","M","252","FA","MUN 2<br/>@CHE 0 F","1.25","1.25","-"
"Joshua King","BOU","M,F","253","FA","BOU 1<br/>@SHU 2 F","1.25","1.25","-"
"Ignacio Pussetto","WAT","M","254","FA","WAT 1<br/>@BHA 1 F","1.25","1.25","-"
"Sam Byram","NOR","D","255","FA","LIV 1<br/>@NOR 0 F","1.2","1.2","-"
"James Milner","LIV","M","256","FA","LIV 1<br/>@NOR 0 F","1.1","1.1","-"
"Steven Alzate","BHA","M,F","257","FA","WAT 1<br/>@BHA 1 F","1","1","-"
"Jarrod Bowen","HUL/WHU","M,F","258","mcavinur","WHU 0<br/>@MCI 2 F","1","1","-"
"Andreas Pereira","MUN","M","259","FA","MUN 2<br/>@CHE 0 F","1","1","-"
"Dennis Praet","LEI","M","260","FA","LEI 0<br/>@WOL 0 F","1","1","-"
"Lucas Torreira","ARS","M","261","FA","NEW 0<br/>@ARS 4 F","1","1","-"
"Chris Wood","BUR","F","262","FA","BUR 2<br/>@SOU 1 F","1","1","-"
"Josip Drmic","NOR","F","263","FA","LIV 1<br/>@NOR 0 F","0.75","0.75","-"
"Daniel Podence","WOL","M","264","FA","LEI 0<br/>@WOL 0 F","0.5","0.5","-"
"Diogo Dalot","MUN","D","265","FA","MUN 2<br/>@CHE 0 F","0.5","0.5","-"
"Wes Morgan","LEI","D","266","FA","LEI 0<br/>@WOL 0 F","0.5","0.5","-"
"Jan Vertonghen","TOT","D","267","FA","TOT 3<br/>@AVL 2 F","0.5","0.5","-"
"Rolando Aarons","NEW","M","268","FA","NEW 0<br/>@ARS 4 F","0","0","-"
"Tammy Abraham","CHE","F","269","Damo","MUN 2<br/>@CHE 0 F","0","0","-"
"Dennis Adeniran","EVE","M","270","FA","CRY 1<br/>@EVE 3 F","0","0","-"
"Daniel Adshead","NOR","M","271","FA","LIV 1<br/>@NOR 0 F","0","0","-"
"Albian Ajeti","WHU","F","272","FA","WHU 0<br/>@MCI 2 F","0","0","-"
"Thomas Allan","NEW","F","273","FA","NEW 0<br/>@ARS 4 F","0","0","-"
"Marcos Alonso","CHE","D,M","274","MKFC","MUN 2<br/>@CHE 0 F","0","0","-"
"Cedric Soares","SOU/ARS","D","275","FA","NEW 0<br/>@ARS 4 F","0","0","-"
"Daniel Amartey","LEI","D,M","276","FA","LEI 0<br/>@WOL 0 F","0","0","-"
"Joseph Anang","WHU","G","277","FA","WHU 0<br/>@MCI 2 F","0","0","-"
