"Player","Team","Position","Rk","Status","Opponent","FPts","FP/G","% Owned"
"Conor Hourihane","AVL","M","20","FA","SHU 0<br/>@AVL 0 F","22.45","11.22","-"
"Bruno Fernandes","MUN","M","21","MKFC","MUN 1<br/>@TOT 1 F","22.35","22.35","-"
"Bernd Leno","ARS","G","22","FA","ARS 0<br/>@MCI 3 F","21","10.5","-"
"Patrick van Aanholt","CRY","D","23","mcavinur","CRY 2<br/>@BOU 0 F","21","21","-"
"Ben Chilwell","LEI","D","24","Eoghanoc","LEI 1<br/>@WAT 1 F","20.4","20.4","-"
"Allan Saint-Maximin","NEW","M,F","25","MAX","SHU 0<br/>@NEW 3 F","19.75","19.75","-"
"Raheem Sterling","MCI","M,F","26","ColmL","ARS 0<br/>@MCI 3 F","19.75","19.75","-"
"Kyle Walker","MCI","D","27","ColmOF","ARS 0<br/>@MCI 3 F","19.65","19.65","-"
"Isaac Hayden","NEW","M","28","FA","SHU 0<br/>@NEW 3 F","19.5","19.5","-"
"Ederson","MCI","G","29","ColmL","ARS 0<br/>@MCI 3 F","19.5","9.75","-"
"Mason Holgate","EVE","D","30","FA","LIV 0<br/>@EVE 0 F","19.35","19.35","-"
"Raul Jimenez","WOL","F","31","Eoghanoc","WOL 2<br/>@WHU 0 F","19.1","19.1","-"
"James Ward-Prowse","SOU","M","32","Damo","SOU 3<br/>@NOR 0 F","19.1","19.1","-"
"Orjan Nyland","AVL","G","33","FA","SHU 0<br/>@AVL 0 F","18.75","9.38","-"
"Seamus Coleman","EVE","D","34","ColmL","LIV 0<br/>@EVE 0 F","18.1","18.1","-"
"Trent Alexander-Arnold","LIV","D","35","ColmOF","LIV 0<br/>@EVE 0 F","18.05","18.05","-"
"John Egan","SHU","D","36","Damo","SHU 0<br/>@AVL 0 F","18.05","9.02","-"
"Bukayo Saka","ARS","D,M,F","37","FA","ARS 0<br/>@MCI 3 F","18","9","-"
"Adam Masina","WAT","D","38","FA","LEI 1<br/>@WAT 1 F","17.95","17.95","-"
"Jan Bednarek","SOU","D","39","RBF","SOU 3<br/>@NOR 0 F","17.8","17.8","-"
"Oleksandr Zinchenko","MCI","D,M","40","FA","ARS 0<br/>@MCI 3 F","17.8","17.8","-"
"Ryan Bertrand","SOU","D,M","41","ColmOF","SOU 3<br/>@NOR 0 F","17.45","17.45","-"
"Oliver McBurnie","SHU","F","42","mcavinur","SHU 0<br/>@AVL 0 F","17.45","8.72","-"
"Gabriel Jesus","MCI","F","43","MAX","ARS 0<br/>@MCI 3 F","17.45","8.72","-"
"Steven Bergwijn","TOT","F","44","Damo","MUN 1<br/>@TOT 1 F","17.35","17.35","-"
"Dani Ceballos","ARS","M","45","ColmOF","ARS 0<br/>@MCI 3 F","17.35","8.68","-"
"Jonny","WOL","D,M","46","ColmOF","WOL 2<br/>@WHU 0 F","17.25","17.25","-"
"Jordan Pickford","EVE","G","47","FA","LIV 0<br/>@EVE 0 F","17.25","17.25","-"
"Craig Dawson","WAT","D","48","FA","LEI 1<br/>@WAT 1 F","17.1","17.1","-"
"Willy Boly","WOL","D","49","mcavinur","WOL 2<br/>@WHU 0 F","17.05","17.05","-"
"Alisson","LIV","G","50","Damo","LIV 0<br/>@EVE 0 F","17","17","-"
"Jack Stephens","SOU","D","51","FA","SOU 3<br/>@NOR 0 F","17","17","-"
"Pierre-Emile Hojbjerg","SOU","M","52","FA","SOU 3<br/>@NOR 0 F","16.6","16.6","-"
"Joelinton","NEW","F","53","FA","SHU 0<br/>@NEW 3 F","16.5","16.5","-"
"Ezri Konsa Ngoyo","AVL","D","54","FA","SHU 0<br/>@AVL 0 F","16.45","8.23","-"
"Lucas Digne","EVE","D","55","ColmOF","LIV 0<br/>@EVE 0 F","16.25","16.25","-"
"Neal Maupay","BHA","F","56","FA","ARS 1<br/>@BHA 2 F","16.25","16.25","-"
"Miguel Almiron","NEW","M,F","57","MKFC","SHU 0<br/>@NEW 3 F","16","16","-"
"Rui Patricio","WOL","G","58","Damo","WOL 2<br/>@WHU 0 F","16","16","-"
"Son Heung-Min","TOT","M,F","59","Damo","MUN 1<br/>@TOT 1 F","15.95","15.95","-"
"Luka Milivojevic","CRY","M","60","RBF","CRY 2<br/>@BOU 0 F","15.75","15.75","-"
"Wilfried Zaha","CRY","M,F","61","ColmOF","CRY 2<br/>@BOU 0 F","15.75","15.75","-"
"Danny Rose","TOT/NEW","D,M","62","FA","SHU 0<br/>@NEW 3 F","15.5","15.5","-"
"Jordan Ayew","CRY","M,F","63","RBF","CRY 2<br/>@BOU 0 F","15.35","15.35","-"
"Ilkay Gundogan","MCI","M","64","FA","ARS 0<br/>@MCI 3 F","15.35","15.35","-"
"Olivier Giroud","CHE","F","65","MAX","CHE 2<br/>@AVL 1 F","15.25","15.25","-"
"Nicolas Pepe","ARS","M,F","66","mcavinur","ARS 0<br/>@MCI 3 F","15.25","15.25","-"
"Virgil van Dijk","LIV","D","67","RBF","LIV 0<br/>@EVE 0 F","15.2","15.2","-"
"Lewis Dunk","BHA","D","68","RBF","ARS 1<br/>@BHA 2 F","15.15","15.15","-"
"Hugo Lloris","TOT","G","69","FA","MUN 1<br/>@TOT 1 F","15","15","-"
"Nicolas Otamendi","MCI","D","70","FA","ARS 0<br/>@MCI 3 F","14.95","14.95","-"
"Benjamin Mendy","MCI","D","71","ColmOF","ARS 0<br/>@MCI 3 F","14.9","14.9","-"
"Joao Cancelo","MCI","D","72","mcavinur","ARS 0<br/>@MCI 3 F","14.75","14.75","-"
"Douglas Luiz","AVL","M","73","MAX","SHU 0<br/>@AVL 0 F","14.65","7.33","-"
"Yan Valery","SOU","D,M","74","FA","SOU 3<br/>@NOR 0 F","14.5","14.5","-"
"Joel Ward","CRY","D","75","FA","CRY 2<br/>@BOU 0 F","14.45","14.45","-"
"Martin Dubravka","NEW","G","76","RBF","SHU 0<br/>@NEW 3 F","14.25","14.25","-"
"Jack Grealish","AVL","M,F","77","mcavinur","SHU 0<br/>@AVL 0 F","14.1","7.05","-"
"Willian","CHE","M,F","78","MAX","CHE 2<br/>@AVL 1 F","14","14","-"
"Vicente Guaita","CRY","G","79","FA","CRY 2<br/>@BOU 0 F","14","14","-"
"Tim Krul","NOR","G","80","FA","SOU 3<br/>@NOR 0 F","14","14","-"
"Federico Fernandez","NEW","D","81","FA","SHU 0<br/>@NEW 3 F","13.9","13.9","-"
"Javier Manquillo","NEW","D","82","FA","SHU 0<br/>@NEW 3 F","13.9","13.9","-"
"Sergio Aguero","MCI","F","83","FA","ARS 0<br/>@MCI 3 F","13.75","6.88","-"
"Serge Aurier","TOT","D","84","MAX","MUN 1<br/>@TOT 1 F","13.65","13.65","-"
"James Justin","LEI","D","85","RBF","LEI 1<br/>@WAT 1 F","13.65","13.65","-"
"Kiko Femenia","WAT","D","86","FA","LEI 1<br/>@WAT 1 F","13.45","13.45","-"
"Aymeric Laporte","MCI","D","87","FA","ARS 0<br/>@MCI 3 F","13.4","6.7","-"
"Pierre-Emerick Aubameyang","ARS","M,F","88","ColmOF","ARS 0<br/>@MCI 3 F","13.35","6.67","-"
"Conor Coady","WOL","D","89","FA","WOL 2<br/>@WHU 0 F","13.25","13.25","-"
"Alex McCarthy","SOU","G","90","FA","SOU 3<br/>@NOR 0 F","13.25","13.25","-"
"Gary Cahill","CRY","D","91","MKFC","CRY 2<br/>@BOU 0 F","13.2","13.2","-"
"Jamaal Lascelles","NEW","D","92","FA","SHU 0<br/>@NEW 3 F","13.15","13.15","-"
"Lewis Cook","BOU","M","93","FA","CRY 2<br/>@BOU 0 F","13.1","13.1","-"
"Will Hughes","WAT","M","94","FA","LEI 1<br/>@WAT 1 F","13.1","13.1","-"
"James McArthur","CRY","M","95","RBF","CRY 2<br/>@BOU 0 F","13","13","-"
"Mat Ryan","BHA","G","96","FA","ARS 1<br/>@BHA 2 F","13","13","-"
"Adama Traore","WOL","M,F","97","MKFC","WOL 2<br/>@WHU 0 F","13","13","-"
"Luke Shaw","MUN","D","98","FA","MUN 1<br/>@TOT 1 F","12.9","12.9","-"
"Pedro Neto","WOL","F","99","FA","WOL 2<br/>@WHU 0 F","12.75","12.75","-"
"John McGinn","AVL","M","100","ColmL","SHU 0<br/>@AVL 0 F","12.75","6.38","-"
"Michael Keane","EVE","D","101","FA","LIV 0<br/>@EVE 0 F","12.65","12.65","-"
"James Maddison","LEI","M","102","FA","LEI 1<br/>@WAT 1 F","12.5","12.5","-"
"Fernandinho","MCI","D,M","103","FA","ARS 0<br/>@MCI 3 F","12.45","6.22","-"
"Christian Pulisic","CHE","M,F","104","Eoghanoc","CHE 2<br/>@AVL 1 F","12.35","12.35","-"
"Joel Matip","LIV","D","105","FA","LIV 0<br/>@EVE 0 F","12.3","12.3","-"
"Scott Dann","CRY","D","106","FA","CRY 2<br/>@BOU 0 F","12.25","12.25","-"
"Romain Saiss","WOL","D,M","107","FA","WOL 2<br/>@WHU 0 F","12.15","12.15","-"
"Christian Kabasele","WAT","D","108","Eoghanoc","LEI 1<br/>@WAT 1 F","12.1","12.1","-"
"Oliver Norwood","SHU","M","109","RBF","SHU 0<br/>@AVL 0 F","12.1","6.05","-"
"Keinan Davis","AVL","M,F","110","FA","SHU 0<br/>@AVL 0 F","12","6","-"
"Diogo Jota","WOL","M,F","111","Damo","WOL 2<br/>@WHU 0 F","12","12","-"
"Matteo Guendouzi","ARS","M","112","FA","ARS 0<br/>@MCI 3 F","11.95","5.97","-"
"Emiliano Buendia","NOR","M","113","ColmL","SOU 3<br/>@NOR 0 F","11.85","11.85","-"
"Scott McTominay","MUN","M","114","Eoghanoc","MUN 1<br/>@TOT 1 F","11.8","11.8","-"
"Lukasz Fabianski","WHU","G","115","ColmOF","WOL 2<br/>@WHU 0 F","11.75","11.75","-"
"Shkodran Mustafi","ARS","D","116","FA","ARS 0<br/>@MCI 3 F","11.75","5.88","-"
"Michael Obafemi","SOU","F","117","FA","SOU 3<br/>@NOR 0 F","11.75","11.75","-"
"Aaron Wan-Bissaka","MUN","D","118","MKFC","MUN 1<br/>@TOT 1 F","11.7","11.7","-"
"Yves Bissouma","BHA","M,F","119","FA","ARS 1<br/>@BHA 2 F","11.6","11.6","-"
"Eric Garcia","MCI","D","120","MAX","ARS 0<br/>@MCI 3 F","11.6","11.6","-"
"Anwar El Ghazi","AVL","M,F","121","FA","SHU 0<br/>@AVL 0 F","11.5","5.75","-"
"Sadio Mane","LIV","M,F","122","RBF","LIV 0<br/>@EVE 0 F","11.5","11.5","-"
"Harry Maguire","MUN","D","123","MKFC","MUN 1<br/>@TOT 1 F","11.4","11.4","-"
"Jefferson Lerma","BOU","M","124","FA","CRY 2<br/>@BOU 0 F","11","11","-"
"Fabinho","LIV","M","125","FA","LIV 0<br/>@EVE 0 F","10.75","10.75","-"
"Demarai Gray","LEI","M","126","FA","LEI 1<br/>@WAT 1 F","10.6","10.6","-"
"Ruben Neves","WOL","M","127","MKFC","WOL 2<br/>@WHU 0 F","10.45","10.45","-"
"Moussa Sissoko","TOT","M","128","FA","MUN 1<br/>@TOT 1 F","10.35","10.35","-"
"Sander Berge","SHU","M","129","FA","SHU 0<br/>@AVL 0 F","10.3","5.15","-"
"David Brooks","BOU","M","130","FA","CRY 2<br/>@BOU 0 F","10.25","10.25","-"
"Rodrigo","MCI","M","131","mcavinur","ARS 0<br/>@MCI 3 F","10.25","5.12","-"
"Erik Lamela","TOT","M","132","Eoghanoc","MUN 1<br/>@TOT 1 F","10","10","-"
"Pascal Gross","BHA","M,F","133","FA","ARS 1<br/>@BHA 2 F","9.95","9.95","-"
"Andre Gomes","EVE","M","134","FA","LIV 0<br/>@EVE 0 F","9.75","9.75","-"
"Kenny McLean","NOR","M","135","FA","SOU 3<br/>@NOR 0 F","9.6","9.6","-"
"Wilfred Ndidi","LEI","M","136","MAX","LEI 1<br/>@WAT 1 F","9.35","9.35","-"
"Richarlison","EVE","M,F","137","ColmL","LIV 0<br/>@EVE 0 F","9.35","9.35","-"
"Jarrod Bowen","HUL/WHU","M,F","138","mcavinur","WOL 2<br/>@WHU 0 F","9.25","9.25","-"
"Hector Bellerin","ARS","D","139","FA","ARS 0<br/>@MCI 3 F","9.15","4.58","-"
"Kepa Arrizabalaga","CHE","G","140","FA","CHE 2<br/>@AVL 1 F","9","9","-"
"Kasper Schmeichel","LEI","G","141","MKFC","LEI 1<br/>@WAT 1 F","9","9","-"
"Paul Pogba","MUN","M","142","ColmL","MUN 1<br/>@TOT 1 F","8.75","8.75","-"
"Billy Sharp","SHU","F","143","FA","SHU 0<br/>@AVL 0 F","8.75","4.38","-"
"Mark Noble","WHU","M","144","FA","WOL 2<br/>@WHU 0 F","8.6","8.6","-"
"Roberto Pereyra","WAT","M","145","FA","LEI 1<br/>@WAT 1 F","8.5","8.5","-"
"Fred","MUN","M","146","RBF","MUN 1<br/>@TOT 1 F","8.5","8.5","-"
"Cheikhou Kouyate","CRY","M","147","FA","CRY 2<br/>@BOU 0 F","8.35","8.35","-"
"Harry Winks","TOT","M","148","FA","MUN 1<br/>@TOT 1 F","8.35","8.35","-"
"Aaron Connolly","BHA","F","149","FA","ARS 1<br/>@BHA 2 F","8.25","8.25","-"
"Naby Keita","LIV","M","150","Damo","LIV 0<br/>@EVE 0 F","8.25","8.25","-"
"Jamal Lewis","NOR","D","151","FA","SOU 3<br/>@NOR 0 F","8.15","8.15","-"
"Marc Albrighton","LEI","M","152","FA","LEI 1<br/>@WAT 1 F","8","8","-"
"Emiliano Martinez","ARS","G","153","mcavinur","ARS 0<br/>@MCI 3 F","8","8","-"
"Ismaila Sarr","WAT","M,F","154","MKFC","LEI 1<br/>@WAT 1 F","8","8","-"
"Declan Rice","WHU","M","155","MKFC","WOL 2<br/>@WHU 0 F","7.95","7.95","-"
"Marcos Alonso","CHE","D,M","156","MKFC","CHE 2<br/>@AVL 1 F","7.85","7.85","-"
"N'Golo Kante","CHE","M","157","FA","CHE 2<br/>@AVL 1 F","7.85","7.85","-"
"John Lundstram","SHU","D,M","158","Eoghanoc","SHU 0<br/>@AVL 0 F","7.85","3.92","-"
"Steve Cook","BOU","D","159","FA","CRY 2<br/>@BOU 0 F","7.65","7.65","-"
"Troy Deeney","WAT","F","160","mcavinur","LEI 1<br/>@WAT 1 F","7.65","7.65","-"
"David de Gea","MUN","G","161","FA","MUN 1<br/>@TOT 1 F","7.5","7.5","-"
"Adam Webster","BHA","D","162","FA","ARS 1<br/>@BHA 2 F","7.4","7.4","-"
"Caglar Soyuncu","LEI","D","163","FA","LEI 1<br/>@WAT 1 F","7.35","7.35","-"
"Joseph Willock","ARS","M","164","FA","ARS 0<br/>@MCI 3 F","7.35","3.67","-"
"John Fleck","SHU","M","165","FA","SHU 0<br/>@AVL 0 F","7.25","7.25","-"
"Alex Iwobi","EVE","M,F","166","FA","LIV 0<br/>@EVE 0 F","7.2","7.2","-"
"Tomas Soucek","WHU","M","167","mcavinur","WOL 2<br/>@WHU 0 F","7.05","7.05","-"
"Jack Cork","BUR","M","168","FA","BUR 0<br/>@MCI 5 F","7","7","-"
"Anthony Gordon","EVE","M,F","169","FA","LIV 0<br/>@EVE 0 F","7","7","-"
"Jordan Henderson","LIV","M","170","Eoghanoc","LIV 0<br/>@EVE 0 F","7","7","-"
"Mateo Kovacic","CHE","M","171","FA","CHE 2<br/>@AVL 1 F","7","7","-"
"Antonio Rudiger","CHE","D","172","FA","CHE 2<br/>@AVL 1 F","6.9","6.9","-"
"Nathan Ake","BOU","D","173","FA","CRY 2<br/>@BOU 0 F","6.85","6.85","-"
"Abdoulaye Doucoure","WAT","M","174","Damo","LEI 1<br/>@WAT 1 F","6.85","6.85","-"
"Kieran Tierney","ARS","D","175","FA","ARS 0<br/>@MCI 3 F","6.85","3.42","-"
"Etienne Capoue","WAT","M","176","FA","LEI 1<br/>@WAT 1 F","6.75","6.75","-"
"Dwight McNeil","BUR","M","177","Eoghanoc","BUR 0<br/>@MCI 5 F","6.75","6.75","-"
"Joao Moutinho","WOL","M","178","MAX","WOL 2<br/>@WHU 0 F","6.75","6.75","-"
"Tom Davies","EVE","M","179","FA","LIV 0<br/>@EVE 0 F","6.6","6.6","-"
"Davy Propper","BHA","M","180","FA","ARS 1<br/>@BHA 2 F","6.6","6.6","-"
"Mason Mount","CHE","M,F","181","RBF","CHE 2<br/>@AVL 1 F","6.5","6.5","-"
"Davinson Sanchez","TOT","D","182","FA","MUN 1<br/>@TOT 1 F","6.5","6.5","-"
"Andreas Christensen","CHE","D","183","FA","CHE 2<br/>@AVL 1 F","6.4","6.4","-"
"Eric Dier","TOT","D,M","184","FA","MUN 1<br/>@TOT 1 F","6.4","6.4","-"
"Ezequiel Schelotto","BHA","D","185","FA","ARS 1<br/>@BHA 2 F","6.4","6.4","-"
"Youri Tielemans","LEI","M","186","FA","LEI 1<br/>@WAT 1 F","6.35","6.35","-"
"Jamie Vardy","LEI","F","187","ColmOF","LEI 1<br/>@WAT 1 F","6.35","6.35","-"
"Christian Benteke","CRY","F","188","FA","CRY 2<br/>@BOU 0 F","6.3","6.3","-"
"Roberto Firmino","LIV","M,F","189","Eoghanoc","LIV 0<br/>@EVE 0 F","6.25","6.25","-"
"Pablo Fornals","WHU","M","190","FA","WOL 2<br/>@WHU 0 F","6.25","6.25","-"
"Eddie Nketiah","ARS","F","191","FA","ARS 0<br/>@MCI 3 F","6.25","3.12","-"
"Matej Vydra","BUR","F","192","FA","BUR 0<br/>@MCI 5 F","6.25","6.25","-"
"Aaron Mooy","BHA","M,F","193","FA","ARS 1<br/>@BHA 2 F","6.2","6.2","-"
"Charlie Taylor","BUR","D","194","Damo","BUR 0<br/>@MCI 5 F","6.2","6.2","-"
"Ben Davies","TOT","D","195","ColmOF","MUN 1<br/>@TOT 1 F","6.15","6.15","-"
"Timm Klose","NOR","D","196","FA","SOU 3<br/>@NOR 0 F","6.15","6.15","-"
"Alex Oxlade-Chamberlain","LIV","M,F","197","FA","LIV 0<br/>@EVE 0 F","6","6","-"
"Josip Drmic","NOR","F","198","FA","SOU 3<br/>@NOR 0 F","5.95","5.95","-"
"Marcus Rashford","MUN","M,F","199","ColmL","MUN 1<br/>@TOT 1 F","5.95","5.95","-"
"Dominic Calvert-Lewin","EVE","F","200","MKFC","LIV 0<br/>@EVE 0 F","5.85","5.85","-"
"Michail Antonio","WHU","M,F","201","MAX","WOL 2<br/>@WHU 0 F","5.75","5.75","-"
"Trezeguet","AVL","M,F","202","FA","SHU 0<br/>@AVL 0 F","5.75","2.88","-"
"Tom Trybull","NOR","M","203","FA","SOU 3<br/>@NOR 0 F","5.75","5.75","-"
"Arnaut Danjuma Groeneveld","BOU","M,F","204","FA","CRY 2<br/>@BOU 0 F","5.5","5.5","-"
"Callum Wilson","BOU","F","205","FA","CRY 2<br/>@BOU 0 F","5.5","5.5","-"
"Ben Foster","WAT","G","206","FA","LEI 1<br/>@WAT 1 F","5.25","5.25","-"
"Nick Pope","BUR","G","207","MAX","BUR 0<br/>@MCI 5 F","5.25","5.25","-"
"Ashley Westwood","BUR","M","208","MKFC","BUR 0<br/>@MCI 5 F","5.25","5.25","-"
"Jonny Evans","LEI","D","209","Damo","LEI 1<br/>@WAT 1 F","5.1","5.1","-"
"James Tarkowski","BUR","D","210","Eoghanoc","BUR 0<br/>@MCI 5 F","5.1","5.1","-"
"Max Aarons","NOR","D","211","FA","SOU 3<br/>@NOR 0 F","5","5","-"
"Rob Holding","ARS","D","212","FA","ARS 0<br/>@MCI 3 F","5","5","-"
"Anthony Martial","MUN","F","213","RBF","MUN 1<br/>@TOT 1 F","5","5","-"
"Ben Godfrey","NOR","D,M","214","FA","SOU 3<br/>@NOR 0 F","4.9","4.9","-"
"Todd Cantwell","NOR","M","215","FA","SOU 3<br/>@NOR 0 F","4.85","4.85","-"
"Jonjo Shelvey","NEW","M","216","FA","SHU 0<br/>@NEW 3 F","4.85","4.85","-"
"Harry Kane","TOT","F","217","MKFC","MUN 1<br/>@TOT 1 F","4.7","4.7","-"
"Sead Kolasinac","ARS","D,M","218","FA","ARS 0<br/>@MCI 3 F","4.65","4.65","-"
"Aaron Cresswell","WHU","D","219","FA","WOL 2<br/>@WHU 0 F","4.55","4.55","-"
"Teemu Pukki","NOR","F","220","FA","SOU 3<br/>@NOR 0 F","4.5","4.5","-"
"Leandro Trossard","BHA","M,F","221","FA","ARS 1<br/>@BHA 2 F","4.5","4.5","-"
"Alexandre Lacazette","ARS","F","222","ColmL","ARS 0<br/>@MCI 3 F","4.45","2.23","-"
"Nemanja Matic","MUN","M","223","FA","MUN 1<br/>@TOT 1 F","4.35","4.35","-"
"James McCarthy","CRY","M","224","FA","CRY 2<br/>@BOU 0 F","4.35","4.35","-"
"Joseph Gomez","LIV","D","225","mcavinur","LIV 0<br/>@EVE 0 F","4.3","4.3","-"
"Josh Brownhill","BUR","M","226","FA","BUR 0<br/>@MCI 5 F","4.25","4.25","-"
"Junior Stanislas","BOU","M","227","FA","CRY 2<br/>@BOU 0 F","4.25","4.25","-"
"Jack Stacey","BOU","D","228","FA","CRY 2<br/>@BOU 0 F","3.95","3.95","-"
"Leander Dendoncker","WOL","D,M","229","FA","WOL 2<br/>@WHU 0 F","3.85","3.85","-"
"Victor Lindelof","MUN","D","230","FA","MUN 1<br/>@TOT 1 F","3.8","3.8","-"
"Harvey Barnes","LEI","M","231","FA","LEI 1<br/>@WAT 1 F","3.75","3.75","-"
"Matthew Lowton","BUR","D","232","FA","BUR 0<br/>@MCI 5 F","3.75","3.75","-"
"Jay Rodriguez","BUR","F","233","FA","BUR 0<br/>@MCI 5 F","3.75","3.75","-"
"Dan Burn","BHA","D","234","FA","ARS 1<br/>@BHA 2 F","3.55","3.55","-"
"Che Adams","SOU","F","235","FA","SOU 3<br/>@NOR 0 F","3.5","3.5","-"
"Solly March","BHA","M,F","236","FA","ARS 1<br/>@BHA 2 F","3.5","3.5","-"
"Dominic Solanke","BOU","F","237","FA","CRY 2<br/>@BOU 0 F","3.5","3.5","-"
"Ross Barkley","CHE","M","238","Damo","CHE 2<br/>@AVL 1 F","3.25","3.25","-"
"Onel Hernandez","NOR","M","239","FA","SOU 3<br/>@NOR 0 F","3.25","3.25","-"
"Giovani Lo Celso","TOT","M","240","FA","MUN 1<br/>@TOT 1 F","3.25","3.25","-"
"Marvelous Nakamba","AVL","M","241","FA","SHU 0<br/>@AVL 0 F","3.25","1.62","-"
"Felipe Anderson","WHU","M","242","FA","WOL 2<br/>@WHU 0 F","3.25","3.25","-"
"Andriy Yarmolenko","WHU","M,F","243","FA","WOL 2<br/>@WHU 0 F","3.25","3.25","-"
"Issa Diop","WHU","D","244","FA","WOL 2<br/>@WHU 0 F","3.15","3.15","-"
"Erik Pieters","BUR","D","245","FA","BUR 0<br/>@MCI 5 F","3.1","3.1","-"
"Dejan Lovren","LIV","D","246","FA","LIV 0<br/>@EVE 0 F","3.05","3.05","-"
"Luke Freeman","SHU","M","247","FA","SHU 0<br/>@AVL 0 F","3","1.5","-"
"Odion Ighalo","WAT/MUN","F","248","FA","MUN 1<br/>@TOT 1 F","3","3","-"
"Ruben Loftus-Cheek","CHE","M","249","FA","CHE 2<br/>@AVL 1 F","3","3","-"
"David McGoldrick","SHU","F","250","FA","SHU 0<br/>@AVL 0 F","3","3","-"
"Reiss Nelson","ARS","F","251","FA","ARS 0<br/>@MCI 3 F","2.75","1.38","-"
"Mbwana Samatta","AVL","F","252","FA","SHU 0<br/>@AVL 0 F","2.75","1.38","-"
"Sofiane Boufal","SOU","M","253","FA","SOU 3<br/>@NOR 0 F","2.5","2.5","-"
"Nathaniel Chalobah","WAT","M","254","FA","LEI 1<br/>@WAT 1 F","2.5","2.5","-"
"Joshua King","BOU","M,F","255","FA","CRY 2<br/>@BOU 0 F","2.5","2.5","-"
"Manuel Lanzini","WHU","M","256","FA","WOL 2<br/>@WHU 0 F","2.5","2.5","-"
"Takumi Minamino","LIV","F","257","FA","LIV 0<br/>@EVE 0 F","2.5","2.5","-"
"Aaron Ramsdale","BOU","G","258","FA","CRY 2<br/>@BOU 0 F","2.5","2.5","-"
"Ahmed El Mohamady","AVL","D","259","FA","SHU 0<br/>@AVL 0 F","2.45","2.45","-"
"Adam Smith","BOU","D","260","FA","CRY 2<br/>@BOU 0 F","2.4","2.4","-"
"Nathan Tella","SOU","M","261","FA","SOU 3<br/>@NOR 0 F","2.25","2.25","-"
"Mario Vrancic","NOR","M","262","FA","SOU 3<br/>@NOR 0 F","2.25","2.25","-"
"Richairo Zivkovic","SHU","F","263","FA","SHU 0<br/>@AVL 0 F","2.25","2.25","-"
"Pablo Mari","ARS","D","264","FA","ARS 0<br/>@MCI 3 F","2.1","2.1","-"
"Mason Greenwood","MUN","M,F","265","ColmOF","MUN 1<br/>@TOT 1 F","2","2","-"
"James Milner","LIV","M","266","FA","LIV 0<br/>@EVE 0 F","2","2","-"
"Dale Stephens","BHA","M","267","FA","ARS 1<br/>@BHA 2 F","2","2","-"
"Harry Wilson","BOU","M","268","FA","CRY 2<br/>@BOU 0 F","2","2","-"
"Martin Montoya","BHA","D,M","269","FA","ARS 1<br/>@BHA 2 F","1.8","1.8","-"
"Daniel James","MUN","M","270","FA","MUN 1<br/>@TOT 1 F","1.75","1.75","-"
"Jairo Riedewald","CRY","D,M","271","FA","CRY 2<br/>@BOU 0 F","1.75","1.75","-"
"Gylfi Sigurdsson","EVE","M","272","ColmOF","LIV 0<br/>@EVE 0 F","1.75","1.75","-"
"Ben Mee","BUR","D","273","Eoghanoc","BUR 0<br/>@MCI 5 F","1.7","1.7","-"
"Bernard","EVE","M,F","274","FA","LIV 0<br/>@EVE 0 F","1.5","1.5","-"
"Andy Carroll","NEW","F","275","FA","SHU 0<br/>@NEW 3 F","1.5","1.5","-"
