"Player","Team","Position","Rk","Status","Opponent","FPts","FP/G","% Owned","+/-"
"Aaron Ramsdale","BOU","G","19","FA","BOU 3<br/>@SOU 1 F","19","19","21%","-4.1%"
"Jack Grealish","AVL","M","20","mcavinur","AVL 2<br/>@ARS 3 F","18.85","18.85","99%","-1.2%"
"Callum Wilson","BOU","F","21","Eoghanoc","BOU 3<br/>@SOU 1 F","18.75","18.75","100%","-0.3%"
"Oriol Romeu","SOU","M","22","FA","BOU 3<br/>@SOU 1 F","18.75","18.75","12%","-12.9%"
"Erik Pieters","BUR","D","23","Seanmacd","NOR 0<br/>@BUR 2 F","18.5","18.5","86%","-5.3%"
"NGolo Kante","CHE","M","24","ColmOF","LIV 2<br/>@CHE 1 F","18.35","18.35","87%","-4.3%"
"Lukasz Fabianski","WHU","G","25","FA","MUN 0<br/>@WHU 2 F","18.25","18.25","46%","-4.2%"
"Diego Rico","BOU","D","26","ZKL","BOU 3<br/>@SOU 1 F","18.2","18.2","69%","-6.4%"
"Philip Billing","BOU","M","27","ColmOF","BOU 3<br/>@SOU 1 F","18.05","18.05","53%","+28.4%"
"Harry Kane","TOT","F","28","MKFC","TOT 1<br/>@LEI 2 F","17.95","17.95","100%","-0.1%"
"John Egan","SHU","D","29","FA","SHU 2<br/>@EVE 0 F","17.95","17.95","19%","+11%"
"Andrew Robertson","LIV","D","30","mcavinur","LIV 2<br/>@CHE 1 F","17.9","17.9","100%","-0.1%"
"John Lundstram","SHU","D,M","31","ColmOF","SHU 2<br/>@EVE 0 F","17.8","17.8","57%","-1.2%"
"Andriy Yarmolenko","WHU","M,F","32","ZKL","MUN 0<br/>@WHU 2 F","17.75","17.75","83%","-8.7%"
"Cesar Azpilicueta","CHE","D","33","mcavinur","LIV 2<br/>@CHE 1 F","17.7","17.7","100%","-0.2%"
"Enda Stevens","SHU","D,M","34","MKFC","SHU 2<br/>@EVE 0 F","17.7","17.7","74%","-1.4%"
"Adam Webster","BHA","D","35","mcavinur","BHA 0<br/>@NEW 0 F","17.7","17.7","14%","-11.5%"
"Jack OConnell","SHU","D","36","FA","SHU 2<br/>@EVE 0 F","17.45","17.45","41%","-8.8%"
"Javier Manquillo","NEW","D","37","FA","BHA 0<br/>@NEW 0 F","17.3","17.3","1%","+1%"
"Fabian Schar","NEW","D","38","ZKL","BHA 0<br/>@NEW 0 F","17.05","17.05","81%","+14.5%"
"Roberto Firmino","LIV","M,F","39","Eoghanoc","LIV 2<br/>@CHE 1 F","16.85","16.85","100%","0%"
"Paul Dummett","NEW","D","40","FA","BHA 0<br/>@NEW 0 F","16.85","16.85","4%","-4.4%"
"Diogo Jota","WOL","M,F","41","Damo","WOL 1<br/>@CRY 1 F","16.75","16.75","77%","-14.2%"
"Matthew Lowton","BUR","D","42","FA","NOR 0<br/>@BUR 2 F","16.6","16.6","61%","-14.3%"
"Dean Henderson","SHU","G","43","Eoghanoc","SHU 2<br/>@EVE 0 F","16.5","16.5","49%","-1.2%"
"Nathan Ake","BOU","D","44","FA","BOU 3<br/>@SOU 1 F","16.3","16.3","84%","+9.2%"
"Wilfried Zaha","CRY","M,F","45","ColmOF","WOL 1<br/>@CRY 1 F","16.25","16.25","99%","-1%"
"Calum Chambers","ARS","D,M","46","FA","AVL 2<br/>@ARS 3 F","16.25","16.25","44%","-6%"
"Dwight McNeil","BUR","M","47","ZKL","NOR 0<br/>@BUR 2 F","16","16","87%","-4.3%"
"Wesley","AVL","F","48","FA","AVL 2<br/>@ARS 3 F","16","16","84%","-8.1%"
"Martin Dubravka","NEW","G","49","Seanmacd","BHA 0<br/>@NEW 0 F","16","16","28%","+2.6%"
"Chris Basham","SHU","D","50","FA","SHU 2<br/>@EVE 0 F","16","16","6%","+6.4%"
"James Tarkowski","BUR","D","51","Eoghanoc","NOR 0<br/>@BUR 2 F","15.9","15.9","89%","+14.2%"
"Anwar El Ghazi","AVL","M,F","52","FA","AVL 2<br/>@ARS 3 F","15.6","15.6","81%","-10.2%"
"Trent Alexander-Arnold","LIV","D","53","ColmOF","LIV 2<br/>@CHE 1 F","15.5","15.5","100%","0%"
"Nick Pope","BUR","G","54","ZKL","NOR 0<br/>@BUR 2 F","15.5","15.5","87%","-5%"
"Lewis Dunk","BHA","D","55","Seanmacd","BHA 0<br/>@NEW 0 F","15.15","15.15","62%","-37.7%"
"Dan Burn","BHA","D","56","FA","BHA 0<br/>@NEW 0 F","15","15","46%","-20.8%"
"Joel Ward","CRY","D","57","FA","WOL 1<br/>@CRY 1 F","14.9","14.9","46%","-21.2%"
"Bernd Leno","ARS","G","58","ColmOF","AVL 2<br/>@ARS 3 F","14.5","14.5","95%","-5%"
"Martin Montoya","BHA","D","59","FA","BHA 0<br/>@NEW 0 F","14.35","14.35","18%","+9.4%"
"John Fleck","SHU","M","60","mcavinur","SHU 2<br/>@EVE 0 F","14.3","14.3","10%","-6.4%"
"Jamaal Lascelles","NEW","D","61","FA","BHA 0<br/>@NEW 0 F","14.25","14.25","24%","-1.1%"
"Ben Mee","BUR","D","62","Damo","NOR 0<br/>@BUR 2 F","14.2","14.2","65%","-10.5%"
"Jack Cork","BUR","M","63","FA","NOR 0<br/>@BUR 2 F","14.2","14.2","7%","+6.7%"
"Issa Diop","WHU","D","64","FA","MUN 0<br/>@WHU 2 F","13.95","13.95","34%","-16%"
"Ryan Fredericks","WHU","D","65","FA","MUN 0<br/>@WHU 2 F","13.9","13.9","43%","-15%"
"Jonny","WOL","D,M","66","ColmOF","WOL 1<br/>@CRY 1 F","13.5","13.5","69%","-14.7%"
"Pierre-Emerick Aubameyang","ARS","F","67","ColmOF","AVL 2<br/>@ARS 3 F","13.25","13.25","100%","-0.1%"
"Gylfi Sigurdsson","EVE","M","68","ColmOF","SHU 2<br/>@EVE 0 F","13.25","13.25","99%","-0.6%"
"Mark Noble","WHU","M","69","FA","MUN 0<br/>@WHU 2 F","13.25","13.25","30%","-20.1%"
"Rodrigo","MCI","M","70","Seanmacd","WAT 0<br/>@MCI 8 F","13.1","13.1","96%","+3.9%"
"Angelo Ogbonna","WHU","D","71","FA","MUN 0<br/>@WHU 2 F","13.05","13.05","9%","-7.5%"
"Son Heung-Min","TOT","M,F","72","Eoghanoc","TOT 1<br/>@LEI 2 F","12.75","12.75","100%","-0.1%"
"Sofiane Boufal","SOU","M","73","FA","BOU 3<br/>@SOU 1 F","12.75","12.75","25%","-41.2%"
"Paulo Gazzaniga","TOT","G","74","FA","TOT 1<br/>@LEI 2 F","12.5","12.5","36%","-14.2%"
"Rui Patricio","WOL","G","75","Damo","WOL 1<br/>@CRY 1 F","12","12","83%","-16.8%"
"Jetro Willems","NEW","D","76","FA","BHA 0<br/>@NEW 0 F","12","12","14%","-19.7%"
"Raul Jimenez","WOL","F","77","Eoghanoc","WOL 1<br/>@CRY 1 F","11.75","11.75","100%","-0.4%"
"Matteo Guendouzi","ARS","M","78","MKFC","AVL 2<br/>@ARS 3 F","11.75","11.75","67%","-16.4%"
"Jan Bednarek","SOU","D","79","Seanmacd","BOU 3<br/>@SOU 1 F","11.65","11.65","11%","+2.9%"
"George Baldock","SHU","D,M","80","FA","SHU 2<br/>@EVE 0 F","11.4","11.4","25%","-0.4%"
"Trezeguet","AVL","M","81","FA","AVL 2<br/>@ARS 3 F","11.35","11.35","7%","-1.7%"
"Lys Mousset","SHU","F","82","FA","SHU 2<br/>@EVE 0 F","11.25","11.25","2%","+2.4%"
"Jonjo Shelvey","NEW","M","83","FA","BHA 0<br/>@NEW 0 F","11.1","11.1","9%","-16.4%"
"Harry Wilson","BOU","M","84","Damo","BOU 3<br/>@SOU 1 F","11","11","66%","-33.8%"
"Jeffrey Schlupp","CRY","D,M","85","ColmL","WOL 1<br/>@CRY 1 F","10.85","10.85","58%","+16.7%"
"Joao Moutinho","WOL","M","86","ZKL","WOL 1<br/>@CRY 1 F","10.75","10.75","98%","-2.3%"
"Miguel Almiron","NEW","M","87","FA","BHA 0<br/>@NEW 0 F","10.75","10.75","46%","-12.8%"
"Etienne Capoue","WAT","M","88","FA","WAT 0<br/>@MCI 8 F","10.75","10.75","20%","-13.1%"
"Dale Stephens","BHA","M","89","FA","BHA 0<br/>@NEW 0 F","10.7","10.7","10%","-6.5%"
"Luka Milivojevic","CRY","M","90","Seanmacd","WOL 1<br/>@CRY 1 F","10.6","10.6","96%","-4.1%"
"Scott McTominay","MUN","M","91","Eoghanoc","MUN 0<br/>@WHU 2 F","10.6","10.6","73%","-19%"
"Nathan Redmond","SOU","M,F","92","Eoghanoc","BOU 3<br/>@SOU 1 F","10.5","10.5","92%","+0.6%"
"David de Gea","MUN","G","93","Seanmacd","MUN 0<br/>@WHU 2 F","10.5","10.5","88%","-3.3%"
"Tim Krul","NOR","G","94","FA","NOR 0<br/>@BUR 2 F","10.5","10.5","9%","+8.7%"
"Aaron Wan-Bissaka","MUN","D","95","MKFC","MUN 0<br/>@WHU 2 F","10.3","10.3","99%","-1.4%"
"Vicente Guaita","CRY","G","96","FA","WOL 1<br/>@CRY 1 F","10.25","10.25","31%","-18.9%"
"Wilfred Ndidi","LEI","M","97","ZKL","TOT 1<br/>@LEI 2 F","10.1","10.1","97%","+5.5%"
"Marcos Alonso","CHE","D","98","ColmOF","LIV 2<br/>@CHE 1 F","10.1","10.1","96%","-4.3%"
"Lucas Digne","EVE","D","99","ZKL","SHU 2<br/>@EVE 0 F","10","10","100%","-0.1%"
"Caglar Soyuncu","LEI","D","100","Damo","TOT 1<br/>@LEI 2 F","9.9","9.9","86%","-14%"
"Joel Matip","LIV","D","101","ZKL","LIV 2<br/>@CHE 1 F","9.7","9.7","98%","-1.9%"
"Steve Cook","BOU","D","102","FA","BOU 3<br/>@SOU 1 F","9.7","9.7","28%","-5.8%"
"Davy Propper","BHA","M","103","FA","BHA 0<br/>@NEW 0 F","9.6","9.6","37%","-4.3%"
"Ibrahim Amadou","NOR","M","104","FA","NOR 0<br/>@BUR 2 F","9.6","9.6","1%","+1.3%"
"Erik Lamela","TOT","M","105","Eoghanoc","TOT 1<br/>@LEI 2 F","9.45","9.45","86%","-5.3%"
"Cheikhou Kouyate","CRY","M","106","FA","WOL 1<br/>@CRY 1 F","9.45","9.45","3%","+3.5%"
"Seamus Coleman","EVE","D","107","ColmL","SHU 2<br/>@EVE 0 F","9.4","9.4","85%","+10.1%"
"Sead Kolasinac","ARS","D,M","108","FA","AVL 2<br/>@ARS 3 F","9.4","9.4","49%","-34.8%"
"Fernandinho","MCI","M","109","FA","WAT 0<br/>@MCI 8 F","9.35","9.35","49%","-9.7%"
"Cedric Soares (prior)","SOU","D","110","FA","BOU 3<br/>@SOU 1 F","9.15","9.15","3%","-14%"
"Mohamed Salah","LIV","F","111","Damo","LIV 2<br/>@CHE 1 F","9","9","100%","0%"
"Kasper Schmeichel","LEI","G","112","MKFC","TOT 1<br/>@LEI 2 F","9","9","90%","-10.5%"
"Todd Cantwell","NOR","M","113","Seanmacd","NOR 0<br/>@BUR 2 F","9","9","84%","-15.6%"
"Aaron Mooy","BHA","M","114","FA","BHA 0<br/>@NEW 0 F","9","9","19%","-22.6%"
"Isaac Hayden","NEW","M","115","FA","BHA 0<br/>@NEW 0 F","9","9","19%","+10.4%"
"Pierre-Emile Hojbjerg","SOU","M","116","FA","BOU 3<br/>@SOU 1 F","8.95","8.95","36%","-22.3%"
"Danny Rose (prior)","TOT","D,M","117","FA","TOT 1<br/>@LEI 2 F","8.9","8.9","78%","+10.9%"
"Jorginho","CHE","M","118","MKFC","LIV 2<br/>@CHE 1 F","8.85","8.85","88%","-3.2%"
"Frederic Guilbert","AVL","D","119","ZKL","AVL 2<br/>@ARS 3 F","8.8","8.8","42%","+16.9%"
"Richarlison","EVE","M,F","120","ColmL","SHU 2<br/>@EVE 0 F","8.75","8.75","100%","-0.1%"
"Che Adams","SOU","F","121","FA","BOU 3<br/>@SOU 1 F","8.75","8.75","18%","+1.6%"
"Moritz Leitner","NOR","M","122","FA","NOR 0<br/>@BUR 2 F","8.75","8.75","5%","-3.3%"
"Ben Chilwell","LEI","D","123","Eoghanoc","TOT 1<br/>@LEI 2 F","8.7","8.7","99%","+7.5%"
"Willy Boly","WOL","D","124","Eoghanoc","WOL 1<br/>@CRY 1 F","8.65","8.65","99%","-1.2%"
"Fikayo Tomori","CHE","D","125","FA","LIV 2<br/>@CHE 1 F","8.65","8.65","66%","-9.5%"
"Tanguy Ndombele","TOT","M","126","Damo","TOT 1<br/>@LEI 2 F","8.55","8.55","97%","-2.8%"
"Harvey Barnes","LEI","M","127","FA","TOT 1<br/>@LEI 2 F","8.5","8.5","40%","+6.3%"
"Hamza Choudhury","LEI","M","128","FA","TOT 1<br/>@LEI 2 F","8.5","8.5","3%","+2.7%"
"Oliver Norwood","SHU","M","129","ZKL","SHU 2<br/>@EVE 0 F","8.45","8.45","73%","-10.1%"
"Serge Aurier","TOT","D","130","FA","TOT 1<br/>@LEI 2 F","8.45","8.45","71%","+4.3%"
"Jonny Evans","LEI","D","131","FA","TOT 1<br/>@LEI 2 F","8.3","8.3","63%","-3.9%"
"Sadio Mane","LIV","M,F","132","Seanmacd","LIV 2<br/>@CHE 1 F","8.25","8.25","100%","-0.1%"
"Joshua King","BOU","F","133","mcavinur","BOU 3<br/>@SOU 1 F","8.25","8.25","99%","-0.8%"
"Ashley Barnes","BUR","F","134","Seanmacd","NOR 0<br/>@BUR 2 F","8.25","8.25","90%","-2%"
"Tom Heaton","AVL","G","135","mcavinur","AVL 2<br/>@ARS 3 F","8.25","8.25","31%","+14.3%"
"Tom Cleverley","WAT","M","136","FA","WAT 0<br/>@MCI 8 F","8.2","8.2","40%","-10.1%"
"Marvelous Nakamba","AVL","M","137","MKFC","AVL 2<br/>@ARS 3 F","8.1","8.1","14%","-2.7%"
"Gerard Deulofeu","WAT","F","138","FA","WAT 0<br/>@MCI 8 F","8","8","80%","-11.5%"
"Andreas Pereira","MUN","M","139","FA","MUN 0<br/>@WHU 2 F","8","8","17%","+0.3%"
"Sam Byram","NOR","D","140","FA","NOR 0<br/>@BUR 2 F","8","8","1%","+0.6%"
"Fabinho","LIV","M","141","mcavinur","LIV 2<br/>@CHE 1 F","7.95","7.95","82%","+6.9%"
"Sokratis","ARS","D","142","FA","AVL 2<br/>@ARS 3 F","7.95","7.95","35%","-6.9%"
"Moise Kean","EVE","F","143","Damo","SHU 2<br/>@EVE 0 F","7.75","7.75","60%","-15.3%"
"James McArthur","CRY","M","144","FA","WOL 1<br/>@CRY 1 F","7.75","7.75","48%","-18.9%"
"Tyrone Mings","AVL","D","145","W (Thu)","AVL 2<br/>@ARS 3 F","7.65","7.65","63%","-12.1%"
"Joelinton","NEW","F","146","FA","BHA 0<br/>@NEW 0 F","7.6","7.6","68%","-32.1%"
"Teemu Pukki","NOR","F","147","ColmOF","NOR 0<br/>@BUR 2 F","7.5","7.5","99%","-1.1%"
"Pablo Fornals","WHU","M","148","FA","MUN 0<br/>@WHU 2 F","7.5","7.5","31%","-10.3%"
"Adrian","LIV","G","149","FA","LIV 2<br/>@CHE 1 F","7.5","7.5","31%","-19%"
"Kenny McLean","NOR","M","150","FA","NOR 0<br/>@BUR 2 F","7.5","7.5","4%","+3.7%"
"Toby Alderweireld","TOT","D","151","Damo","TOT 1<br/>@LEI 2 F","7.2","7.2","81%","-2.3%"
"Kyle Walker","MCI","D","152","MKFC","WAT 0<br/>@MCI 8 F","7.05","7.05","92%","-7.7%"
"Youri Tielemans","LEI","M","153","ColmOF","TOT 1<br/>@LEI 2 F","7","7","99%","-0.6%"
"Allan Saint-Maximin","NEW","F","154","FA","BHA 0<br/>@NEW 0 F","7","7","26%","-40.4%"
"Nemanja Matic","MUN","M","155","FA","MUN 0<br/>@WHU 2 F","7","7","3%","+3.5%"
"Marco Stiepermann","NOR","M","156","FA","NOR 0<br/>@BUR 2 F","7","7","3%","-4.8%"
"Steven Alzate","BHA","F","157","FA","BHA 0<br/>@NEW 0 F","7","7","1%","-7%"
"Gary Cahill","CRY","D","158","FA","WOL 1<br/>@CRY 1 F","6.9","6.9","6%","-2.2%"
"Virgil van Dijk","LIV","D","159","Seanmacd","LIV 2<br/>@CHE 1 F","6.8","6.8","100%","0%"
"Willian","CHE","F","160","ZKL","LIV 2<br/>@CHE 1 F","6.75","6.75","93%","-7.5%"
"Sebastien Haller","WHU","F","161","ColmL","MUN 0<br/>@WHU 2 F","6.6","6.6","99%","-1.2%"
"Harry Winks","TOT","M","162","FA","TOT 1<br/>@LEI 2 F","6.6","6.6","15%","-26.7%"
"Kurt Zouma","CHE","D","163","FA","LIV 2<br/>@CHE 1 F","6.55","6.55","35%","-31.5%"
"Daniel James","MUN","M","164","Seanmacd","MUN 0<br/>@WHU 2 F","6.5","6.5","91%","-8.9%"
"Pascal Gross","BHA","M","165","Eoghanoc","BHA 0<br/>@NEW 0 F","6.5","6.5","89%","+5.6%"
"Declan Rice","WHU","M","166","MKFC","MUN 0<br/>@WHU 2 F","6.5","6.5","48%","-1.6%"
"Mamadou Sakho","CRY","D","167","FA","WOL 1<br/>@CRY 1 F","6.45","6.45","4%","+3.8%"
"Fabian Delph","EVE","D,M","168","FA","SHU 2<br/>@EVE 0 F","6.35","6.35","16%","-1.2%"
"Jannik Vestergaard","SOU","D","169","MKFC","BOU 3<br/>@SOU 1 F","6.3","6.3","60%","+1.7%"
"Jamal Lewis","NOR","D","170","FA","NOR 0<br/>@BUR 2 F","6.25","6.25","4%","-4.5%"
"Emiliano Buendia","NOR","M","171","ColmL","NOR 0<br/>@BUR 2 F","6.2","6.2","95%","-4.6%"
"Christian Atsu","NEW","M","172","ColmL","BHA 0<br/>@NEW 0 F","6.2","6.2","29%","+4%"
"Jefferson Lerma","BOU","M","173","FA","BOU 3<br/>@SOU 1 F","6.15","6.15","8%","+7.9%"
"Jordan Henderson","LIV","M","174","FA","LIV 2<br/>@CHE 1 F","6.1","6.1","32%","-9.5%"
"David Luiz","ARS","D","175","ColmL","AVL 2<br/>@ARS 3 F","6.05","6.05","63%","-12.5%"
"Abdoulaye Doucoure","WAT","M","176","FA","WAT 0<br/>@MCI 8 F","6","6","70%","+2.9%"
"Conor Coady","WOL","D","177","FA","WOL 1<br/>@CRY 1 F","6","6","17%","-7.6%"
"Angelino","MCI","D","178","FA","WAT 0<br/>@MCI 8 F","5.9","5.9","2%","-6.1%"
"Neil Taylor","AVL","D","179","FA","AVL 2<br/>@ARS 3 F","5.9","5.9","2%","+2%"
"Jeff Hendrick","BUR","M","180","FA","NOR 0<br/>@BUR 2 F","5.85","5.85","4%","-13%"
"Oliver McBurnie","SHU","F","181","FA","SHU 2<br/>@EVE 0 F","5.8","5.8","8%","-8.6%"
"Ayoze Perez","LEI","M,F","182","FA","TOT 1<br/>@LEI 2 F","5.75","5.75","75%","-17%"
"Bukayo Saka","ARS","F","183","FA","AVL 2<br/>@ARS 3 F","5.75","5.75","46%","-4.1%"
"Moussa Sissoko","TOT","M","184","FA","TOT 1<br/>@LEI 2 F","5.75","5.75","30%","-11.5%"
"Harry Maguire","MUN","D","185","ColmOF","MUN 0<br/>@WHU 2 F","5.65","5.65","99%","-0.8%"
"Jamie Vardy","LEI","F","186","ColmOF","TOT 1<br/>@LEI 2 F","5.6","5.6","100%","-0.3%"
"Tammy Abraham","CHE","F","187","Damo","LIV 2<br/>@CHE 1 F","5.6","5.6","98%","-2.4%"
"Ben Foster","WAT","G","188","FA","WAT 0<br/>@MCI 8 F","5.5","5.5","33%","+24.7%"
"Ashley Young","MUN","D","189","FA","MUN 0<br/>@WHU 2 F","5.45","5.45","33%","-41.7%"
"Will Hughes","WAT","M","190","MKFC","WAT 0<br/>@MCI 8 F","5.35","5.35","31%","-2%"
"Morgan Schneiderlin","EVE","M","191","FA","SHU 2<br/>@EVE 0 F","5.35","5.35","2%","-6.8%"
"Matt Doherty","WOL","D,M","192","FA","WOL 1<br/>@CRY 1 F","5.3","5.3","91%","-8.9%"
"Jan Vertonghen","TOT","D","193","FA","TOT 1<br/>@LEI 2 F","5.25","5.25","62%","+3.6%"
"Neal Maupay","BHA","F","194","FA","BHA 0<br/>@NEW 0 F","5.25","5.25","39%","-27.6%"
"Christian Benteke","CRY","F","195","FA","WOL 1<br/>@CRY 1 F","5.25","5.25","15%","+6.9%"
"Michael Keane","EVE","D","196","Eoghanoc","SHU 2<br/>@EVE 0 F","5.2","5.2","87%","-12.6%"
"Ben Godfrey","NOR","D,M","197","FA","NOR 0<br/>@BUR 2 F","5.15","5.15","4%","-4.6%"
"Romain Saiss","WOL","M","198","FA","WOL 1<br/>@CRY 1 F","5.15","5.15","2%","-5.9%"
"Dani Ceballos","ARS","M","199","Damo","AVL 2<br/>@ARS 3 F","5.1","5.1","86%","-14%"
"Mason Mount","CHE","M","200","Seanmacd","LIV 2<br/>@CHE 1 F","5","5","93%","-6.8%"
"Victor Lindelof","MUN","D","201","FA","MUN 0<br/>@WHU 2 F","5","5","57%","-1.2%"
"Mateo Kovacic","CHE","M","202","FA","LIV 2<br/>@CHE 1 F","5","5","35%","-23.4%"
"Dominic Solanke","BOU","F","203","FA","BOU 3<br/>@SOU 1 F","5","5","11%","+2.3%"
"Patrick van Aanholt","CRY","D","204","FA","WOL 1<br/>@CRY 1 F","4.85","4.85","85%","-6.5%"
"Marcus Rashford","MUN","F","205","ColmL","MUN 0<br/>@WHU 2 F","4.6","4.6","100%","-0.1%"
"Kepa Arrizabalaga","CHE","G","206","FA","LIV 2<br/>@CHE 1 F","4.5","4.5","76%","-7.6%"
"Fred","MUN","M","207","FA","MUN 0<br/>@WHU 2 F","4.5","4.5","4%","-4.5%"
"Ryan Bertrand","SOU","D,M","208","FA","BOU 3<br/>@SOU 1 F","4.35","4.35","15%","-2.2%"
"Andre Gray","WAT","F","209","FA","WAT 0<br/>@MCI 8 F","4","4","15%","-10.4%"
"Jack Stacey","BOU","D","210","FA","BOU 3<br/>@SOU 1 F","3.9","3.9","1%","+1%"
"Georginio Wijnaldum","LIV","M","211","FA","LIV 2<br/>@CHE 1 F","3.85","3.85","64%","+6.1%"
"Aaron Connolly","BHA","F","212","FA","BHA 0<br/>@NEW 0 F","3.75","3.75","26%","-15.8%"
"Lucas Torreira","ARS","M","213","FA","AVL 2<br/>@ARS 3 F","3.6","3.6","21%","-12.7%"
"Danny Ings","SOU","F","214","ZKL","BOU 3<br/>@SOU 1 F","3.5","3.5","82%","-1.8%"
"Andreas Christensen","CHE","D","215","FA","LIV 2<br/>@CHE 1 F","3.35","3.35","12%","-4.8%"
"Adrian Mariappa","WAT","D","216","FA","WAT 0<br/>@MCI 8 F","3.3","3.3","1%","+1%"
"Roberto Pereyra","WAT","M","217","FA","WAT 0<br/>@MCI 8 F","3.25","3.25","46%","-3.8%"
"Joseph Willock","ARS","M","218","FA","AVL 2<br/>@ARS 3 F","3.25","3.25","8%","+8.1%"
"Ki Sung-yueng","NEW","M","219","FA","BHA 0<br/>@NEW 0 F","3.25","3.25","1%","+0.9%"
"Joao Cancelo","MCI","D","220","FA","WAT 0<br/>@MCI 8 F","3.2","3.2","72%","-3.5%"
"Craig Dawson","WAT","D","221","FA","WAT 0<br/>@MCI 8 F","3.1","3.1","3%","+2.7%"
"Jordan Ayew","CRY","F","222","FA","WOL 1<br/>@CRY 1 F","3","3","52%","-14.5%"
"Bernard","EVE","M,F","223","MKFC","SHU 2<br/>@EVE 0 F","3","3","45%","+37.1%"
"Dimitri Foulquier","WAT","D","224","FA","WAT 0<br/>@MCI 8 F","3","3","0%","+0.4%"
"Callum Robinson","SHU","F","225","FA","SHU 2<br/>@EVE 0 F","2.85","2.85","7%","-10.1%"
"Dennis Praet","LEI","M","226","FA","TOT 1<br/>@LEI 2 F","2.85","2.85","4%","-12.8%"
"Alex Iwobi","EVE","M,F","227","FA","SHU 2<br/>@EVE 0 F","2.75","2.75","74%","-1.1%"
"Yves Bissouma","BHA","M,F","228","FA","BHA 0<br/>@NEW 0 F","2.75","2.75","1%","-7.2%"
"James McCarthy","CRY","M","229","FA","WOL 1<br/>@CRY 1 F","2.6","2.6","1%","+0.7%"
"Jordan Pickford","EVE","G","230","FA","SHU 2<br/>@EVE 0 F","2.5","2.5","81%","+14.1%"
"Leander Dendoncker","WOL","M","231","FA","WOL 1<br/>@CRY 1 F","2.5","2.5","10%","+10.5%"
"Aaron Lennon","BUR","M","232","FA","NOR 0<br/>@BUR 2 F","2.5","2.5","1%","+0.7%"
"Phil Jagielka","SHU","D","233","FA","SHU 2<br/>@EVE 0 F","2.5","2.5","1%","+0.6%"
"Bjorn Engels","AVL","D","234","FA","AVL 2<br/>@ARS 3 F","2.4","2.4","10%","-7%"
"Jose Holebas","WAT","D","235","FA","WAT 0<br/>@MCI 8 F","2.25","2.25","38%","-12.1%"
"Angus Gunn","SOU","G","236","FA","BOU 3<br/>@SOU 1 F","2.25","2.25","18%","-7%"
"Conor Hourihane","AVL","M","237","FA","AVL 2<br/>@ARS 3 F","2.25","2.25","15%","-1.6%"
"Juan Mata","MUN","M","238","FA","MUN 0<br/>@WHU 2 F","2.25","2.25","11%","-14.1%"
"Ahmed El Mohamady","AVL","D","239","FA","AVL 2<br/>@ARS 3 F","2.25","2.25","3%","+2.6%"
"Lewis Cook","BOU","M","240","FA","BOU 3<br/>@SOU 1 F","2.25","2.25","1%","+1.4%"
"Pedro Neto","WOL","F","241","FA","WOL 1<br/>@CRY 1 F","2.25","2.25","1%","+1.1%"
"Adam Lallana","LIV","M","242","FA","LIV 2<br/>@CHE 1 F","2.25","2.25","1%","+1%"
"Victor Wanyama","TOT","M","243","FA","TOT 1<br/>@LEI 2 F","2.25","2.25","1%","+1%"
