"Player","Team","Position","Rk","Status","Opponent","FPts","FP/G","% Owned"
"Neil Taylor","AVL","D","147","FA","WOL 1<br/>@AVL 0 F","6.9","6.9","-"
"Raul Jimenez","WOL","F","148","Eoghanoc","WOL 1<br/>@AVL 0 F","6.75","6.75","-"
"Mason Holgate","EVE","D","149","FA","LEI 1<br/>@EVE 2 F","6.6","6.6","-"
"Angelo Ogbonna","WHU","D","150","FA","CHE 2<br/>@WHU 3 F","6.6","6.6","-"
"Dale Stephens","BHA","M","151","FA","MUN 3<br/>@BHA 0 F","6.6","6.6","-"
"Antonio Rudiger","CHE","D","152","FA","CHE 2<br/>@WHU 3 F","6.55","6.55","-"
"Alexander Tettey","NOR","M","153","FA","NOR 0<br/>@ARS 4 F","6.55","6.55","-"
"Roberto Firmino","LIV","M,F","154","Eoghanoc","LIV 0<br/>@MCI 4 F","6.5","6.5","-"
"Pablo Fornals","WHU","M","155","FA","CHE 2<br/>@WHU 3 F","6.5","6.5","-"
"Reiss Nelson","ARS","F","156","FA","NOR 0<br/>@ARS 4 F","6.5","6.5","-"
"Alisson","LIV","G","157","Damo","LIV 0<br/>@MCI 4 F","6.5","6.5","-"
"Lucas Moura","TOT","M,F","158","mcavinur","TOT 1<br/>@SHU 3 F","6.5","6.5","-"
"Serge Aurier","TOT","D","159","MAX","TOT 1<br/>@SHU 3 F","6.45","6.45","-"
"Jamaal Lascelles","NEW","D","160","FA","NEW 4<br/>@BOU 1 F","6.45","6.45","-"
"Ryan Bertrand","SOU","D,M","161","ColmOF","SOU 3<br/>@WAT 1 F","6.4","6.4","-"
"Marvelous Nakamba","AVL","M","162","FA","WOL 1<br/>@AVL 0 F","6.35","6.35","-"
"Ilkay Gundogan","MCI","M","163","FA","LIV 0<br/>@MCI 4 F","6.25","6.25","-"
"Jordan Pickford","EVE","G","164","FA","LEI 1<br/>@EVE 2 F","6.25","6.25","-"
"Georginio Wijnaldum","LIV","M","165","FA","LIV 0<br/>@MCI 4 F","6.2","6.2","-"
"Jack Robinson","QPR/SHU","D","166","FA","TOT 1<br/>@SHU 3 F","6.1","6.1","-"
"Jack Cork","BUR","M","167","FA","BUR 1<br/>@CRY 0 F","6","6","-"
"Shane Long","SOU","F","168","FA","SOU 3<br/>@WAT 1 F","6","6","-"
"Steve Cook","BOU","D","169","FA","NEW 4<br/>@BOU 1 F","5.95","5.95","-"
"Declan Rice","WHU","M","170","MKFC","CHE 2<br/>@WHU 3 F","5.95","5.95","-"
"Kortney Hause","AVL","D","171","FA","WOL 1<br/>@AVL 0 F","5.9","5.9","-"
"Luka Milivojevic","CRY","M","172","RBF","BUR 1<br/>@CRY 0 F","5.85","5.85","-"
"Ben Godfrey","NOR","D,M","173","FA","NOR 0<br/>@ARS 4 F","5.8","5.8","-"
"David Brooks","BOU","M","174","FA","NEW 4<br/>@BOU 1 F","5.75","5.75","-"
"DeAndre Yedlin","NEW","D","175","FA","NEW 4<br/>@BOU 1 F","5.65","5.65","-"
"Onel Hernandez","NOR","M","176","FA","NOR 0<br/>@ARS 4 F","5.6","5.6","-"
"Lewis Cook","BOU","M","177","FA","NEW 4<br/>@BOU 1 F","5.5","5.5","-"
"Ben Davies","TOT","D","178","ColmOF","TOT 1<br/>@SHU 3 F","5.5","5.5","-"
"Federico Fernandez","NEW","D","179","FA","NEW 4<br/>@BOU 1 F","5.5","5.5","-"
"Sadio Mane","LIV","M,F","180","RBF","LIV 0<br/>@MCI 4 F","5.5","5.5","-"
"Jan Bednarek","SOU","D","181","RBF","SOU 3<br/>@WAT 1 F","5.3","5.3","-"
"Tyrone Mings","AVL","D","182","FA","WOL 1<br/>@AVL 0 F","5.3","5.3","-"
"Matej Vydra","BUR","F","183","FA","BUR 1<br/>@CRY 0 F","5.3","5.3","-"
"Todd Cantwell","NOR","M","184","FA","NOR 0<br/>@ARS 4 F","5.25","5.25","-"
"Arnaut Danjuma Groeneveld","BOU","M,F","185","FA","NEW 4<br/>@BOU 1 F","5.25","5.25","-"
"Neco Williams","LIV","D","186","FA","LIV 0<br/>@MCI 4 F","5.2","5.2","-"
"Ross Barkley","CHE","M","187","Damo","CHE 2<br/>@WHU 3 F","5.1","5.1","-"
"Max Meyer","CRY","M","188","FA","BUR 1<br/>@CRY 0 F","5","5","-"
"Orjan Nyland","AVL","G","189","FA","WOL 1<br/>@AVL 0 F","5","5","-"
"Craig Dawson","WAT","D","190","FA","SOU 3<br/>@WAT 1 F","4.9","4.9","-"
"Dominic Solanke","BOU","F","191","FA","NEW 4<br/>@BOU 1 F","4.85","4.85","-"
"Tom Trybull","NOR","M","192","FA","NOR 0<br/>@ARS 4 F","4.85","4.85","-"
"James Justin","LEI","D","193","RBF","LEI 1<br/>@EVE 2 F","4.8","4.8","-"
"Joshua King","BOU","M,F","194","FA","NEW 4<br/>@BOU 1 F","4.75","4.75","-"
"Alexandre Lacazette","ARS","F","195","ColmL","NOR 0<br/>@ARS 4 F","4.75","4.75","-"
"Roberto Pereyra","WAT","M","196","FA","SOU 3<br/>@WAT 1 F","4.75","4.75","-"
"Andros Townsend","CRY","M,F","197","FA","BUR 1<br/>@CRY 0 F","4.75","4.75","-"
"Gabriel Jesus","MCI","F","198","MAX","LIV 0<br/>@MCI 4 F","4.75","4.75","-"
"Scott Dann","CRY","D","199","FA","BUR 1<br/>@CRY 0 F","4.65","4.65","-"
"Issa Diop","WHU","D","200","FA","CHE 2<br/>@WHU 3 F","4.55","4.55","-"
"Aaron Connolly","BHA","F","201","FA","MUN 3<br/>@BHA 0 F","4.5","4.5","-"
"Aaron Cresswell","WHU","D","202","FA","CHE 2<br/>@WHU 3 F","4.5","4.5","-"
"Keinan Davis","AVL","M,F","203","FA","WOL 1<br/>@AVL 0 F","4.5","4.5","-"
"Troy Deeney","WAT","F","204","mcavinur","SOU 3<br/>@WAT 1 F","4.5","4.5","-"
"Kiko Femenia","WAT","D","205","FA","SOU 3<br/>@WAT 1 F","4.5","4.5","-"
"Jose Holebas","WAT","D","206","FA","SOU 3<br/>@WAT 1 F","4.5","4.5","-"
"John McGinn","AVL","M","207","ColmL","WOL 1<br/>@AVL 0 F","4.5","4.5","-"
"Max Aarons","NOR","D","208","FA","NOR 0<br/>@ARS 4 F","4.4","4.4","-"
"Davinson Sanchez","TOT","D","209","FA","TOT 1<br/>@SHU 3 F","4.4","4.4","-"
"Adam Masina","WAT","D","210","FA","SOU 3<br/>@WAT 1 F","4.35","4.35","-"
"Riyad Mahrez","MCI","M,F","211","ColmOF","LIV 0<br/>@MCI 4 F","4.25","4.25","-"
"Alex McCarthy","SOU","G","212","FA","SOU 3<br/>@WAT 1 F","4.25","4.25","-"
"Leandro Trossard","BHA","M,F","213","FA","MUN 3<br/>@BHA 0 F","4.25","4.25","-"
"Brandon Williams","MUN","D","214","FA","MUN 3<br/>@BHA 0 F","4.2","4.2","-"
"Philip Billing","BOU","M","215","FA","NEW 4<br/>@BOU 1 F","4.1","4.1","-"
"Tom Davies","EVE","M","216","FA","LEI 1<br/>@EVE 2 F","4.1","4.1","-"
"Shane Duffy","BHA","D","217","FA","MUN 3<br/>@BHA 0 F","4.1","4.1","-"
"Lukas Rupp","NOR","M","218","FA","NOR 0<br/>@ARS 4 F","4.1","4.1","-"
"Kepa Arrizabalaga","CHE","G","219","FA","CHE 2<br/>@WHU 3 F","4","4","-"
"Neal Maupay","BHA","F","220","FA","MUN 3<br/>@BHA 0 F","4","4","-"
"Kenny McLean","NOR","M","221","FA","NOR 0<br/>@ARS 4 F","4","4","-"
"Junior Stanislas","BOU","M","222","FA","NEW 4<br/>@BOU 1 F","4","4","-"
"Andy Carroll","NEW","F","223","FA","NEW 4<br/>@BOU 1 F","3.95","3.95","-"
"Tammy Abraham","CHE","F","224","Damo","CHE 2<br/>@WHU 3 F","3.85","3.85","-"
"Emiliano Buendia","NOR","M","225","ColmL","NOR 0<br/>@ARS 4 F","3.75","3.75","-"
"Abdoulaye Doucoure","WAT","M","226","Damo","SOU 3<br/>@WAT 1 F","3.75","3.75","-"
"Adam Idah","NOR","F","227","FA","NOR 0<br/>@ARS 4 F","3.75","3.75","-"
"Naby Keita","LIV","M","228","Damo","LIV 0<br/>@MCI 4 F","3.75","3.75","-"
"Mason Mount","CHE","M,F","229","RBF","CHE 2<br/>@WHU 3 F","3.75","3.75","-"
"Davy Propper","BHA","M","230","FA","MUN 3<br/>@BHA 0 F","3.75","3.75","-"
"Andrew Robertson","LIV","D","231","mcavinur","LIV 0<br/>@MCI 4 F","3.65","3.65","-"
"Dan Burn","BHA","D","232","FA","MUN 3<br/>@BHA 0 F","3.55","3.55","-"
"Manuel Lanzini","WHU","M","233","FA","CHE 2<br/>@WHU 3 F","3.5","3.5","-"
"David McGoldrick","SHU","F","234","FA","TOT 1<br/>@SHU 3 F","3.5","3.5","-"
"Martin Montoya","BHA","D,M","235","FA","MUN 3<br/>@BHA 0 F","3.4","3.4","-"
"Stuart Armstrong","SOU","M,F","236","mcavinur","SOU 3<br/>@WAT 1 F","3.35","3.35","-"
"Harvey Barnes","LEI","M","237","FA","LEI 1<br/>@EVE 2 F","3.25","3.25","-"
"Olivier Giroud","CHE","F","238","MAX","CHE 2<br/>@WHU 3 F","3.25","3.25","-"
"Daniel James","MUN","M","239","FA","MUN 3<br/>@BHA 0 F","3.1","3.1","-"
"Ignacio Pussetto","WAT","M","240","FA","SOU 3<br/>@WAT 1 F","3.1","3.1","-"
"Martin Dubravka","NEW","G","241","RBF","NEW 4<br/>@BOU 1 F","3","3","-"
"Divock Origi","LIV","F","242","FA","LIV 0<br/>@MCI 4 F","3","3","-"
"Kevin Long","BUR","D","243","FA","BUR 1<br/>@CRY 0 F","2.9","2.9","-"
"Andreas Pereira","MUN","M","244","FA","MUN 3<br/>@BHA 0 F","2.85","2.85","-"
"Scott McTominay","MUN","M","245","Eoghanoc","MUN 3<br/>@BHA 0 F","2.85","2.85","-"
"Lloyd Kelly","BOU","D","246","FA","NEW 4<br/>@BOU 1 F","2.8","2.8","-"
"Shkodran Mustafi","ARS","D","247","FA","NOR 0<br/>@ARS 4 F","2.8","2.8","-"
"Erik Lamela","TOT","M","248","Eoghanoc","TOT 1<br/>@SHU 3 F","2.75","2.75","-"
"Chris Mepham","BOU","D","249","FA","NEW 4<br/>@BOU 1 F","2.75","2.75","-"
"Eddie Nketiah","ARS","F","250","FA","NOR 0<br/>@ARS 4 F","2.75","2.75","-"
"Joseph Willock","ARS","M","251","FA","NOR 0<br/>@ARS 4 F","2.75","2.75","-"
"Josip Drmic","NOR","F","252","FA","NOR 0<br/>@ARS 4 F","2.6","2.6","-"
"Cheikhou Kouyate","CRY","M","253","FA","BUR 1<br/>@CRY 0 F","2.6","2.6","-"
"Joao Pedro","WAT","F","254","FA","SOU 3<br/>@WAT 1 F","2.5","2.5","-"
"Teemu Pukki","NOR","F","255","FA","NOR 0<br/>@ARS 4 F","2.5","2.5","-"
"Kasper Schmeichel","LEI","G","256","MKFC","LEI 1<br/>@EVE 2 F","2.5","2.5","-"
"Diogo Jota","WOL","M,F","257","Damo","WOL 1<br/>@AVL 0 F","2.5","2.5","-"
"Bernard","EVE","M,F","258","FA","LEI 1<br/>@EVE 2 F","2.35","2.35","-"
"Demarai Gray","LEI","M","259","FA","LEI 1<br/>@EVE 2 F","2.25","2.25","-"
"Isaac Hayden","NEW","M","260","FA","NEW 4<br/>@BOU 1 F","2.25","2.25","-"
"Pedro Neto","WOL","F","261","FA","WOL 1<br/>@AVL 0 F","2","2","-"
"Rob Holding","ARS","D","262","FA","NOR 0<br/>@ARS 4 F","1.9","1.9","-"
"Anthony Martial","MUN","F","263","RBF","MUN 3<br/>@BHA 0 F","1.85","1.85","-"
"Tanguy Ndombele","TOT","M","264","FA","TOT 1<br/>@SHU 3 F","1.75","1.75","-"
"Joao Cancelo","MCI","D","265","mcavinur","LIV 0<br/>@MCI 4 F","1.7","1.7","-"
"Nicolas Otamendi","MCI","D","266","FA","LIV 0<br/>@MCI 4 F","1.6","1.6","-"
"Anwar El Ghazi","AVL","M,F","267","FA","WOL 1<br/>@AVL 0 F","1.5","1.5","-"
"Tariq Lamptey","CHE/BHA","D","268","MAX","MUN 3<br/>@BHA 0 F","1.3","1.3","-"
"Solly March","BHA","M,F","269","FA","MUN 3<br/>@BHA 0 F","1.25","1.25","-"
"Aaron Mooy","BHA","M,F","270","FA","MUN 3<br/>@BHA 0 F","1.25","1.25","-"
"Ayoze Perez","LEI","M,F","271","FA","LEI 1<br/>@EVE 2 F","1.25","1.25","-"
"Dennis Praet","LEI","M","272","FA","LEI 1<br/>@EVE 2 F","1.25","1.25","-"
"Danny Welbeck","WAT","F","273","FA","SOU 3<br/>@WAT 1 F","1.25","1.25","-"
"Harry Wilson","BOU","M","274","FA","NEW 4<br/>@BOU 1 F","1.25","1.25","-"
"Bernardo","BHA","D","275","FA","MUN 3<br/>@BHA 0 F","1.2","1.2","-"
