"Player","Team","Position","Rk","Status","Opponent","FPts","FP/G","% Owned","+/-"
"Kepa Arrizabalaga","CHE","G","70","FA","BHA 0<br/>@CHE 2 F","13","13","76%","-7.6%"
"Marc Albrighton","LEI","M","71","FA","NEW 0<br/>@LEI 5 F","13","13","6%","+6.3%"
"Anwar El Ghazi","AVL","M,F","72","FA","BUR 2<br/>@AVL 2 F","12.85","12.85","81%","-10.2%"
"James McArthur","CRY","M","73","FA","NOR 0<br/>@CRY 2 F","12.85","12.85","48%","-18.9%"
"Martin Kelly","CRY","D","74","FA","NOR 0<br/>@CRY 2 F","12.8","12.8","6%","+6.3%"
"Pedro Neto","WOL","F","75","FA","WAT 0<br/>@WOL 2 F","12.6","12.6","1%","+1.1%"
"Ryan Fredericks","WHU","D","76","FA","WHU 2<br/>@BOU 2 F","12.4","12.4","43%","-15%"
"Emiliano Buendia","NOR","M","77","ColmL","NOR 0<br/>@CRY 2 F","12.1","12.1","95%","-4.6%"
"Pedro","CHE","F","78","FA","BHA 0<br/>@CHE 2 F","12","12","76%","-7%"
"Fernandinho","MCI","M","79","FA","MCI 3<br/>@EVE 1 F","12","12","49%","-9.7%"
"Ryan Bertrand","SOU","D,M","80","FA","SOU 1<br/>@TOT 2 F","12","12","15%","-2.2%"
"Aaron Ramsdale","BOU","G","81","FA","WHU 2<br/>@BOU 2 F","11.75","11.75","21%","-4.1%"
"Jefferson Lerma","BOU","M","82","FA","WHU 2<br/>@BOU 2 F","11.35","11.35","8%","+7.9%"
"Andreas Christensen","CHE","D","83","FA","BHA 0<br/>@CHE 2 F","11.25","11.25","12%","-4.8%"
"John Fleck","SHU","M","84","mcavinur","LIV 1<br/>@SHU 0 F","11.1","11.1","10%","-6.4%"
"Joao Moutinho","WOL","M","85","ZKL","WAT 0<br/>@WOL 2 F","11","11","98%","-2.3%"
"Kasper Schmeichel","LEI","G","86","MKFC","NEW 0<br/>@LEI 5 F","11","11","90%","-10.5%"
"David de Gea","MUN","G","87","Seanmacd","ARS 1<br/>@MUN 1 F","11","11","88%","-3.3%"
"Martin Montoya","BHA","D","88","FA","BHA 0<br/>@CHE 2 F","10.9","10.9","18%","+9.4%"
"Adama Traore","WOL","F","89","MKFC","WAT 0<br/>@WOL 2 F","10.85","10.85","74%","-17.7%"
"John Lundstram","SHU","D,M","90","ColmOF","LIV 1<br/>@SHU 0 F","10.85","10.85","57%","-1.2%"
"Dale Stephens","BHA","M","91","FA","BHA 0<br/>@CHE 2 F","10.8","10.8","10%","-6.5%"
"Romain Saiss","WOL","M","92","FA","WAT 0<br/>@WOL 2 F","10.8","10.8","2%","-5.9%"
"Youri Tielemans","LEI","M","93","ColmOF","NEW 0<br/>@LEI 5 F","10.75","10.75","99%","-0.6%"
"Tammy Abraham","CHE","F","94","Damo","BHA 0<br/>@CHE 2 F","10.75","10.75","98%","-2.4%"
"Oleksandr Zinchenko","MCI","D,M","95","ColmOF","MCI 3<br/>@EVE 1 F","10.75","10.75","84%","-15.6%"
"Jay Rodriguez","BUR","F","96","FA","BUR 2<br/>@AVL 2 F","10.75","10.75","4%","-4.7%"
"Jack Grealish","AVL","M","97","mcavinur","BUR 2<br/>@AVL 2 F","10.5","10.5","99%","-1.2%"
"Danny Rose (prior)","TOT","D,M","98","FA","SOU 1<br/>@TOT 2 F","10.25","10.25","78%","+10.9%"
"Mason Mount","CHE","M","99","Seanmacd","BHA 0<br/>@CHE 2 F","10.1","10.1","93%","-6.8%"
"Fabian Delph","EVE","D,M","100","FA","MCI 3<br/>@EVE 1 F","10.1","10.1","16%","-1.2%"
"Ibrahim Amadou","NOR","M","101","FA","NOR 0<br/>@CRY 2 F","10.1","10.1","1%","+1.3%"
"Bernd Leno","ARS","G","102","ColmOF","ARS 1<br/>@MUN 1 F","10","10","95%","-5%"
"Callum Hudson-Odoi","CHE","F","103","mcavinur","BHA 0<br/>@CHE 2 F","9.75","9.75","89%","-2.7%"
"Abdoulaye Doucoure","WAT","M","104","FA","WAT 0<br/>@WOL 2 F","9.75","9.75","70%","+2.9%"
"Diego Rico","BOU","D","105","ZKL","WHU 2<br/>@BOU 2 F","9.5","9.5","69%","-6.4%"
"George Baldock","SHU","D,M","106","FA","LIV 1<br/>@SHU 0 F","9.35","9.35","25%","-0.4%"
"Moritz Leitner","NOR","M","107","FA","NOR 0<br/>@CRY 2 F","9.3","9.3","5%","-3.3%"
"Richarlison","EVE","M,F","108","ColmL","MCI 3<br/>@EVE 1 F","9.25","9.25","100%","-0.1%"
"Tom Cleverley","WAT","M","109","FA","WAT 0<br/>@WOL 2 F","9.25","9.25","40%","-10.1%"
"Danny Welbeck","WAT","F","110","FA","WAT 0<br/>@WOL 2 F","9.25","9.25","12%","-21.3%"
"Paul Pogba","MUN","M","111","ColmL","ARS 1<br/>@MUN 1 F","9.1","9.1","100%","-0.3%"
"Tyrone Mings","AVL","D","112","W (Thu)","BUR 2<br/>@AVL 2 F","9.1","9.1","63%","-12.1%"
"Sergio Aguero","MCI","F","113","ZKL","MCI 3<br/>@EVE 1 F","9","9","100%","0%"
"Dean Henderson","SHU","G","114","Eoghanoc","LIV 1<br/>@SHU 0 F","9","9","49%","-1.2%"
"Rodrigo","MCI","M","115","Seanmacd","MCI 3<br/>@EVE 1 F","8.9","8.9","96%","+3.9%"
"Yerry Mina","EVE","D","116","FA","MCI 3<br/>@EVE 1 F","8.85","8.85","58%","-8.2%"
"Dwight McNeil","BUR","M","117","ZKL","BUR 2<br/>@AVL 2 F","8.75","8.75","87%","-4.3%"
"Pierre-Emile Hojbjerg","SOU","M","118","FA","SOU 1<br/>@TOT 2 F","8.75","8.75","36%","-22.3%"
"David Luiz","ARS","D","119","ColmL","ARS 1<br/>@MUN 1 F","8.7","8.7","63%","-12.5%"
"Sean Longstaff","NEW","M","120","FA","NEW 0<br/>@LEI 5 F","8.6","8.6","15%","-2.1%"
"John Egan","SHU","D","121","FA","LIV 1<br/>@SHU 0 F","8.55","8.55","19%","+11%"
"Mohamed Salah","LIV","F","122","Damo","LIV 1<br/>@SHU 0 F","8.5","8.5","100%","0%"
"Roberto Pereyra","WAT","M","123","FA","WAT 0<br/>@WOL 2 F","8.5","8.5","46%","-3.8%"
"Dan Burn","BHA","D","124","FA","BHA 0<br/>@CHE 2 F","8.5","8.5","46%","-20.8%"
"Roberto Jimenez","WHU","G","125","FA","WHU 2<br/>@BOU 2 F","8.5","8.5","9%","-32.2%"
"Jamal Lewis","NOR","D","126","FA","NOR 0<br/>@CRY 2 F","8.35","8.35","4%","-4.5%"
"Teemu Pukki","NOR","F","127","ColmOF","NOR 0<br/>@CRY 2 F","8.25","8.25","99%","-1.1%"
"Pablo Fornals","WHU","M","128","FA","WHU 2<br/>@BOU 2 F","8.25","8.25","31%","-10.3%"
"Harry Winks","TOT","M","129","FA","SOU 1<br/>@TOT 2 F","8.25","8.25","15%","-26.7%"
"Lucas Digne","EVE","D","130","ZKL","MCI 3<br/>@EVE 1 F","8.2","8.2","100%","-0.1%"
"Aaron Mooy","BHA","M","131","FA","BHA 0<br/>@CHE 2 F","8.2","8.2","19%","-22.6%"
"Jan Vertonghen","TOT","D","132","FA","SOU 1<br/>@TOT 2 F","8","8","62%","+3.6%"
"Chris Basham","SHU","D","133","FA","LIV 1<br/>@SHU 0 F","8","8","6%","+6.4%"
"Kenny McLean","NOR","M","134","FA","NOR 0<br/>@CRY 2 F","8","8","4%","+3.7%"
"James Ward-Prowse","SOU","M","135","Damo","SOU 1<br/>@TOT 2 F","7.95","7.95","84%","-16.1%"
"Jack Stacey","BOU","D","136","FA","WHU 2<br/>@BOU 2 F","7.95","7.95","1%","+1%"
"Ben Mee","BUR","D","137","Damo","BUR 2<br/>@AVL 2 F","7.85","7.85","65%","-10.5%"
"Etienne Capoue","WAT","M","138","FA","WAT 0<br/>@WOL 2 F","7.75","7.75","20%","-13.1%"
"Trezeguet","AVL","M","139","FA","BUR 2<br/>@AVL 2 F","7.75","7.75","7%","-1.7%"
"Axel Tuanzebe","MUN","D","140","FA","ARS 1<br/>@MUN 1 F","7.55","7.55","4%","+3.8%"
"Oliver Norwood","SHU","M","141","ZKL","LIV 1<br/>@SHU 0 F","7.55","7.55","73%","-10.1%"
"Leander Dendoncker","WOL","M","142","FA","WAT 0<br/>@WOL 2 F","7.55","7.55","10%","+10.5%"
"James Tarkowski","BUR","D","143","Eoghanoc","BUR 2<br/>@AVL 2 F","7.5","7.5","89%","+14.2%"
"Adam Webster","BHA","D","144","mcavinur","BHA 0<br/>@CHE 2 F","7.35","7.35","14%","-11.5%"
"Oriol Romeu","SOU","M","145","FA","SOU 1<br/>@TOT 2 F","7.35","7.35","12%","-12.9%"
"Lewis Dunk","BHA","D","146","Seanmacd","BHA 0<br/>@CHE 2 F","7.3","7.3","62%","-37.7%"
"Maya Yoshida","SOU","D","147","FA","SOU 1<br/>@TOT 2 F","7.3","7.3","2%","-6.5%"
"Roberto Firmino","LIV","M,F","148","Eoghanoc","LIV 1<br/>@SHU 0 F","7.25","7.25","100%","0%"
"Nicolas Pepe","ARS","F","149","Seanmacd","ARS 1<br/>@MUN 1 F","7.25","7.25","96%","-4.5%"
"Alex Iwobi","EVE","M,F","150","FA","MCI 3<br/>@EVE 1 F","7.25","7.25","74%","-1.1%"
"Ross Barkley","CHE","M","151","mcavinur","BHA 0<br/>@CHE 2 F","7.25","7.25","72%","-11.2%"
"Dennis Praet","LEI","M","152","FA","NEW 0<br/>@LEI 5 F","7.25","7.25","4%","-12.8%"
"Cheikhou Kouyate","CRY","M","153","FA","NOR 0<br/>@CRY 2 F","7.25","7.25","3%","+3.5%"
"Sead Kolasinac","ARS","D,M","154","FA","ARS 1<br/>@MUN 1 F","7.2","7.2","49%","-34.8%"
"Pascal Gross","BHA","M","155","Eoghanoc","BHA 0<br/>@CHE 2 F","7.1","7.1","89%","+5.6%"
"Jose Holebas","WAT","D","156","FA","WAT 0<br/>@WOL 2 F","7.05","7.05","38%","-12.1%"
"Daniel James","MUN","M","157","Seanmacd","ARS 1<br/>@MUN 1 F","7","7","91%","-8.9%"
"Jan Bednarek","SOU","D","158","Seanmacd","SOU 1<br/>@TOT 2 F","6.8","6.8","11%","+2.9%"
"Ilkay Gundogan","MCI","M","159","FA","MCI 3<br/>@EVE 1 F","6.75","6.75","73%","-10.4%"
"Joelinton","NEW","F","160","FA","NEW 0<br/>@LEI 5 F","6.6","6.6","68%","-32.1%"
"Matteo Guendouzi","ARS","M","161","MKFC","ARS 1<br/>@MUN 1 F","6.55","6.55","67%","-16.4%"
"Angus Gunn","SOU","G","162","FA","SOU 1<br/>@TOT 2 F","6.5","6.5","18%","-7%"
"Moussa Sissoko","TOT","M","163","FA","SOU 1<br/>@TOT 2 F","6.25","6.25","30%","-11.5%"
"Ben Godfrey","NOR","D,M","164","FA","NOR 0<br/>@CRY 2 F","6.2","6.2","4%","-4.6%"
"Issa Diop","WHU","D","165","FA","WHU 2<br/>@BOU 2 F","6.15","6.15","34%","-16%"
"Harry Maguire","MUN","D","166","ColmOF","ARS 1<br/>@MUN 1 F","6.1","6.1","99%","-0.8%"
"Ashley Young","MUN","D","167","FA","ARS 1<br/>@MUN 1 F","6.1","6.1","33%","-41.7%"
"Miguel Almiron","NEW","M","168","FA","NEW 0<br/>@LEI 5 F","6","6","46%","-12.8%"
"Sofiane Boufal","SOU","M","169","FA","SOU 1<br/>@TOT 2 F","6","6","25%","-41.2%"
"Dominic Solanke","BOU","F","170","FA","WHU 2<br/>@BOU 2 F","6","6","11%","+2.3%"
"Ki Sung-yueng","NEW","M","171","FA","NEW 0<br/>@LEI 5 F","6","6","1%","+0.9%"
"Craig Cathcart","WAT","D","172","FA","WAT 0<br/>@WOL 2 F","5.95","5.95","6%","-18.9%"
"Angelo Ogbonna","WHU","D","173","FA","WHU 2<br/>@BOU 2 F","5.85","5.85","9%","-7.5%"
"Victor Lindelof","MUN","D","174","FA","ARS 1<br/>@MUN 1 F","5.8","5.8","57%","-1.2%"
"Joseph Willock","ARS","M","175","FA","ARS 1<br/>@MUN 1 F","5.75","5.75","8%","+8.1%"
"Jeff Hendrick","BUR","M","176","FA","BUR 2<br/>@AVL 2 F","5.75","5.75","4%","-13%"
"Jordan Henderson","LIV","M","177","FA","LIV 1<br/>@SHU 0 F","5.7","5.7","32%","-9.5%"
"Christian Atsu","NEW","M","178","ColmL","NEW 0<br/>@LEI 5 F","5.7","5.7","29%","+4%"
"Sadio Mane","LIV","M,F","179","Seanmacd","LIV 1<br/>@SHU 0 F","5.6","5.6","100%","-0.1%"
"Divock Origi","LIV","F","180","FA","LIV 1<br/>@SHU 0 F","5.6","5.6","46%","+3.8%"
"Lucas Torreira","ARS","M","181","FA","ARS 1<br/>@MUN 1 F","5.6","5.6","21%","-12.7%"
"Steven Alzate","BHA","F","182","FA","BHA 0<br/>@CHE 2 F","5.6","5.6","1%","-7%"
"Oliver McBurnie","SHU","F","183","FA","LIV 1<br/>@SHU 0 F","5.55","5.55","8%","-8.6%"
"Toby Alderweireld","TOT","D","184","Damo","SOU 1<br/>@TOT 2 F","5.5","5.5","81%","-2.3%"
"Harry Wilson","BOU","M","185","Damo","WHU 2<br/>@BOU 2 F","5.5","5.5","66%","-33.8%"
"Jamaal Lascelles","NEW","D","186","FA","NEW 0<br/>@LEI 5 F","5.45","5.45","24%","-1.1%"
"Philip Billing","BOU","M","187","ColmOF","WHU 2<br/>@BOU 2 F","5.35","5.35","53%","+28.4%"
"Jannik Vestergaard","SOU","D","188","MKFC","SOU 1<br/>@TOT 2 F","5.3","5.3","60%","+1.7%"
"Bjorn Engels","AVL","D","189","FA","BUR 2<br/>@AVL 2 F","5.3","5.3","10%","-7%"
"Calum Chambers","ARS","D,M","190","FA","ARS 1<br/>@MUN 1 F","5.25","5.25","44%","-6%"
"Andreas Pereira","MUN","M","191","FA","ARS 1<br/>@MUN 1 F","5.25","5.25","17%","+0.3%"
"Morgan Gibbs-White","WOL","M","192","FA","WAT 0<br/>@WOL 2 F","5.25","5.25","1%","+1.2%"
"Callum Robinson","SHU","F","193","FA","LIV 1<br/>@SHU 0 F","5","5","7%","-10.1%"
"Steve Cook","BOU","D","194","FA","WHU 2<br/>@BOU 2 F","4.85","4.85","28%","-5.8%"
"Yves Bissouma","BHA","M,F","195","FA","BHA 0<br/>@CHE 2 F","4.85","4.85","1%","-7.2%"
"Gaetan Bong","BHA","D","196","FA","BHA 0<br/>@CHE 2 F","4.8","4.8","1%","+0.8%"
"Mateo Kovacic","CHE","M","197","FA","BHA 0<br/>@CHE 2 F","4.75","4.75","35%","-23.4%"
"Ben Foster","WAT","G","198","FA","WAT 0<br/>@WOL 2 F","4.75","4.75","33%","+24.7%"
"Tom Heaton","AVL","G","199","mcavinur","BUR 2<br/>@AVL 2 F","4.75","4.75","31%","+14.3%"
"Reiss Nelson","ARS","F","200","FA","ARS 1<br/>@MUN 1 F","4.75","4.75","3%","+3.2%"
"Michael Keane","EVE","D","201","Eoghanoc","MCI 3<br/>@EVE 1 F","4.7","4.7","87%","-12.6%"
"Craig Dawson","WAT","D","202","FA","WAT 0<br/>@WOL 2 F","4.7","4.7","3%","+2.7%"
"Sokratis","ARS","D","203","FA","ARS 1<br/>@MUN 1 F","4.6","4.6","35%","-6.9%"
"Nicolas Otamendi","MCI","D","204","Damo","MCI 3<br/>@EVE 1 F","4.55","4.55","78%","-13.2%"
"Emil Krafth","NEW","D","205","FA","NEW 0<br/>@LEI 5 F","4.55","4.55","1%","+1.1%"
"Manuel Lanzini","WHU","M","206","Damo","WHU 2<br/>@BOU 2 F","4.5","4.5","97%","-3.2%"
"Nick Pope","BUR","G","207","ZKL","BUR 2<br/>@AVL 2 F","4.5","4.5","87%","-5%"
"Erik Lamela","TOT","M","208","Eoghanoc","SOU 1<br/>@TOT 2 F","4.5","4.5","86%","-5.3%"
"Jordan Ayew","CRY","F","209","FA","NOR 0<br/>@CRY 2 F","4.5","4.5","52%","-14.5%"
"Ashley Westwood","BUR","M","210","FA","BUR 2<br/>@AVL 2 F","4.5","4.5","39%","-36%"
"Andre Gray","WAT","F","211","FA","WAT 0<br/>@WOL 2 F","4.5","4.5","15%","-10.4%"
"Marco Stiepermann","NOR","M","212","FA","NOR 0<br/>@CRY 2 F","4.5","4.5","3%","-4.8%"
"Arnaut Danjuma Groeneveld","BOU","F","213","FA","WHU 2<br/>@BOU 2 F","4.5","4.5","1%","-7%"
"Max Aarons","NOR","D","214","FA","NOR 0<br/>@CRY 2 F","4.4","4.4","15%","-9.7%"
"Raul Jimenez","WOL","F","215","Eoghanoc","WAT 0<br/>@WOL 2 F","4.35","4.35","100%","-0.4%"
"Nathan Redmond","SOU","M,F","216","Eoghanoc","SOU 1<br/>@TOT 2 F","4.25","4.25","92%","+0.6%"
"Jack OConnell","SHU","D","217","FA","LIV 1<br/>@SHU 0 F","4.25","4.25","41%","-8.8%"
"Conor Hourihane","AVL","M","218","FA","BUR 2<br/>@AVL 2 F","4.25","4.25","15%","-1.6%"
"Kyle Walker","MCI","D","219","MKFC","MCI 3<br/>@EVE 1 F","4.2","4.2","92%","-7.7%"
"Todd Cantwell","NOR","M","220","Seanmacd","NOR 0<br/>@CRY 2 F","4.2","4.2","84%","-15.6%"
"Wesley","AVL","F","221","FA","BUR 2<br/>@AVL 2 F","4","4","84%","-8.1%"
"Patrick Roberts","NOR","M","222","FA","NOR 0<br/>@CRY 2 F","4","4","1%","+1.1%"
"Jack Cork","BUR","M","223","FA","BUR 2<br/>@AVL 2 F","3.95","3.95","7%","+6.7%"
"Fred","MUN","M","224","FA","ARS 1<br/>@MUN 1 F","3.85","3.85","4%","-4.5%"
"Granit Xhaka","ARS","M","225","FA","ARS 1<br/>@MUN 1 F","3.7","3.7","38%","-19.9%"
"Gerard Deulofeu","WAT","F","226","FA","WAT 0<br/>@WOL 2 F","3.6","3.6","80%","-11.5%"
"Dani Ceballos","ARS","M","227","Damo","ARS 1<br/>@MUN 1 F","3.5","3.5","86%","-14%"
"Neal Maupay","BHA","F","228","FA","BHA 0<br/>@CHE 2 F","3.25","3.25","39%","-27.6%"
"Martin Dubravka","NEW","G","229","Seanmacd","NEW 0<br/>@LEI 5 F","3.25","3.25","28%","+2.6%"
"Ismaila Sarr","WAT","F","230","FA","WAT 0<br/>@WOL 2 F","3.25","3.25","11%","+2.5%"
"Ashley Barnes","BUR","F","231","Seanmacd","BUR 2<br/>@AVL 2 F","3.1","3.1","90%","-2%"
"Morgan Schneiderlin","EVE","M","232","FA","MCI 3<br/>@EVE 1 F","3.1","3.1","2%","-6.8%"
"Ralf Fahrmann","NOR","G","233","FA","NOR 0<br/>@CRY 2 F","3","3","1%","+1.1%"
"Michael McGovern","NOR","G","234","FA","NOR 0<br/>@CRY 2 F","2.75","2.75","1%","+1.1%"
"Serge Aurier","TOT","D","235","FA","SOU 1<br/>@TOT 2 F","2.7","2.7","71%","+4.3%"
"Fabian Schar","NEW","D","236","ZKL","NEW 0<br/>@LEI 5 F","2.6","2.6","81%","+14.5%"
"Ruben Neves","WOL","M","237","FA","WAT 0<br/>@WOL 2 F","2.5","2.5","72%","-11.2%"
"Mark Noble","WHU","M","238","FA","WHU 2<br/>@BOU 2 F","2.5","2.5","30%","-20.1%"
"Jesse Lingard","MUN","M,F","239","FA","ARS 1<br/>@MUN 1 F","2.5","2.5","29%","-4%"
"Bernardo Silva","MCI","M,F","240","mcavinur","MCI 3<br/>@EVE 1 F","2.35","2.35","100%","-0.1%"
"Moise Kean","EVE","F","241","Damo","MCI 3<br/>@EVE 1 F","2.25","2.25","60%","-15.3%"
"Daryl Janmaat","WAT","D","242","FA","WAT 0<br/>@WOL 2 F","2.2","2.2","2%","-6.6%"
