"Player","Team","Position","Rk","Status","Opponent","FPts","FP/G","% Owned"
"Willian","CHE","M,F","20","MAX","MCI 1<br/>@CHE 2 F","18","18","-"
"Declan Rice","WHU","M","21","MKFC","WHU 0<br/>@TOT 2 F","17.6","17.6","-"
"Mason Holgate","EVE","D","22","FA","EVE 1<br/>@NOR 0 F","17.15","17.15","-"
"Kevin De Bruyne","MCI","M","23","Eoghanoc","MCI 1<br/>@CHE 2 F","17","17","-"
"Riyad Mahrez","MCI","M,F","24","ColmOF","MCI 1<br/>@CHE 2 F","17","17","-"
"Emiliano Martinez","ARS","G","25","mcavinur","ARS 2<br/>@SOU 0 F","17","17","-"
"Matthew Lowton","BUR","D","26","FA","WAT 0<br/>@BUR 1 F","16.85","16.85","-"
"Ben Davies","TOT","D","27","ColmOF","WHU 0<br/>@TOT 2 F","16.8","16.8","-"
"Joseph Gomez","LIV","D","28","mcavinur","CRY 0<br/>@LIV 4 F","16.75","16.75","-"
"Charlie Taylor","BUR","D","29","Damo","WAT 0<br/>@BUR 1 F","16.6","16.6","-"
"Matt Doherty","WOL","D,M","30","Damo","BOU 0<br/>@WOL 1 F","16.55","16.55","-"
"Hector Bellerin","ARS","D","31","FA","ARS 2<br/>@SOU 0 F","16.5","16.5","-"
"Serge Aurier","TOT","D","32","MAX","WHU 0<br/>@TOT 2 F","16.45","16.45","-"
"Harry Maguire","MUN","D","33","MKFC","SHU 0<br/>@MUN 3 F","16.4","16.4","-"
"Dwight McNeil","BUR","M","34","Eoghanoc","WAT 0<br/>@BUR 1 F","16.35","16.35","-"
"Ben Chilwell","LEI","D","35","Eoghanoc","BHA 0<br/>@LEI 0 F","16.25","16.25","-"
"Giovani Lo Celso","TOT","M","36","FA","WHU 0<br/>@TOT 2 F","16.25","16.25","-"
"Caglar Soyuncu","LEI","D","37","FA","BHA 0<br/>@LEI 0 F","16.15","16.15","-"
"Jarrod Bowen","HUL/WHU","M,F","38","mcavinur","WHU 0<br/>@TOT 2 F","15.6","15.6","-"
"Luke Shaw","MUN","D","39","FA","SHU 0<br/>@MUN 3 F","15.6","15.6","-"
"Willy Boly","WOL","D","40","mcavinur","BOU 0<br/>@WOL 1 F","15.55","15.55","-"
"Harry Kane","TOT","F","41","MKFC","WHU 0<br/>@TOT 2 F","15.5","15.5","-"
"Paul Pogba","MUN","M","42","ColmL","SHU 0<br/>@MUN 3 F","15.1","15.1","-"
"Hugo Lloris","TOT","G","43","FA","WHU 0<br/>@TOT 2 F","15","15","-"
"Ben Mee","BUR","D","44","Eoghanoc","WAT 0<br/>@BUR 1 F","15","15","-"
"Mat Ryan","BHA","G","45","FA","BHA 0<br/>@LEI 0 F","15","15","-"
"Jonny Evans","LEI","D","46","Damo","BHA 0<br/>@LEI 0 F","14.95","14.95","-"
"Rob Holding","ARS","D","47","FA","ARS 2<br/>@SOU 0 F","14.9","14.9","-"
"Allan Saint-Maximin","NEW","M,F","48","MAX","AVL 1<br/>@NEW 1 F","14.7","14.7","-"
"Davinson Sanchez","TOT","D","49","FA","WHU 0<br/>@TOT 2 F","14.55","14.55","-"
"Victor Lindelof","MUN","D","50","FA","SHU 0<br/>@MUN 3 F","14.5","14.5","-"
"Dan Burn","BHA","D","51","FA","BHA 0<br/>@LEI 0 F","14.35","14.35","-"
"Jordan Pickford","EVE","G","52","FA","EVE 1<br/>@NOR 0 F","14","14","-"
"Bernard","EVE","M,F","53","FA","EVE 1<br/>@NOR 0 F","13.75","13.75","-"
"Ederson","MCI","G","54","ColmL","MCI 1<br/>@CHE 2 F","13.75","13.75","-"
"Lewis Dunk","BHA","D","55","RBF","BHA 0<br/>@LEI 0 F","13.65","13.65","-"
"Adama Traore","WOL","M,F","56","MKFC","BOU 0<br/>@WOL 1 F","13.5","13.5","-"
"Seamus Coleman","EVE","D","57","ColmL","EVE 1<br/>@NOR 0 F","13.15","13.15","-"
"James Justin","LEI","D","58","RBF","BHA 0<br/>@LEI 0 F","13.15","13.15","-"
"Kieran Tierney","ARS","D","59","FA","ARS 2<br/>@SOU 0 F","13.15","13.15","-"
"Eddie Nketiah","ARS","F","60","FA","ARS 2<br/>@SOU 0 F","13.1","13.1","-"
"David de Gea","MUN","G","61","FA","SHU 0<br/>@MUN 3 F","13","13","-"
"Andreas Christensen","CHE","D","62","FA","MCI 1<br/>@CHE 2 F","12.8","12.8","-"
"Tim Krul","NOR","G","63","FA","EVE 1<br/>@NOR 0 F","12.75","12.75","-"
"Dominic Calvert-Lewin","EVE","F","64","MKFC","EVE 1<br/>@NOR 0 F","12.35","12.35","-"
"Son Heung-Min","TOT","M,F","65","Damo","WHU 0<br/>@TOT 2 F","12.35","12.35","-"
"Shkodran Mustafi","ARS","D","66","FA","ARS 2<br/>@SOU 0 F","12.3","12.3","-"
"Moussa Sissoko","TOT","M","67","FA","WHU 0<br/>@TOT 2 F","12.25","12.25","-"
"Rui Patricio","WOL","G","68","Damo","BOU 0<br/>@WOL 1 F","12.25","12.25","-"
"Raul Jimenez","WOL","F","69","Eoghanoc","BOU 0<br/>@WOL 1 F","12.2","12.2","-"
"Conor Coady","WOL","D","70","FA","BOU 0<br/>@WOL 1 F","12.05","12.05","-"
"Adam Smith","BOU","D","71","FA","BOU 0<br/>@WOL 1 F","11.9","11.9","-"
"John Lundstram","SHU","D,M","72","Eoghanoc","SHU 0<br/>@MUN 3 F","11.85","11.85","-"
"Conor Hourihane","AVL","M","73","FA","AVL 1<br/>@NEW 1 F","11.75","11.75","-"
"Shane Duffy","BHA","D","74","FA","BHA 0<br/>@LEI 0 F","11.7","11.7","-"
"Tammy Abraham","CHE","F","75","Damo","MCI 1<br/>@CHE 2 F","11.6","11.6","-"
"Ahmed El Mohamady","AVL","D","76","FA","AVL 1<br/>@NEW 1 F","11.6","11.6","-"
"Max Aarons","NOR","D","77","FA","EVE 1<br/>@NOR 0 F","11.5","11.5","-"
"Pierre-Emile Hojbjerg","SOU","M","78","FA","ARS 2<br/>@SOU 0 F","11.5","11.5","-"
"James Ward-Prowse","SOU","M","79","Damo","ARS 2<br/>@SOU 0 F","11.45","11.45","-"
"Cheikhou Kouyate","CRY","M","80","FA","CRY 0<br/>@LIV 4 F","11.3","11.3","-"
"Wilfred Ndidi","LEI","M","81","MAX","BHA 0<br/>@LEI 0 F","11.05","11.05","-"
"Stuart Armstrong","SOU","M,F","82","mcavinur","ARS 2<br/>@SOU 0 F","11","11","-"
"Alisson","LIV","G","83","Damo","CRY 0<br/>@LIV 4 F","11","11","-"
"Joseph Willock","ARS","M","84","FA","ARS 2<br/>@SOU 0 F","11","11","-"
"Dale Stephens","BHA","M","85","FA","BHA 0<br/>@LEI 0 F","10.95","10.95","-"
"Aaron Mooy","BHA","M,F","86","FA","BHA 0<br/>@LEI 0 F","10.85","10.85","-"
"Dani Ceballos","ARS","M","87","ColmOF","ARS 2<br/>@SOU 0 F","10.7","10.7","-"
"Dwight Gayle","NEW","F","88","FA","AVL 1<br/>@NEW 1 F","10.5","10.5","-"
"Andy Carroll","NEW","F","89","FA","AVL 1<br/>@NEW 1 F","10.35","10.35","-"
"Craig Dawson","WAT","D","90","FA","WAT 0<br/>@BUR 1 F","10.35","10.35","-"
"Jack Grealish","AVL","M,F","91","mcavinur","AVL 1<br/>@NEW 1 F","10.25","10.25","-"
"Romain Saiss","WOL","D,M","92","FA","BOU 0<br/>@WOL 1 F","10.1","10.1","-"
"Eric Dier","TOT","D,M","93","FA","WHU 0<br/>@TOT 2 F","10.05","10.05","-"
"Lukasz Fabianski","WHU","G","94","ColmOF","WHU 0<br/>@TOT 2 F","10","10","-"
"Jordan Henderson","LIV","M","95","Eoghanoc","CRY 0<br/>@LIV 4 F","10","10","-"
"Matt Ritchie","NEW","D,M","96","ColmL","AVL 1<br/>@NEW 1 F","9.75","9.75","-"
"Nathan Ake","BOU","D","97","FA","BOU 0<br/>@WOL 1 F","9.55","9.55","-"
"Josh Brownhill","BUR","M","98","FA","WAT 0<br/>@BUR 1 F","9.55","9.55","-"
"Patrick van Aanholt","CRY","D","99","mcavinur","CRY 0<br/>@LIV 4 F","9.4","9.4","-"
"Etienne Capoue","WAT","M","100","FA","WAT 0<br/>@BUR 1 F","9.35","9.35","-"
"Jamie Vardy","LEI","F","101","ColmOF","BHA 0<br/>@LEI 0 F","9.35","9.35","-"
"Wayne Hennessey","CRY","G","102","FA","CRY 0<br/>@LIV 4 F","9.25","9.25","-"
"James Maddison","LEI","M","103","FA","BHA 0<br/>@LEI 0 F","9.25","9.25","-"
"Georginio Wijnaldum","LIV","M","104","FA","CRY 0<br/>@LIV 4 F","9.25","9.25","-"
"Jonjo Shelvey","NEW","M","105","FA","AVL 1<br/>@NEW 1 F","9.2","9.2","-"
"Jack Stacey","BOU","D","106","FA","BOU 0<br/>@WOL 1 F","9.2","9.2","-"
"Bruno Fernandes","MUN","M","107","MKFC","SHU 0<br/>@MUN 3 F","9.1","9.1","-"
"Aaron Cresswell","WHU","D","108","FA","WHU 0<br/>@TOT 2 F","9.1","9.1","-"
"Andre Gomes","EVE","M","109","FA","EVE 1<br/>@NOR 0 F","9.1","9.1","-"
"Cesar Azpilicueta","CHE","D","110","RBF","MCI 1<br/>@CHE 2 F","9","9","-"
"Ben Foster","WAT","G","111","FA","WAT 0<br/>@BUR 1 F","9","9","-"
"Jack Cork","BUR","M","112","FA","WAT 0<br/>@BUR 1 F","8.75","8.75","-"
"Yves Bissouma","BHA","M,F","113","FA","BHA 0<br/>@LEI 0 F","8.7","8.7","-"
"Joel Ward","CRY","D","114","FA","CRY 0<br/>@LIV 4 F","8.7","8.7","-"
"Nemanja Matic","MUN","M","115","FA","SHU 0<br/>@MUN 3 F","8.6","8.6","-"
"Alex McCarthy","SOU","G","116","FA","ARS 2<br/>@SOU 0 F","8.5","8.5","-"
"Ashley Westwood","BUR","M","117","MKFC","WAT 0<br/>@BUR 1 F","8.5","8.5","-"
"Ezri Konsa Ngoyo","AVL","D","118","FA","AVL 1<br/>@NEW 1 F","8.3","8.3","-"
"Pierre-Emerick Aubameyang","ARS","M,F","119","ColmOF","ARS 2<br/>@SOU 0 F","8.25","8.25","-"
"Kiko Femenia","WAT","D","120","FA","WAT 0<br/>@BUR 1 F","8.15","8.15","-"
"N'Golo Kante","CHE","M","121","FA","MCI 1<br/>@CHE 2 F","8.05","8.05","-"
"Michail Antonio","WHU","M,F","122","MAX","WHU 0<br/>@TOT 2 F","8","8","-"
"Alexandre Lacazette","ARS","F","123","ColmL","ARS 2<br/>@SOU 0 F","8","8","-"
"Max Meyer","CRY","M","124","FA","CRY 0<br/>@LIV 4 F","8","8","-"
"Simon Moore","SHU","G","125","FA","SHU 0<br/>@MUN 3 F","8","8","-"
"Lucas Moura","TOT","M,F","126","mcavinur","WHU 0<br/>@TOT 2 F","8","8","-"
"Jan Bednarek","SOU","D","127","RBF","ARS 2<br/>@SOU 0 F","7.95","7.95","-"
"Nampalys Mendy","LEI","M","128","FA","BHA 0<br/>@LEI 0 F","7.8","7.8","-"
"Andros Townsend","CRY","M,F","129","FA","CRY 0<br/>@LIV 4 F","7.8","7.8","-"
"Troy Deeney","WAT","F","130","mcavinur","WAT 0<br/>@BUR 1 F","7.75","7.75","-"
"Anwar El Ghazi","AVL","M,F","131","FA","AVL 1<br/>@NEW 1 F","7.75","7.75","-"
"Mason Greenwood","MUN","M,F","132","ColmOF","SHU 0<br/>@MUN 3 F","7.75","7.75","-"
"Phil Jagielka","SHU","D","133","FA","SHU 0<br/>@MUN 3 F","7.7","7.7","-"
"Mbwana Samatta","AVL","F","134","FA","AVL 1<br/>@NEW 1 F","7.55","7.55","-"
"Danny Rose","TOT/NEW","D,M","135","FA","AVL 1<br/>@NEW 1 F","7.5","7.5","-"
"Emiliano Buendia","NOR","M","136","ColmL","EVE 1<br/>@NOR 0 F","7.25","7.25","-"
"Aaron Connolly","BHA","F","137","FA","BHA 0<br/>@LEI 0 F","7.25","7.25","-"
"Josip Drmic","NOR","F","138","FA","EVE 1<br/>@NOR 0 F","7.25","7.25","-"
"Orjan Nyland","AVL","G","139","FA","AVL 1<br/>@NEW 1 F","7.25","7.25","-"
"Ismaila Sarr","WAT","M,F","140","MKFC","WAT 0<br/>@BUR 1 F","7.25","7.25","-"
"George Baldock","SHU","D,M","141","ColmL","SHU 0<br/>@MUN 3 F","7.2","7.2","-"
"Onel Hernandez","NOR","M","142","FA","EVE 1<br/>@NOR 0 F","7.2","7.2","-"
"Tyrone Mings","AVL","D","143","FA","AVL 1<br/>@NEW 1 F","7.1","7.1","-"
"Miguel Almiron","NEW","M,F","144","MKFC","AVL 1<br/>@NEW 1 F","7","7","-"
"Javier Manquillo","NEW","D","145","FA","AVL 1<br/>@NEW 1 F","7","7","-"
"Matej Vydra","BUR","F","146","FA","WAT 0<br/>@BUR 1 F","7","7","-"
"Federico Fernandez","NEW","D","147","FA","AVL 1<br/>@NEW 1 F","6.95","6.95","-"
"Jack Robinson","QPR/SHU","D","148","FA","SHU 0<br/>@MUN 3 F","6.9","6.9","-"
"John McGinn","AVL","M","149","ColmL","AVL 1<br/>@NEW 1 F","6.85","6.85","-"
"Junior Stanislas","BOU","M","150","FA","BOU 0<br/>@WOL 1 F","6.85","6.85","-"
"Adam Masina","WAT","D","151","FA","WAT 0<br/>@BUR 1 F","6.8","6.8","-"
"Nathan Redmond","SOU","M,F","152","Eoghanoc","ARS 2<br/>@SOU 0 F","6.75","6.75","-"
"Matt Targett","AVL","D,M","153","FA","AVL 1<br/>@NEW 1 F","6.7","6.7","-"
"Bukayo Saka","ARS","D,M,F","154","FA","ARS 2<br/>@SOU 0 F","6.6","6.6","-"
"Mamadou Sakho","CRY","D","155","FA","CRY 0<br/>@LIV 4 F","6.6","6.6","-"
"Mason Mount","CHE","M,F","156","RBF","MCI 1<br/>@CHE 2 F","6.45","6.45","-"
"Joao Moutinho","WOL","M","157","MAX","BOU 0<br/>@WOL 1 F","6.45","6.45","-"
"Ilkay Gundogan","MCI","M","158","FA","MCI 1<br/>@CHE 2 F","6.35","6.35","-"
"Rodrigo","MCI","M","159","mcavinur","MCI 1<br/>@CHE 2 F","6.35","6.35","-"
"Will Hughes","WAT","M","160","FA","WAT 0<br/>@BUR 1 F","6.35","6.35","-"
"Oliver McBurnie","SHU","F","161","mcavinur","SHU 0<br/>@MUN 3 F","6.35","6.35","-"
"Roberto Firmino","LIV","M,F","162","Eoghanoc","CRY 0<br/>@LIV 4 F","6.25","6.25","-"
"David Brooks","BOU","M","163","FA","BOU 0<br/>@WOL 1 F","6.25","6.25","-"
"Alexis Mac Allister","BHA","M","164","FA","BHA 0<br/>@LEI 0 F","6.25","6.25","-"
"Demarai Gray","LEI","M","165","FA","BHA 0<br/>@LEI 0 F","6.1","6.1","-"
"Kelechi Iheanacho","LEI","F","166","FA","BHA 0<br/>@LEI 0 F","6.1","6.1","-"
"Jefferson Lerma","BOU","M","167","FA","BOU 0<br/>@WOL 1 F","6.1","6.1","-"
"Trezeguet","AVL","M,F","168","FA","AVL 1<br/>@NEW 1 F","6","6","-"
"Michael Obafemi","SOU","F","169","FA","ARS 2<br/>@SOU 0 F","6","6","-"
"Kyle Walker","MCI","D","170","ColmOF","MCI 1<br/>@CHE 2 F","6","6","-"
"Fabian Balbuena","WHU","D","171","FA","WHU 0<br/>@TOT 2 F","5.95","5.95","-"
"Ryan Bertrand","SOU","D,M","172","ColmOF","ARS 2<br/>@SOU 0 F","5.9","5.9","-"
"Lewis Cook","BOU","M","173","FA","BOU 0<br/>@WOL 1 F","5.75","5.75","-"
"Pablo Fornals","WHU","M","174","FA","WHU 0<br/>@TOT 2 F","5.75","5.75","-"
"Kenny McLean","NOR","M","175","FA","EVE 1<br/>@NOR 0 F","5.75","5.75","-"
"Granit Xhaka","ARS","M","176","FA","ARS 2<br/>@SOU 0 F","5.75","5.75","-"
"Kortney Hause","AVL","D","177","FA","AVL 1<br/>@NEW 1 F","5.65","5.65","-"
"Jamaal Lascelles","NEW","D","178","FA","AVL 1<br/>@NEW 1 F","5.6","5.6","-"
"Isaac Hayden","NEW","M","179","FA","AVL 1<br/>@NEW 1 F","5.5","5.5","-"
"Timm Klose","NOR","D","180","FA","EVE 1<br/>@NOR 0 F","5.5","5.5","-"
"Tomas Soucek","WHU","M","181","mcavinur","WHU 0<br/>@TOT 2 F","5.5","5.5","-"
"Kepa Arrizabalaga","CHE","G","182","FA","MCI 1<br/>@CHE 2 F","5.25","5.25","-"
"Aaron Ramsdale","BOU","G","183","FA","BOU 0<br/>@WOL 1 F","5.25","5.25","-"
"Danny Welbeck","WAT","F","184","FA","WAT 0<br/>@BUR 1 F","5.25","5.25","-"
"Gary Cahill","CRY","D","185","MKFC","CRY 0<br/>@LIV 4 F","5.2","5.2","-"
"Benjamin Mendy","MCI","D","186","ColmOF","MCI 1<br/>@CHE 2 F","5.2","5.2","-"
"Ross Barkley","CHE","M","187","Damo","MCI 1<br/>@CHE 2 F","5","5","-"
"Martin Dubravka","NEW","G","188","RBF","AVL 1<br/>@NEW 1 F","5","5","-"
"Danny Ings","SOU","F","189","Damo","ARS 2<br/>@SOU 0 F","5","5","-"
"Lukas Rupp","NOR","M","190","FA","EVE 1<br/>@NOR 0 F","5","5","-"
"Sander Berge","SHU","M","191","FA","SHU 0<br/>@MUN 3 F","4.95","4.95","-"
"Douglas Luiz","AVL","M","192","MAX","AVL 1<br/>@NEW 1 F","4.95","4.95","-"
"Issa Diop","WHU","D","193","FA","WHU 0<br/>@TOT 2 F","4.85","4.85","-"
"Olivier Giroud","CHE","F","194","MAX","MCI 1<br/>@CHE 2 F","4.85","4.85","-"
"James McArthur","CRY","M","195","RBF","CRY 0<br/>@LIV 4 F","4.85","4.85","-"
"James McCarthy","CRY","M","196","FA","CRY 0<br/>@LIV 4 F","4.85","4.85","-"
"Antonio Rudiger","CHE","D","197","FA","MCI 1<br/>@CHE 2 F","4.85","4.85","-"
"Jordan Ayew","CRY","M,F","198","RBF","CRY 0<br/>@LIV 4 F","4.75","4.75","-"
"Pedro Neto","WOL","F","199","FA","BOU 0<br/>@WOL 1 F","4.75","4.75","-"
"Raheem Sterling","MCI","M,F","200","ColmL","MCI 1<br/>@CHE 2 F","4.75","4.75","-"
"Ben Godfrey","NOR","D,M","201","FA","EVE 1<br/>@NOR 0 F","4.65","4.65","-"
"Yan Valery","SOU","D,M","202","FA","ARS 2<br/>@SOU 0 F","4.65","4.65","-"
"Dan Gosling","BOU","M","203","FA","BOU 0<br/>@WOL 1 F","4.5","4.5","-"
"Diogo Jota","WOL","M,F","204","Damo","BOU 0<br/>@WOL 1 F","4.5","4.5","-"
"Bernardo Silva","MCI","M,F","205","mcavinur","MCI 1<br/>@CHE 2 F","4.5","4.5","-"
"Ruben Neves","WOL","M","206","MKFC","BOU 0<br/>@WOL 1 F","4.5","4.5","-"
"Aymeric Laporte","MCI","D","207","FA","MCI 1<br/>@CHE 2 F","4.45","4.45","-"
"Shane Long","SOU","F","208","FA","ARS 2<br/>@SOU 0 F","4.25","4.25","-"
"David McGoldrick","SHU","F","209","FA","SHU 0<br/>@MUN 3 F","4.25","4.25","-"
"Oliver Norwood","SHU","M","210","RBF","SHU 0<br/>@MUN 3 F","4.25","4.25","-"
"Gylfi Sigurdsson","EVE","M","211","ColmOF","EVE 1<br/>@NOR 0 F","4.25","4.25","-"
"Alexander Tettey","NOR","M","212","FA","EVE 1<br/>@NOR 0 F","4.15","4.15","-"
"Neco Williams","LIV","D","213","FA","CRY 0<br/>@LIV 4 F","4.15","4.15","-"
"Joelinton","NEW","F","214","FA","AVL 1<br/>@NEW 1 F","4","4","-"
"Nicolas Pepe","ARS","M,F","215","mcavinur","ARS 2<br/>@SOU 0 F","4","4","-"
"Richarlison","EVE","M,F","216","ColmL","EVE 1<br/>@NOR 0 F","4","4","-"
"Kyle Walker-Peters","TOT/SOU","D","217","FA","ARS 2<br/>@SOU 0 F","3.9","3.9","-"
"Craig Cathcart","WAT","D","218","FA","WAT 0<br/>@BUR 1 F","3.8","3.8","-"
"Solly March","BHA","M,F","219","FA","BHA 0<br/>@LEI 0 F","3.75","3.75","-"
"Mark Noble","WHU","M","220","FA","WHU 0<br/>@TOT 2 F","3.75","3.75","-"
"Felipe Anderson","WHU","M","221","FA","WHU 0<br/>@TOT 2 F","3.75","3.75","-"
"Steve Cook","BOU","D","222","FA","BOU 0<br/>@WOL 1 F","3.4","3.4","-"
"Chris Basham","SHU","D","223","RBF","SHU 0<br/>@MUN 3 F","3.35","3.35","-"
"Philip Billing","BOU","M","224","FA","BOU 0<br/>@WOL 1 F","3.35","3.35","-"
"Ryan Fredericks","WHU","D","225","FA","WHU 0<br/>@TOT 2 F","3.35","3.35","-"
"Abdoulaye Doucoure","WAT","M","226","Damo","WAT 0<br/>@BUR 1 F","3.25","3.25","-"
"John Fleck","SHU","M","227","FA","SHU 0<br/>@MUN 3 F","3.25","3.25","-"
"Jamal Lewis","NOR","D","228","FA","EVE 1<br/>@NOR 0 F","3.1","3.1","-"
"Enda Stevens","SHU","D,M","229","MKFC","SHU 0<br/>@MUN 3 F","3.05","3.05","-"
"Tom Cleverley","WAT","M","230","FA","WAT 0<br/>@BUR 1 F","3","3","-"
"Sead Kolasinac","ARS","D,M","231","FA","ARS 2<br/>@SOU 0 F","3","3","-"
"Richairo Zivkovic","SHU","F","232","FA","SHU 0<br/>@MUN 3 F","3","3","-"
"Christian Kabasele","WAT","D","233","Eoghanoc","WAT 0<br/>@BUR 1 F","2.95","2.95","-"
"Dele Alli","TOT","M,F","234","ColmL","WHU 0<br/>@TOT 2 F","2.85","2.85","-"
"Leander Dendoncker","WOL","D,M","235","FA","BOU 0<br/>@WOL 1 F","2.85","2.85","-"
"Davy Propper","BHA","M","236","FA","BHA 0<br/>@LEI 0 F","2.85","2.85","-"
"Tom Davies","EVE","M","237","FA","EVE 1<br/>@NOR 0 F","2.75","2.75","-"
"Ainsley Maitland-Niles","ARS","D,M","238","MAX","ARS 2<br/>@SOU 0 F","2.75","2.75","-"
"Marvelous Nakamba","AVL","M","239","FA","AVL 1<br/>@NEW 1 F","2.75","2.75","-"
"Gabriel Jesus","MCI","F","240","MAX","MCI 1<br/>@CHE 2 F","2.75","2.75","-"
"Nicolas Otamendi","MCI","D","241","FA","MCI 1<br/>@CHE 2 F","2.65","2.65","-"
"Mario Vrancic","NOR","M","242","FA","EVE 1<br/>@NOR 0 F","2.6","2.6","-"
"Fernandinho","MCI","D,M","243","FA","MCI 1<br/>@CHE 2 F","2.55","2.55","-"
"Odion Ighalo","WAT/MUN","F","244","FA","SHU 0<br/>@MUN 3 F","2.5","2.5","-"
"Neal Maupay","BHA","F","245","FA","BHA 0<br/>@LEI 0 F","2.5","2.5","-"
"Lys Mousset","SHU","F","246","FA","SHU 0<br/>@MUN 3 F","2.5","2.5","-"
"Marcos Alonso","CHE","D,M","247","MKFC","MCI 1<br/>@CHE 2 F","2.45","2.45","-"
"Luka Milivojevic","CRY","M","248","RBF","CRY 0<br/>@LIV 4 F","2.35","2.35","-"
"Callum Wilson","BOU","F","249","FA","BOU 0<br/>@WOL 1 F","2.35","2.35","-"
"Keinan Davis","AVL","M,F","250","FA","AVL 1<br/>@NEW 1 F","2.25","2.25","-"
"Harvey Elliott","LIV","M","251","FA","CRY 0<br/>@LIV 4 F","2.25","2.25","-"
"Pedro","CHE","F","252","FA","MCI 1<br/>@CHE 2 F","2.25","2.25","-"
"Wilfried Zaha","CRY","M,F","253","ColmOF","CRY 0<br/>@LIV 4 F","2.25","2.25","-"
"Harry Wilson","BOU","M","254","FA","BOU 0<br/>@WOL 1 F","2.1","2.1","-"
"Erik Lamela","TOT","M","255","Eoghanoc","WHU 0<br/>@TOT 2 F","2","2","-"
"Takumi Minamino","LIV","F","256","FA","CRY 0<br/>@LIV 4 F","2","2","-"
"Teemu Pukki","NOR","F","257","FA","EVE 1<br/>@NOR 0 F","2","2","-"
"Harvey Barnes","LEI","M","258","FA","BHA 0<br/>@LEI 0 F","1.75","1.75","-"
"Billy Gilmour","CHE","M","259","FA","MCI 1<br/>@CHE 2 F","1.75","1.75","-"
"Adam Idah","NOR","F","260","FA","EVE 1<br/>@NOR 0 F","1.75","1.75","-"
"Daniel James","MUN","M","261","FA","SHU 0<br/>@MUN 3 F","1.75","1.75","-"
"Alex Oxlade-Chamberlain","LIV","M,F","262","FA","CRY 0<br/>@LIV 4 F","1.75","1.75","-"
"Nabil Bentaleb","TOT/NEW","M","263","FA","AVL 1<br/>@NEW 1 F","1.5","1.5","-"
"Anthony Gordon","EVE","M,F","264","FA","EVE 1<br/>@NOR 0 F","1.5","1.5","-"
"Glenn Murray","BHA","F","265","FA","BHA 0<br/>@LEI 0 F","1.5","1.5","-"
"Ayoze Perez","LEI","M,F","266","FA","BHA 0<br/>@LEI 0 F","1.5","1.5","-"
"David Silva","MCI","M","267","MAX","MCI 1<br/>@CHE 2 F","1.5","1.5","-"
"Youri Tielemans","LEI","M","268","FA","BHA 0<br/>@LEI 0 F","1.5","1.5","-"
"Lloyd Kelly","BOU","D","269","FA","BOU 0<br/>@WOL 1 F","1.45","1.45","-"
"Dominic Solanke","BOU","F","270","FA","BOU 0<br/>@WOL 1 F","1.35","1.35","-"
"Andre Gray","WAT","F","271","FA","WAT 0<br/>@BUR 1 F","1.25","1.25","-"
"Naby Keita","LIV","M","272","Damo","CRY 0<br/>@LIV 4 F","1.25","1.25","-"
"Valentino Lazaro","NEW","M","273","FA","AVL 1<br/>@NEW 1 F","1.25","1.25","-"
"Scott McTominay","MUN","M","274","Eoghanoc","SHU 0<br/>@MUN 3 F","1.25","1.25","-"
"Leandro Trossard","BHA","M,F","275","FA","BHA 0<br/>@LEI 0 F","1.25","1.25","-"
