"Player","Team","Position","Rk","Status","Opponent","FPts","FP/G","% Owned"
"Nick Pope","BUR","G","22","MAX","BUR 0<br/>@NEW 0 F","19.25","19.25","-"
"Dominic Calvert-Lewin","EVE","F","23","MKFC","MUN 1<br/>@EVE 1 F","18.8","18.8","-"
"Serge Aurier","TOT","D","24","MAX","WOL 3<br/>@TOT 2 F","18.55","18.55","-"
"James Ward-Prowse","SOU","M","25","Damo","SOU 1<br/>@WHU 3 F","18.55","18.55","-"
"Pedro","CHE","F","26","FA","CHE 2<br/>@BOU 2 F","17.6","17.6","-"
"Raul Jimenez","WOL","F","27","Eoghanoc","WOL 3<br/>@TOT 2 F","16.85","16.85","-"
"Charlie Taylor","BUR","D","28","Damo","BUR 0<br/>@NEW 0 F","16.85","16.85","-"
"Emiliano Buendia","NOR","M","29","ColmL","LEI 0<br/>@NOR 1 F","16.7","16.7","-"
"Christian Kabasele","WAT","D","30","Eoghanoc","LIV 0<br/>@WAT 3 F","16.45","16.45","-"
"Gary Cahill","CRY","D","31","MKFC","CRY 1<br/>@BHA 0 F","16.3","16.3","-"
"Craig Cathcart","WAT","D","32","FA","LIV 0<br/>@WAT 3 F","16.2","16.2","-"
"Kiko Femenia","WAT","D","33","FA","LIV 0<br/>@WAT 3 F","15.8","15.8","-"
"Jack Stacey","BOU","D","34","FA","CHE 2<br/>@BOU 2 F","15.8","15.8","-"
"Abdoulaye Doucoure","WAT","M","35","Damo","LIV 0<br/>@WAT 3 F","15.45","15.45","-"
"Pierre-Emile Hojbjerg","SOU","M","36","FA","SOU 1<br/>@WHU 3 F","15.25","15.25","-"
"Ben Mee","BUR","D","37","Eoghanoc","BUR 0<br/>@NEW 0 F","15.05","15.05","-"
"Declan Rice","WHU","M","38","MKFC","SOU 1<br/>@WHU 3 F","14.5","14.5","-"
"Isaac Hayden","NEW","M","39","FA","BUR 0<br/>@NEW 0 F","14.35","14.35","-"
"Jamaal Lascelles","NEW","D","40","FA","BUR 0<br/>@NEW 0 F","14.3","14.3","-"
"Grant Hanley","NOR","D","41","FA","LEI 0<br/>@NOR 1 F","14.15","14.15","-"
"Steven Bergwijn","TOT","F","42","Damo","WOL 3<br/>@TOT 2 F","14","14","-"
"Danny Rose","TOT/NEW","D,M","43","FA","BUR 0<br/>@NEW 0 F","13.85","13.85","-"
"Joel Ward","CRY","D","44","FA","CRY 1<br/>@BHA 0 F","13.85","13.85","-"
"Philip Billing","BOU","M","45","FA","CHE 2<br/>@BOU 2 F","13.75","13.75","-"
"Martin Dubravka","NEW","G","46","RBF","BUR 0<br/>@NEW 0 F","13.75","13.75","-"
"Scott Dann","CRY","D","47","FA","CRY 1<br/>@BHA 0 F","13.65","13.65","-"
"Federico Fernandez","NEW","D","48","FA","BUR 0<br/>@NEW 0 F","13.65","13.65","-"
"Miguel Almiron","NEW","M,F","49","MKFC","BUR 0<br/>@NEW 0 F","13.5","13.5","-"
"Jan Bednarek","SOU","D","50","RBF","SOU 1<br/>@WHU 3 F","13.45","13.45","-"
"Ben Foster","WAT","G","51","FA","LIV 0<br/>@WAT 3 F","13.25","13.25","-"
"David de Gea","MUN","G","52","FA","MUN 1<br/>@EVE 1 F","13.25","13.25","-"
"Ben Godfrey","NOR","D,M","53","FA","LEI 0<br/>@NOR 1 F","13.2","13.2","-"
"Romain Saiss","WOL","D,M","54","FA","WOL 3<br/>@TOT 2 F","13.05","13.05","-"
"Phil Bardsley","BUR","D","55","MAX","BUR 0<br/>@NEW 0 F","13","13","-"
"Jordan Ayew","CRY","M,F","56","RBF","CRY 1<br/>@BHA 0 F","12.85","12.85","-"
"Michael Obafemi","SOU","F","57","FA","SOU 1<br/>@WHU 3 F","12.75","12.75","-"
"Javier Manquillo","NEW","D","58","FA","BUR 0<br/>@NEW 0 F","12.5","12.5","-"
"Aaron Ramsdale","BOU","G","59","FA","CHE 2<br/>@BOU 2 F","12.5","12.5","-"
"Matt Ritchie","NEW","D,M","60","ColmL","BUR 0<br/>@NEW 0 F","12.5","12.5","-"
"Cesar Azpilicueta","CHE","D","61","RBF","CHE 2<br/>@BOU 2 F","12.4","12.4","-"
"Davy Propper","BHA","M","62","FA","CRY 1<br/>@BHA 0 F","12.35","12.35","-"
"Christian Benteke","CRY","F","63","FA","CRY 1<br/>@BHA 0 F","12.3","12.3","-"
"Joao Moutinho","WOL","M","64","MAX","WOL 3<br/>@TOT 2 F","12.25","12.25","-"
"Dan Burn","BHA","D","65","FA","CRY 1<br/>@BHA 0 F","11.85","11.85","-"
"Mateo Kovacic","CHE","M","66","FA","CHE 2<br/>@BOU 2 F","11.85","11.85","-"
"Aaron Mooy","BHA","M,F","67","FA","CRY 1<br/>@BHA 0 F","11.85","11.85","-"
"Reece James","CHE","D","68","MAX","CHE 2<br/>@BOU 2 F","11.8","11.8","-"
"Adam Webster","BHA","D","69","FA","CRY 1<br/>@BHA 0 F","11.55","11.55","-"
"Leighton Baines","EVE","D","70","FA","MUN 1<br/>@EVE 1 F","11.5","11.5","-"
"Harvey Barnes","LEI","M","71","FA","LEI 0<br/>@NOR 1 F","11.5","11.5","-"
"Neal Maupay","BHA","F","72","FA","CRY 1<br/>@BHA 0 F","11.5","11.5","-"
"Richarlison","EVE","M,F","73","ColmL","MUN 1<br/>@EVE 1 F","11.5","11.5","-"
"Olivier Giroud","CHE","F","74","MAX","CHE 2<br/>@BOU 2 F","11","11","-"
"Jordan Pickford","EVE","G","75","FA","MUN 1<br/>@EVE 1 F","11","11","-"
"Kasper Schmeichel","LEI","G","76","MKFC","LEI 0<br/>@NOR 1 F","11","11","-"
"Etienne Capoue","WAT","M","77","FA","LIV 0<br/>@WAT 3 F","10.9","10.9","-"
"Lewis Cook","BOU","M","78","FA","CHE 2<br/>@BOU 2 F","10.6","10.6","-"
"Ruben Vinagre","WOL","D,M","79","FA","WOL 3<br/>@TOT 2 F","10.5","10.5","-"
"Mason Mount","CHE","M,F","80","RBF","CHE 2<br/>@BOU 2 F","10.45","10.45","-"
"Eric Dier","TOT","D,M","81","FA","WOL 3<br/>@TOT 2 F","10.4","10.4","-"
"Adama Traore","WOL","M,F","82","MKFC","WOL 3<br/>@TOT 2 F","10.25","10.25","-"
"James McArthur","CRY","M","83","RBF","CRY 1<br/>@BHA 0 F","10.2","10.2","-"
"Alex McCarthy","SOU","G","84","FA","SOU 1<br/>@WHU 3 F","10","10","-"
"Yves Bissouma","BHA","M,F","85","FA","CRY 1<br/>@BHA 0 F","9.85","9.85","-"
"Kenny McLean","NOR","M","86","FA","LEI 0<br/>@NOR 1 F","9.75","9.75","-"
"Rui Patricio","WOL","G","87","Damo","WOL 3<br/>@TOT 2 F","9.75","9.75","-"
"Ayoze Perez","LEI","M,F","88","FA","LEI 0<br/>@NOR 1 F","9.45","9.45","-"
"Todd Cantwell","NOR","M","89","FA","LEI 0<br/>@NOR 1 F","9.25","9.25","-"
"Lucas Moura","TOT","M,F","90","mcavinur","WOL 3<br/>@TOT 2 F","9.1","9.1","-"
"Gylfi Sigurdsson","EVE","M","91","ColmOF","MUN 1<br/>@EVE 1 F","9.1","9.1","-"
"Lewis Dunk","BHA","D","92","RBF","CRY 1<br/>@BHA 0 F","9.05","9.05","-"
"Fabinho","LIV","M","93","FA","LIV 0<br/>@WAT 3 F","9","9","-"
"Will Hughes","WAT","M","94","FA","LIV 0<br/>@WAT 3 F","8.95","8.95","-"
"Angelo Ogbonna","WHU","D","95","FA","SOU 1<br/>@WHU 3 F","8.9","8.9","-"
"Ryan Bertrand","SOU","D,M","96","ColmOF","SOU 1<br/>@WHU 3 F","8.85","8.85","-"
"Cheikhou Kouyate","CRY","M","97","FA","CRY 1<br/>@BHA 0 F","8.8","8.8","-"
"Jack Cork","BUR","M","98","FA","BUR 0<br/>@NEW 0 F","8.65","8.65","-"
"Stuart Armstrong","SOU","M,F","99","mcavinur","SOU 1<br/>@WHU 3 F","8.6","8.6","-"
"Issa Diop","WHU","D","100","FA","SOU 1<br/>@WHU 3 F","8.6","8.6","-"
"James Maddison","LEI","M","101","FA","LEI 0<br/>@NOR 1 F","8.6","8.6","-"
"Willy Caballero","CHE","G","102","FA","CHE 2<br/>@BOU 2 F","8.5","8.5","-"
"Alexander Tettey","NOR","M","103","FA","LEI 0<br/>@NOR 1 F","8.45","8.45","-"
"Luke Shaw","MUN","D","104","FA","MUN 1<br/>@EVE 1 F","8.25","8.25","-"
"Ricardo Pereira","LEI","D","105","FA","LEI 0<br/>@NOR 1 F","8.2","8.2","-"
"Tom Davies","EVE","M","106","FA","MUN 1<br/>@EVE 1 F","8.1","8.1","-"
"Andreas Christensen","CHE","D","107","FA","CHE 2<br/>@BOU 2 F","7.95","7.95","-"
"Martin Montoya","BHA","D,M","108","FA","CRY 1<br/>@BHA 0 F","7.9","7.9","-"
"Joelinton","NEW","F","109","FA","BUR 0<br/>@NEW 0 F","7.85","7.85","-"
"Ashley Westwood","BUR","M","110","MKFC","BUR 0<br/>@NEW 0 F","7.85","7.85","-"
"Nathan Ake","BOU","D","111","FA","CHE 2<br/>@BOU 2 F","7.8","7.8","-"
"Steven Alzate","BHA","M,F","112","FA","CRY 1<br/>@BHA 0 F","7.75","7.75","-"
"Jonjo Shelvey","NEW","M","113","FA","BUR 0<br/>@NEW 0 F","7.7","7.7","-"
"Scott McTominay","MUN","M","114","Eoghanoc","MUN 1<br/>@EVE 1 F","7.6","7.6","-"
"Lukas Rupp","NOR","M","115","FA","LEI 0<br/>@NOR 1 F","7.5","7.5","-"
"Callum Wilson","BOU","F","116","FA","CHE 2<br/>@BOU 2 F","7.45","7.45","-"
"Ben Chilwell","LEI","D","117","Eoghanoc","LEI 0<br/>@NOR 1 F","7.4","7.4","-"
"Mark Noble","WHU","M","118","FA","SOU 1<br/>@WHU 3 F","7.35","7.35","-"
"Fred","MUN","M","119","RBF","MUN 1<br/>@EVE 1 F","7.35","7.35","-"
"Ruben Neves","WOL","M","120","MKFC","WOL 3<br/>@TOT 2 F","7.35","7.35","-"
"Sofiane Boufal","SOU","M","121","FA","SOU 1<br/>@WHU 3 F","7.25","7.25","-"
"Mat Ryan","BHA","G","122","FA","CRY 1<br/>@BHA 0 F","7","7","-"
"Japhet Tanganga","TOT","D","123","FA","WOL 3<br/>@TOT 2 F","6.95","6.95","-"
"Giovani Lo Celso","TOT","M","124","FA","WOL 3<br/>@TOT 2 F","6.85","6.85","-"
"Harry Maguire","MUN","D","125","MKFC","MUN 1<br/>@EVE 1 F","6.85","6.85","-"
"Dejan Lovren","LIV","D","126","FA","LIV 0<br/>@WAT 3 F","6.8","6.8","-"
"Andrew Robertson","LIV","D","127","mcavinur","LIV 0<br/>@WAT 3 F","6.8","6.8","-"
"Solly March","BHA","M,F","128","FA","CRY 1<br/>@BHA 0 F","6.75","6.75","-"
"William Smallbone","SOU","M,F","129","FA","SOU 1<br/>@WHU 3 F","6.75","6.75","-"
"Andre Gomes","EVE","M","130","FA","MUN 1<br/>@EVE 1 F","6.75","6.75","-"
"Hamza Choudhury","LEI","M","131","FA","LEI 0<br/>@NOR 1 F","6.35","6.35","-"
"Michael Keane","EVE","D","132","FA","MUN 1<br/>@EVE 1 F","6.35","6.35","-"
"Shane Long","SOU","F","133","FA","SOU 1<br/>@WHU 3 F","6.35","6.35","-"
"Alisson","LIV","G","134","Damo","LIV 0<br/>@WAT 3 F","6.25","6.25","-"
"Ben Davies","TOT","D","135","ColmOF","WOL 3<br/>@TOT 2 F","6.1","6.1","-"
"Jay Rodriguez","BUR","F","136","FA","BUR 0<br/>@NEW 0 F","6.1","6.1","-"
"Jonny Evans","LEI","D","137","Damo","LEI 0<br/>@NOR 1 F","6.05","6.05","-"
"Mason Greenwood","MUN","M,F","138","ColmOF","MUN 1<br/>@EVE 1 F","6","6","-"
"Sadio Mane","LIV","M,F","139","RBF","LIV 0<br/>@WAT 3 F","6","6","-"
"Dwight McNeil","BUR","M","140","Eoghanoc","BUR 0<br/>@NEW 0 F","6","6","-"
"James McCarthy","CRY","M","141","FA","CRY 1<br/>@BHA 0 F","5.85","5.85","-"
"Roberto Firmino","LIV","M,F","142","Eoghanoc","LIV 0<br/>@WAT 3 F","5.75","5.75","-"
"Willy Boly","WOL","D","143","mcavinur","WOL 3<br/>@TOT 2 F","5.7","5.7","-"
"Davinson Sanchez","TOT","D","144","FA","WOL 3<br/>@TOT 2 F","5.7","5.7","-"
"Virgil van Dijk","LIV","D","145","RBF","LIV 0<br/>@WAT 3 F","5.7","5.7","-"
"Victor Lindelof","MUN","D","146","FA","MUN 1<br/>@EVE 1 F","5.6","5.6","-"
"Mason Holgate","EVE","D","147","FA","MUN 1<br/>@EVE 1 F","5.55","5.55","-"
"Anthony Martial","MUN","F","148","RBF","MUN 1<br/>@EVE 1 F","5.5","5.5","-"
"Wilfried Zaha","CRY","M,F","149","ColmOF","CRY 1<br/>@BHA 0 F","5.5","5.5","-"
"Aaron Cresswell","WHU","D","150","FA","SOU 1<br/>@WHU 3 F","5.45","5.45","-"
"Fikayo Tomori","CHE","D","151","FA","CHE 2<br/>@BOU 2 F","5.45","5.45","-"
"Steve Cook","BOU","D","152","FA","CHE 2<br/>@BOU 2 F","5.4","5.4","-"
"Caglar Soyuncu","LEI","D","153","FA","LEI 0<br/>@NOR 1 F","5.35","5.35","-"
"Josip Drmic","NOR","F","154","FA","LEI 0<br/>@NOR 1 F","5.25","5.25","-"
"Dennis Praet","LEI","M","155","FA","LEI 0<br/>@NOR 1 F","5.25","5.25","-"
"Leandro Trossard","BHA","M,F","156","FA","CRY 1<br/>@BHA 0 F","5.25","5.25","-"
"Matej Vydra","BUR","F","157","FA","BUR 0<br/>@NEW 0 F","5.25","5.25","-"
"Mohamed Salah","LIV","F","158","Damo","LIV 0<br/>@WAT 3 F","5.1","5.1","-"
"Theo Walcott","EVE","M,F","159","FA","MUN 1<br/>@EVE 1 F","5.1","5.1","-"
"Conor Coady","WOL","D","160","FA","WOL 3<br/>@TOT 2 F","5","5","-"
"Gerard Deulofeu","WAT","M,F","161","FA","LIV 0<br/>@WAT 3 F","5","5","-"
"Lukasz Fabianski","WHU","G","162","ColmOF","SOU 1<br/>@WHU 3 F","5","5","-"
"Kelechi Iheanacho","LEI","F","163","FA","LEI 0<br/>@NOR 1 F","4.85","4.85","-"
"Wilfred Ndidi","LEI","M","164","MAX","LEI 0<br/>@NOR 1 F","4.75","4.75","-"
"Alex Oxlade-Chamberlain","LIV","M,F","165","FA","LIV 0<br/>@WAT 3 F","4.75","4.75","-"
"Jairo Riedewald","CRY","D,M","166","FA","CRY 1<br/>@BHA 0 F","4.55","4.55","-"
"Teemu Pukki","NOR","F","167","FA","LEI 0<br/>@NOR 1 F","4.5","4.5","-"
"Roberto Pereyra","WAT","M","168","FA","LIV 0<br/>@WAT 3 F","4.35","4.35","-"
"Gedson Fernandes","TOT","M","169","FA","WOL 3<br/>@TOT 2 F","4.25","4.25","-"
"Dwight Gayle","NEW","F","170","FA","BUR 0<br/>@NEW 0 F","4.2","4.2","-"
"Aaron Wan-Bissaka","MUN","D","171","MKFC","MUN 1<br/>@EVE 1 F","4.05","4.05","-"
"Paulo Gazzaniga","TOT","G","172","FA","WOL 3<br/>@TOT 2 F","4","4","-"
"Odion Ighalo","WAT/MUN","F","173","FA","MUN 1<br/>@EVE 1 F","4","4","-"
"Moise Kean","EVE","F","174","FA","MUN 1<br/>@EVE 1 F","4","4","-"
"Chris Wood","BUR","F","175","FA","BUR 0<br/>@NEW 0 F","3.85","3.85","-"
"Danny Ings","SOU","F","176","Damo","SOU 1<br/>@WHU 3 F","3.75","3.75","-"
"Pedro Neto","WOL","F","177","FA","WOL 3<br/>@TOT 2 F","3.75","3.75","-"
"Harry Winks","TOT","M","178","FA","WOL 3<br/>@TOT 2 F","3.75","3.75","-"
"Georginio Wijnaldum","LIV","M","179","FA","LIV 0<br/>@WAT 3 F","3.7","3.7","-"
"Trent Alexander-Arnold","LIV","D","180","ColmOF","LIV 0<br/>@WAT 3 F","3.65","3.65","-"
"Jorginho","CHE","M","181","FA","CHE 2<br/>@BOU 2 F","3.5","3.5","-"
"Alireza Jahanbakhsh","BHA","F","182","FA","CRY 1<br/>@BHA 0 F","3.25","3.25","-"
"Allan Saint-Maximin","NEW","M,F","183","MAX","BUR 0<br/>@NEW 0 F","3.25","3.25","-"
"Tanguy Ndombele","TOT","M","184","FA","WOL 3<br/>@TOT 2 F","3","3","-"
"Divock Origi","LIV","F","185","FA","LIV 0<br/>@WAT 3 F","3","3","-"
"Djibril Sidibe","EVE","D","186","FA","MUN 1<br/>@EVE 1 F","2.85","2.85","-"
"Robert Snodgrass","WHU","M","187","FA","SOU 1<br/>@WHU 3 F","2.6","2.6","-"
"Willian","CHE","M,F","188","MAX","CHE 2<br/>@BOU 2 F","2.5","2.5","-"
"Ignacio Pussetto","WAT","M","189","FA","LIV 0<br/>@WAT 3 F","2.1","2.1","-"
"Marc Albrighton","LEI","M","190","FA","LEI 0<br/>@NOR 1 F","2","2","-"
"Ross Barkley","CHE","M","191","Damo","CHE 2<br/>@BOU 2 F","2","2","-"
"Juan Mata","MUN","M","192","FA","MUN 1<br/>@EVE 1 F","2","2","-"
"Takumi Minamino","LIV","F","193","FA","LIV 0<br/>@WAT 3 F","2","2","-"
"Dan Gosling","BOU","M","194","FA","CHE 2<br/>@BOU 2 F","1.95","1.95","-"
"Seamus Coleman","EVE","D","195","ColmL","MUN 1<br/>@EVE 1 F","1.8","1.8","-"
"Oriol Romeu","SOU","M","196","FA","SOU 1<br/>@WHU 3 F","1.75","1.75","-"
"Junior Stanislas","BOU","M","197","FA","CHE 2<br/>@BOU 2 F","1.75","1.75","-"
"Jack Stephens","SOU","D","198","FA","SOU 1<br/>@WHU 3 F","1.7","1.7","-"
"Cenk Tosun","EVE/CRY","F","199","FA","CRY 1<br/>@BHA 0 F","1.6","1.6","-"
"Jannik Vestergaard","SOU","D","200","FA","SOU 1<br/>@WHU 3 F","1.55","1.55","-"
"Bernard","EVE","M,F","201","FA","MUN 1<br/>@EVE 1 F","1.5","1.5","-"
"Michy Batshuayi","CHE","F","202","FA","CHE 2<br/>@BOU 2 F","1.5","1.5","-"
"Adam Lallana","LIV","M","203","FA","LIV 0<br/>@WAT 3 F","1.5","1.5","-"
"Glenn Murray","BHA","F","204","FA","CRY 1<br/>@BHA 0 F","1","1","-"
"Marco Stiepermann","NOR","M","205","FA","LEI 0<br/>@NOR 1 F","1","1","-"
"Daniel Podence","WOL","M","206","FA","WOL 3<br/>@TOT 2 F","0.75","0.75","-"
"Nathaniel Chalobah","WAT","M","207","FA","LIV 0<br/>@WAT 3 F","0.5","0.5","-"
"Troy Parrott","TOT","F","208","FA","WOL 3<br/>@TOT 2 F","0.5","0.5","-"
"Felipe Anderson","WHU","M","209","FA","SOU 1<br/>@WHU 3 F","0.5","0.5","-"
"Adam Smith","BOU","D","210","FA","CHE 2<br/>@BOU 2 F","0.5","0.5","-"
"Youri Tielemans","LEI","M","211","FA","LEI 0<br/>@NOR 1 F","0.5","0.5","-"
"Brandon Williams","MUN","D","212","FA","MUN 1<br/>@EVE 1 F","0.5","0.5","-"
"Rolando Aarons","NEW","M","213","FA","BUR 0<br/>@NEW 0 F","0","0","-"
"Tammy Abraham","CHE","F","214","Damo","CHE 2<br/>@BOU 2 F","0","0","-"
"Che Adams","SOU","F","215","FA","SOU 1<br/>@WHU 3 F","0","0","-"
"Dennis Adeniran","EVE","M","216","FA","MUN 1<br/>@EVE 1 F","0","0","-"
"Daniel Adshead","NOR","M","217","FA","LEI 0<br/>@NOR 1 F","0","0","-"
"Sergio Aguero","MCI","F","218","FA","","0","0","-"
"Albian Ajeti","WHU","F","219","FA","SOU 1<br/>@WHU 3 F","0","0","-"
"Toby Alderweireld","TOT","D","220","FA","WOL 3<br/>@TOT 2 F","0","0","-"
"Thomas Allan","NEW","F","221","FA","BUR 0<br/>@NEW 0 F","0","0","-"
"Cedric Soares","SOU/ARS","D","222","FA","","0","0","-"
"Daniel Amartey","LEI","D,M","223","FA","LEI 0<br/>@NOR 1 F","0","0","-"
"Joseph Anang","WHU","G","224","FA","SOU 1<br/>@WHU 3 F","0","0","-"
"Faustino Anjorin","CHE","M","225","FA","CHE 2<br/>@BOU 2 F","0","0","-"
"Cameron Archer","AVL","F","226","FA","","0","0","-"
"Kepa Arrizabalaga","CHE","G","227","FA","CHE 2<br/>@BOU 2 F","0","0","-"
"Christian Atsu","NEW","M","228","ColmL","BUR 0<br/>@NEW 0 F","0","0","-"
"Pierre-Emerick Aubameyang","ARS","M,F","229","ColmOF","","0","0","-"
"Brandon Austin","TOT","G","230","FA","WOL 3<br/>@TOT 2 F","0","0","-"
"Daniel Bachmann","WAT","G","231","FA","LIV 0<br/>@WAT 3 F","0","0","-"
"Eric Bailly","MUN","D","232","FA","MUN 1<br/>@EVE 1 F","0","0","-"
"Tiemoue Bakayoko","CHE","M","233","FA","CHE 2<br/>@BOU 2 F","0","0","-"
"Fabian Balbuena","WHU","D","234","FA","SOU 1<br/>@WHU 3 F","0","0","-"
"George Baldock","SHU","D,M","235","ColmL","","0","0","-"
"Folarin Balogun","ARS","F","236","FA","","0","0","-"
"Tudor Baluta","BHA","D","237","FA","CRY 1<br/>@BHA 0 F","0","0","-"
"Beni Baningime","EVE","M","238","FA","MUN 1<br/>@EVE 1 F","0","0","-"
"Ashley Barnes","BUR","F","239","FA","BUR 0<br/>@NEW 0 F","0","0","-"
"Mason Barrett","WAT","D","240","FA","LIV 0<br/>@WAT 3 F","0","0","-"
"Chris Basham","SHU","D","241","RBF","","0","0","-"
"Lewis Bate","CHE","M","242","FA","CHE 2<br/>@BOU 2 F","0","0","-"
"Jack Bearne","LIV","M","243","FA","LIV 0<br/>@WAT 3 F","0","0","-"
"Hector Bellerin","ARS","D","244","FA","","0","0","-"
"Ryan Bennett","WOL/LEI","D","245","FA","LEI 0<br/>@NOR 1 F","0","0","-"
"Josh Benson","BUR","M","246","FA","BUR 0<br/>@NEW 0 F","0","0","-"
"Nabil Bentaleb","TOT/NEW","M","247","FA","BUR 0<br/>@NEW 0 F","0","0","-"
"Sander Berge","SHU","M","248","FA","","0","0","-"
"Adrian Bernabe","MCI","M","249","FA","","0","0","-"
"Di'Shon Bernard","MUN","D","250","FA","MUN 1<br/>@EVE 1 F","0","0","-"
"Tolaji Bola","ARS","D","251","FA","","0","0","-"
"Yannick Bolasie","EVE","F","252","FA","MUN 1<br/>@EVE 1 F","0","0","-"
"Artur Boruc","BOU","G","253","FA","CHE 2<br/>@BOU 2 F","0","0","-"
"Morgan Boyes","LIV","D","254","FA","LIV 0<br/>@WAT 3 F","0","0","-"
"Robbie Brady","BUR","M","255","FA","BUR 0<br/>@NEW 0 F","0","0","-"
"Jarrad Branthwaite","EVE","D","256","FA","MUN 1<br/>@EVE 1 F","0","0","-"
"Claudio Bravo","MCI","G","257","FA","","0","0","-"
"Armando Broja","CHE","F","258","FA","CHE 2<br/>@BOU 2 F","0","0","-"
"David Brooks","BOU","M","259","FA","CHE 2<br/>@BOU 2 F","0","0","-"
"Josh Brownhill","BUR","M","260","FA","BUR 0<br/>@NEW 0 F","0","0","-"
"Kean Bryan","SHU","D","261","FA","","0","0","-"
"Robbie Burton","ARS","M","262","FA","","0","0","-"
"David Button","BHA","G","263","FA","CRY 1<br/>@BHA 0 F","0","0","-"
"Oskar Buur","WOL","D","264","FA","WOL 3<br/>@TOT 2 F","0","0","-"
"Sam Byram","NOR","D","265","FA","LEI 0<br/>@NOR 1 F","0","0","-"
"Jake Cain","LIV","M","266","FA","LIV 0<br/>@WAT 3 F","0","0","-"
"Leonardo Campana","WOL","F","267","FA","WOL 3<br/>@TOT 2 F","0","0","-"
"Chem Campbell","WOL","F","268","FA","WOL 3<br/>@TOT 2 F","0","0","-"
"Andy Carroll","NEW","F","269","FA","BUR 0<br/>@NEW 0 F","0","0","-"
"Scott Carson","MCI","G","270","FA","","0","0","-"
"Lewis Cass","NEW","D","271","FA","BUR 0<br/>@NEW 0 F","0","0","-"
"Jonny","WOL","D,M","272","ColmOF","WOL 3<br/>@TOT 2 F","0","0","-"
"Joel Pereira","MUN","G","273","FA","MUN 1<br/>@EVE 1 F","0","0","-"
"Joao Cancelo","MCI","D","274","mcavinur","","0","0","-"
"Bruno Jordao","WOL","M","275","FA","WOL 3<br/>@TOT 2 F","0","0","-"
"Dani Ceballos","ARS","M","276","ColmOF","","0","0","-"
"Calum Chambers","ARS","D,M","277","FA","","0","0","-"
"Tahith Chong","MUN","M","278","FA","MUN 1<br/>@EVE 1 F","0","0","-"
"Dennis Cirkin","TOT","D","279","FA","WOL 3<br/>@TOT 2 F","0","0","-"
"Ciaran Clark","NEW","D","280","FA","BUR 0<br/>@NEW 0 F","0","0","-"
"Leon Clarke","SHU","F","281","FA","","0","0","-"
"Leighton Clarkson","LIV","M","282","FA","LIV 0<br/>@WAT 3 F","0","0","-"
"Thomas Clayton","LIV","D","283","FA","LIV 0<br/>@WAT 3 F","0","0","-"
"Tom Cleverley","WAT","M","284","FA","LIV 0<br/>@WAT 3 F","0","0","-"
"Alex Cochrane","BHA","D","285","FA","CRY 1<br/>@BHA 0 F","0","0","-"
"Aaron Connolly","BHA","F","286","FA","CRY 1<br/>@BHA 0 F","0","0","-"
"Bernardo Rosa","WHU","M","287","FA","SOU 1<br/>@WHU 3 F","0","0","-"
"Xande Silva","WHU","F","288","FA","SOU 1<br/>@WHU 3 F","0","0","-"
"Conor Coventry","WHU","M","289","FA","SOU 1<br/>@WHU 3 F","0","0","-"
