Player,Team,Position,Rk,Status,Opponent,FPts,FP/G,% Owned,+/-
Ruben Neves,WOL,M,32,FA,MUN 1<br/>@WOL 1 F,15.95,15.95,100%,7%
Michael Keane,EVE,D,33,Eoghanoc,WAT 0<br/>@EVE 1 F,15.5,15.5,100%,0.8%
Anthony Martial,MUN,F,34,Seanmacd,MUN 1<br/>@WOL 1 F,15.25,15.25,100%,0.2%
Pierre-Emerick Aubameyang,ARS,F,35,ColmOF,BUR 1<br/>@ARS 2 F,15,15,100%,0.1%
Jordan Pickford,EVE,G,36,FA,WAT 0<br/>@EVE 1 F,15,15,100%,2.3%
James Milner,LIV,M,37,mcavinur,LIV 2<br/>@SOU 1 F,14.85,14.85,75%,11.8%
James Maddison,LEI,M,38,Damo,LEI 1<br/>@CHE 1 F,14.75,14.75,100%,0%
Lucas Moura,TOT,"M,F",39,ZKL,TOT 2<br/>@MCI 2 F,14.75,14.75,100%,0.8%
Matt Ritchie,NEW,"D,M",40,ColmL,NEW 1<br/>@NOR 3 F,14.75,14.75,75%,4.2%
Ricardo Pereira,LEI,D,41,mcavinur,LEI 1<br/>@CHE 1 F,14.6,14.6,100%,0.1%
Jack OConnell,SHU,D,42,FA,CRY 0<br/>@SHU 1 F,14.6,14.6,17%,-9.6%
Alexandre Lacazette,ARS,F,43,ColmL,BUR 1<br/>@ARS 2 F,14.35,14.35,100%,0.3%
Harry Wilson,BOU,M,44,Damo,BOU 2<br/>@AVL 1 F,14.35,14.35,92%,20.3%
Leandro Trossard,BHA,M,45,FA,WHU 1<br/>@BHA 1 F,14,14,83%,13.7%
Oliver Norwood,SHU,M,46,ZKL,CRY 0<br/>@SHU 1 F,13.75,13.75,75%,13.8%
John Egan,SHU,D,47,FA,CRY 0<br/>@SHU 1 F,13.6,13.6,8%,3.5%
Dan Burn,BHA,D,48,FA,WHU 1<br/>@BHA 1 F,13.55,13.55,42%,3.3%
Joshua King,BOU,F,49,mcavinur,BOU 2<br/>@AVL 1 F,13.5,13.5,100%,2%
Joel Ward,CRY,D,50,MKFC,CRY 0<br/>@SHU 1 F,13.35,13.35,33%,1.5%
Ainsley Maitland-Niles,ARS,M,51,ZKL,BUR 1<br/>@ARS 2 F,12.95,12.95,83%,10.1%
Andros Townsend,CRY,"M,F",52,Seanmacd,CRY 0<br/>@SHU 1 F,12.85,12.85,92%,3.7%
Seamus Coleman,EVE,D,53,ColmL,WAT 0<br/>@EVE 1 F,12.65,12.65,100%,2.2%
Tom Trybull,NOR,M,54,FA,NEW 1<br/>@NOR 3 F,12.6,12.6,8%,5.3%
Sergio Aguero,MCI,F,55,ZKL,TOT 2<br/>@MCI 2 F,12.5,12.5,100%,0%
Kasper Schmeichel,LEI,G,56,MKFC,LEI 1<br/>@CHE 1 F,12.25,12.25,92%,14.2%
Lewis Dunk,BHA,D,57,Seanmacd,WHU 1<br/>@BHA 1 F,12.05,12.05,83%,12.4%
Martin Dubravka,NEW,G,58,FA,NEW 1<br/>@NOR 3 F,12,12,33%,4.9%
Callum Wilson,BOU,F,59,Eoghanoc,BOU 2<br/>@AVL 1 F,11.85,11.85,100%,0.8%
Jack Cork,BUR,M,60,FA,BUR 1<br/>@ARS 2 F,11.85,11.85,0%,-6.5%
Marcus Rashford,MUN,F,61,ColmL,MUN 1<br/>@WOL 1 F,11.75,11.75,100%,0%
Angus Gunn,SOU,G,62,FA,LIV 2<br/>@SOU 1 F,11.75,11.75,8%,-6.9%
Solly March,BHA,"M,F",63,FA,WHU 1<br/>@BHA 1 F,11.7,11.7,50%,-8.2%
Andrew Robertson,LIV,D,64,mcavinur,LIV 2<br/>@SOU 1 F,11.65,11.65,100%,0.1%
Johann Gudmundsson,BUR,M,65,MKFC,BUR 1<br/>@ARS 2 F,11.6,11.6,100%,13%
Emerson,CHE,D,66,ColmOF,LEI 1<br/>@CHE 1 F,11.6,11.6,92%,2.2%
James Ward-Prowse,SOU,M,67,Damo,LIV 2<br/>@SOU 1 F,11.6,11.6,83%,7.4%
Ilkay Gundogan,MCI,M,68,FA,TOT 2<br/>@MCI 2 F,11.5,11.5,92%,9.9%
Danny Ings,SOU,F,69,FA,LIV 2<br/>@SOU 1 F,11.5,11.5,83%,4.5%
Moritz Leitner,NOR,M,70,FA,NEW 1<br/>@NOR 3 F,11.35,11.35,0%,-2.2%
Bernardo Silva,MCI,"M,F",71,mcavinur,TOT 2<br/>@MCI 2 F,11,11,100%,0.1%
Aaron Wan-Bissaka,MUN,D,72,MKFC,MUN 1<br/>@WOL 1 F,11,11,100%,0.2%
Pascal Gross,BHA,M,73,ColmL,WHU 1<br/>@BHA 1 F,11,11,75%,-6.5%
Tyrone Mings,AVL,D,74,mcavinur,BOU 2<br/>@AVL 1 F,10.95,10.95,75%,0.9%
Davy Propper,BHA,M,75,FA,WHU 1<br/>@BHA 1 F,10.85,10.85,33%,-8.2%
Matteo Guendouzi,ARS,M,76,MKFC,BUR 1<br/>@ARS 2 F,10.75,10.75,67%,15.8%
Jonny,WOL,"D,M",77,ColmOF,MUN 1<br/>@WOL 1 F,10.45,10.45,75%,-2.6%
Joseph Willock,ARS,M,78,FA,BUR 1<br/>@ARS 2 F,10.45,10.45,17%,11.6%
Kyle Walker,MCI,D,79,MKFC,TOT 2<br/>@MCI 2 F,10.35,10.35,100%,0.4%
Fabian Schar,NEW,D,80,ZKL,NEW 1<br/>@NOR 3 F,10.3,10.3,92%,2.9%
Abdoulaye Doucoure,WAT,M,81,FA,WAT 0<br/>@EVE 1 F,10.25,10.25,75%,-6.6%
Sokratis,ARS,D,82,FA,BUR 1<br/>@ARS 2 F,10.1,10.1,75%,29.1%
Arthur Masuaku,WHU,D,83,ColmOF,WHU 1<br/>@BHA 1 F,10.05,10.05,75%,14.3%
Youri Tielemans,LEI,M,84,ColmOF,LEI 1<br/>@CHE 1 F,10,10,100%,0.3%
Vicente Guaita,CRY,G,85,FA,CRY 0<br/>@SHU 1 F,10,10,58%,26.2%
Christian Benteke,CRY,F,86,FA,CRY 0<br/>@SHU 1 F,9.95,9.95,42%,10.4%
Nacho Monreal,ARS,D,87,ColmL,BUR 1<br/>@ARS 2 F,9.95,9.95,22%,-9.1%
Troy Deeney,WAT,F,88,Eoghanoc,WAT 0<br/>@EVE 1 F,9.85,9.85,83%,10.2%
Charlie Daniels,BOU,D,89,FA,BOU 2<br/>@AVL 1 F,9.85,9.85,0%,-1.1%
Scott Dann,CRY,D,90,FA,CRY 0<br/>@SHU 1 F,9.85,9.85,0%,-4.4%
Erik Pieters,BUR,D,91,Seanmacd,BUR 1<br/>@ARS 2 F,9.8,9.8,75%,7.3%
Nicolas Pepe,ARS,F,92,Seanmacd,BUR 1<br/>@ARS 2 F,9.75,9.75,100%,4.6%
Robert Snodgrass,WHU,M,93,FA,WHU 1<br/>@BHA 1 F,9.75,9.75,50%,32.8%
Rodrigo,MCI,M,94,Seanmacd,TOT 2<br/>@MCI 2 F,9.7,9.7,83%,-6.2%
Dale Stephens,BHA,M,95,FA,WHU 1<br/>@BHA 1 F,9.65,9.65,8%,4.4%
Jean-Philippe Gbamin,EVE,M,96,FA,WAT 0<br/>@EVE 1 F,9.65,9.65,0%,-2.7%
Luke Shaw,MUN,D,97,ColmL,MUN 1<br/>@WOL 1 F,9.6,9.6,92%,1.9%
Jose Holebas,WAT,D,98,FA,WAT 0<br/>@EVE 1 F,9.6,9.6,67%,7.6%
Marco Stiepermann,NOR,M,99,FA,NEW 1<br/>@NOR 3 F,9.55,9.55,8%,3.7%
Adrian,LIV,G,100,FA,LIV 2<br/>@SOU 1 F,9.5,9.5,75%,20.9%
Etienne Capoue,WAT,M,101,FA,WAT 0<br/>@EVE 1 F,9.5,9.5,42%,17.2%
Angelo Ogbonna,WHU,D,102,FA,WHU 1<br/>@BHA 1 F,9.5,9.5,0%,-3.1%
NGolo Kante,CHE,M,103,FA,LEI 1<br/>@CHE 1 F,9.3,9.3,92%,9.2%
Bernd Leno,ARS,G,104,Damo,BUR 1<br/>@ARS 2 F,9.25,9.25,92%,10.6%
John McGinn,AVL,M,105,ColmL,BOU 2<br/>@AVL 1 F,9.25,9.25,92%,0.1%
Lukasz Fabianski,WHU,G,106,FA,WHU 1<br/>@BHA 1 F,9.25,9.25,75%,-5%
Steve Cook,BOU,D,107,FA,BOU 2<br/>@AVL 1 F,9.25,9.25,42%,14.4%
Ryan Fredericks,WHU,D,108,FA,WHU 1<br/>@BHA 1 F,9.25,9.25,0%,-4.2%
Cesar Azpilicueta,CHE,D,109,mcavinur,LEI 1<br/>@CHE 1 F,9.2,9.2,100%,0.2%
Isaac Hayden,NEW,M,110,FA,NEW 1<br/>@NOR 3 F,9.2,9.2,8%,-16.6%
Christian Fuchs,LEI,D,111,FA,LEI 1<br/>@CHE 1 F,9.2,9.2,0%,-2.1%
Harry Maguire,MUN,D,112,ColmOF,MUN 1<br/>@WOL 1 F,9,9,100%,0.1%
Rui Patricio,WOL,G,113,FA,MUN 1<br/>@WOL 1 F,9,9,67%,-1.7%
Declan Rice,WHU,M,114,MKFC,WHU 1<br/>@BHA 1 F,9,9,50%,10%
Jefferson Lerma,BOU,M,115,FA,BOU 2<br/>@AVL 1 F,9,9,8%,-1.1%
Ashley Westwood,BUR,M,116,FA,BUR 1<br/>@ARS 2 F,8.95,8.95,33%,6%
Ben Mee,BUR,D,117,FA,BUR 1<br/>@ARS 2 F,8.9,8.9,75%,8.8%
Issa Diop,WHU,D,118,FA,WHU 1<br/>@BHA 1 F,8.9,8.9,42%,14.7%
Olivier Giroud,CHE,F,119,MKFC,LEI 1<br/>@CHE 1 F,8.7,8.7,50%,2.6%
Kiko Femenia,WAT,D,120,FA,WAT 0<br/>@EVE 1 F,8.7,8.7,17%,12%
Caglar Soyuncu,LEI,D,121,Damo,LEI 1<br/>@CHE 1 F,8.65,8.65,75%,-6.4%
Kurt Zouma,CHE,D,122,FA,LEI 1<br/>@CHE 1 F,8.6,8.6,75%,34.1%
Oriol Romeu,SOU,M,123,FA,LIV 2<br/>@SOU 1 F,8.5,8.5,0%,-3.4%
Patrick van Aanholt,CRY,D,124,ZKL,CRY 0<br/>@SHU 1 F,8.4,8.4,92%,-4.1%
Jonny Evans,LEI,D,125,mcavinur,LEI 1<br/>@CHE 1 F,8.3,8.3,67%,14.1%
Virgil van Dijk,LIV,D,126,Seanmacd,LIV 2<br/>@SOU 1 F,8.25,8.25,100%,0%
Nathan Redmond,SOU,"M,F",127,Eoghanoc,LIV 2<br/>@SOU 1 F,8.25,8.25,92%,-2.2%
Andre Gomes,EVE,M,128,FA,WAT 0<br/>@EVE 1 F,8.25,8.25,33%,9.5%
Jannik Vestergaard,SOU,D,129,MKFC,LIV 2<br/>@SOU 1 F,8.2,8.2,75%,18.3%
Pierre-Emile Hojbjerg,SOU,M,130,FA,LIV 2<br/>@SOU 1 F,8.2,8.2,58%,20.5%
Alex Oxlade-Chamberlain,LIV,M,131,FA,LIV 2<br/>@SOU 1 F,8.2,8.2,50%,-13.2%
Aymeric Laporte,MCI,D,132,Damo,TOT 2<br/>@MCI 2 F,8.15,8.15,75%,-7.9%
Craig Cathcart,WAT,D,133,FA,WAT 0<br/>@EVE 1 F,8.1,8.1,42%,33.9%
Kyle Walker-Peters (prior),TOT,D,134,FA,TOT 2<br/>@MCI 2 F,8,8,50%,-12.6%
Sean Longstaff,NEW,M,135,FA,NEW 1<br/>@NOR 3 F,8,8,17%,7%
David McGoldrick,SHU,F,136,FA,CRY 0<br/>@SHU 1 F,8,8,17%,10.5%
Joel Matip,LIV,D,137,ZKL,LIV 2<br/>@SOU 1 F,7.9,7.9,100%,3.1%
Conor Coady,WOL,D,138,FA,MUN 1<br/>@WOL 1 F,7.9,7.9,17%,-4.8%
Oleksandr Zinchenko,MCI,"D,M",139,ColmOF,TOT 2<br/>@MCI 2 F,7.85,7.85,100%,4.5%
Yan Valery,SOU,"D,M",140,FA,LIV 2<br/>@SOU 1 F,7.85,7.85,8%,-0.6%
Nicolas Otamendi,MCI,D,141,FA,TOT 2<br/>@MCI 2 F,7.8,7.8,67%,-4.5%
Emiliano Buendia,NOR,M,142,ColmL,NEW 1<br/>@NOR 3 F,7.75,7.75,100%,9.9%
Pedro,CHE,F,143,ZKL,LEI 1<br/>@CHE 1 F,7.75,7.75,92%,-1.5%
Will Hughes,WAT,M,144,MKFC,WAT 0<br/>@EVE 1 F,7.75,7.75,50%,3.5%
Raul Jimenez,WOL,F,145,Eoghanoc,MUN 1<br/>@WOL 1 F,7.6,7.6,100%,0.2%
Gylfi Sigurdsson,EVE,M,146,ColmOF,WAT 0<br/>@EVE 1 F,7.5,7.5,100%,0.3%
Tom Heaton,AVL,G,147,mcavinur,BOU 2<br/>@AVL 1 F,7.5,7.5,17%,-12.2%
Martin Montoya,BHA,D,148,FA,WHU 1<br/>@BHA 1 F,7.5,7.5,17%,-0.1%
Tim Krul,NOR,G,149,FA,NEW 1<br/>@NOR 3 F,7.5,7.5,0%,-6.1%
Andreas Christensen,CHE,D,150,Seanmacd,LEI 1<br/>@CHE 1 F,7.4,7.4,42%,22.9%
Wesley,AVL,F,151,FA,BOU 2<br/>@AVL 1 F,7.35,7.35,75%,6.6%
Christian Eriksen,TOT,M,152,Eoghanoc,TOT 2<br/>@MCI 2 F,7.25,7.25,100%,0.2%
Ryan Fraser,BOU,M,153,Seanmacd,BOU 2<br/>@AVL 1 F,7.25,7.25,100%,2.2%
Kepa Arrizabalaga,CHE,G,154,mcavinur,LEI 1<br/>@CHE 1 F,7.25,7.25,92%,14.8%
Gerard Deulofeu,WAT,F,155,FA,WAT 0<br/>@EVE 1 F,7.25,7.25,92%,11.5%
Dominic Calvert-Lewin,EVE,F,156,FA,WAT 0<br/>@EVE 1 F,7.25,7.25,25%,-4%
Willy Boly,WOL,D,157,Eoghanoc,MUN 1<br/>@WOL 1 F,7.2,7.2,100%,1.3%
Adam Smith,BOU,D,158,FA,BOU 2<br/>@AVL 1 F,7.2,7.2,0%,-3.8%
Bjorn Engels,AVL,D,159,FA,BOU 2<br/>@AVL 1 F,7.15,7.15,8%,1.1%
Craig Dawson,WAT,D,160,FA,WAT 0<br/>@EVE 1 F,7.1,7.1,8%,2.8%
Ayoze Perez,LEI,"M,F",161,MKFC,LEI 1<br/>@CHE 1 F,7,7,92%,4.2%
Ben Foster,WAT,G,162,ColmOF,WAT 0<br/>@EVE 1 F,7,7,25%,-22.6%
Mat Ryan,BHA,G,163,FA,WHU 1<br/>@BHA 1 F,7,7,8%,-14%
Davinson Sanchez,TOT,D,164,FA,TOT 2<br/>@MCI 2 F,6.95,6.95,75%,15.7%
Jan Bednarek,SOU,D,165,FA,LIV 2<br/>@SOU 1 F,6.95,6.95,8%,1.1%
Nathan Ake,BOU,D,166,MKFC,BOU 2<br/>@AVL 1 F,6.9,6.9,83%,1.5%
Grant Hanley,NOR,D,167,FA,NEW 1<br/>@NOR 3 F,6.9,6.9,0%,-0.9%
Adama Traore,WOL,F,168,FA,MUN 1<br/>@WOL 1 F,6.75,6.75,25%,5.5%
Hamza Choudhury,LEI,M,169,FA,LEI 1<br/>@CHE 1 F,6.75,6.75,0%,-4.6%
Martin Kelly,CRY,D,170,FA,CRY 0<br/>@SHU 1 F,6.75,6.75,0%,-5.5%
Georginio Wijnaldum,LIV,M,171,MKFC,LIV 2<br/>@SOU 1 F,6.65,6.65,83%,21%
Luka Milivojevic,CRY,M,172,Seanmacd,CRY 0<br/>@SHU 1 F,6.6,6.6,100%,3.9%
Che Adams,SOU,F,173,FA,LIV 2<br/>@SOU 1 F,6.6,6.6,42%,12.5%
Luke Freeman,SHU,M,174,FA,CRY 0<br/>@SHU 1 F,6.6,6.6,8%,5.3%
Matthew Lowton,BUR,D,175,FA,BUR 1<br/>@ARS 2 F,6.5,6.5,25%,11.4%
Paul Pogba,MUN,M,176,ColmL,MUN 1<br/>@WOL 1 F,6.45,6.45,100%,0%
Moussa Sissoko,TOT,M,177,FA,TOT 2<br/>@MCI 2 F,6.35,6.35,58%,17.2%
Toby Alderweireld,TOT,D,178,Damo,TOT 2<br/>@MCI 2 F,6.15,6.15,83%,1.8%
Emil Krafth,NEW,D,179,FA,NEW 1<br/>@NOR 3 F,6,6,0%,-1.4%
Jamaal Lascelles,NEW,D,180,FA,NEW 1<br/>@NOR 3 F,5.8,5.8,50%,20.4%
Richarlison,EVE,"M,F",181,ColmL,WAT 0<br/>@EVE 1 F,5.75,5.75,100%,0.2%
Maya Yoshida,SOU,D,182,FA,LIV 2<br/>@SOU 1 F,5.7,5.7,8%,7%
Shane Duffy,BHA,D,183,Seanmacd,WHU 1<br/>@BHA 1 F,5.6,5.6,100%,7.5%
James McArthur,CRY,M,184,FA,CRY 0<br/>@SHU 1 F,5.6,5.6,67%,14.3%
Neil Taylor,AVL,D,185,FA,BOU 2<br/>@AVL 1 F,5.6,5.6,0%,-2.3%
David de Gea,MUN,G,186,Seanmacd,MUN 1<br/>@WOL 1 F,5.5,5.5,100%,1.8%
Jorginho,CHE,M,187,FA,LEI 1<br/>@CHE 1 F,5.5,5.5,67%,14.1%
Leander Dendoncker,WOL,M,188,FA,MUN 1<br/>@WOL 1 F,5.5,5.5,8%,-11.6%
Scott McTominay,MUN,M,189,FA,MUN 1<br/>@WOL 1 F,5.35,5.35,67%,36%
Christian Pulisic,CHE,M,190,Eoghanoc,LEI 1<br/>@CHE 1 F,5.25,5.25,100%,0.7%
Wilfried Zaha,CRY,F,191,ColmOF,CRY 0<br/>@SHU 1 F,5.25,5.25,100%,0.9%
Gabriel Jesus,MCI,F,192,mcavinur,TOT 2<br/>@MCI 2 F,5.25,5.25,100%,2.5%
Jesse Lingard,MUN,"M,F",193,FA,MUN 1<br/>@WOL 1 F,5.25,5.25,42%,-6.5%
Trezeguet,AVL,M,194,FA,BOU 2<br/>@AVL 1 F,5.25,5.25,8%,-3.9%
Philip Billing,BOU,M,195,ColmOF,BOU 2<br/>@AVL 1 F,5.1,5.1,33%,-6.1%
Victor Lindelof,MUN,D,196,FA,MUN 1<br/>@WOL 1 F,5,5,83%,15.3%
Ben Godfrey,NOR,"D,M",197,FA,NEW 1<br/>@NOR 3 F,4.85,4.85,8%,4.1%
David Luiz,ARS,D,198,ColmL,BUR 1<br/>@ARS 2 F,4.8,4.8,75%,-2.4%
Miguel Almiron,NEW,M,199,FA,NEW 1<br/>@NOR 3 F,4.75,4.75,83%,20.2%
Anwar El Ghazi,AVL,M,200,FA,BOU 2<br/>@AVL 1 F,4.75,4.75,33%,22.9%
Pablo Fornals,WHU,M,201,FA,WHU 1<br/>@BHA 1 F,4.6,4.6,50%,5.7%
Mohamed Salah,LIV,F,202,Damo,LIV 2<br/>@SOU 1 F,4.5,4.5,100%,0%
Diogo Jota,WOL,"M,F",203,Damo,MUN 1<br/>@WOL 1 F,4.5,4.5,75%,-18.3%
Dennis Praet,LEI,M,204,FA,LEI 1<br/>@CHE 1 F,4.5,4.5,8%,2.1%
Ki Sung-yueng,NEW,M,205,FA,NEW 1<br/>@NOR 3 F,4.45,4.45,0%,-0.9%
Oliver McBurnie,SHU,F,206,FA,CRY 0<br/>@SHU 1 F,4.3,4.3,17%,5.9%
Trent Alexander-Arnold,LIV,D,207,ColmOF,LIV 2<br/>@SOU 1 F,4.25,4.25,100%,0%
Glenn Murray,BHA,F,208,FA,WHU 1<br/>@BHA 1 F,4.25,4.25,50%,12%
Max Meyer,CRY,M,209,FA,CRY 0<br/>@SHU 1 F,4.25,4.25,0%,-3.5%
Harry Winks,TOT,M,210,FA,TOT 2<br/>@MCI 2 F,4.2,4.2,33%,19%
Michail Antonio,WHU,M,211,FA,WHU 1<br/>@BHA 1 F,4.2,4.2,25%,-34.9%
Danny Rose (prior),TOT,"D,M",212,FA,TOT 2<br/>@MCI 2 F,3.9,3.9,75%,-11%
Joelinton,NEW,F,213,FA,NEW 1<br/>@NOR 3 F,3.85,3.85,92%,11.4%
Mateo Kovacic,CHE,M,214,ColmOF,LEI 1<br/>@CHE 1 F,3.5,3.5,92%,28.3%
Mason Holgate,EVE,D,215,FA,WAT 0<br/>@EVE 1 F,3.45,3.45,0%,-0.5%
Harry Kane,TOT,F,216,MKFC,TOT 2<br/>@MCI 2 F,3.35,3.35,100%,0.1%
James Tarkowski,BUR,D,217,Eoghanoc,BUR 1<br/>@ARS 2 F,3.3,3.3,75%,-14.5%
Jamie Vardy,LEI,F,218,ColmOF,LEI 1<br/>@CHE 1 F,3.25,3.25,100%,0.1%
Chris Wood,BUR,F,219,FA,BUR 1<br/>@ARS 2 F,3.25,3.25,67%,32%
Jeffrey Schlupp,CRY,"D,M",220,FA,CRY 0<br/>@SHU 1 F,3.25,3.25,58%,-1%
Neal Maupay,BHA,F,221,FA,WHU 1<br/>@BHA 1 F,3.25,3.25,25%,-2.2%
Reiss Nelson,ARS,F,222,FA,BUR 1<br/>@ARS 2 F,3.25,3.25,0%,-4.4%
Ryan Bennett (prior),WOL,D,223,FA,MUN 1<br/>@WOL 1 F,3.1,3.1,42%,8%
Ryan Bertrand,SOU,"D,M",224,FA,LIV 2<br/>@SOU 1 F,3.05,3.05,17%,0%
Tammy Abraham,CHE,F,225,Damo,LEI 1<br/>@CHE 1 F,3,3,100%,3.2%
Jota,AVL,M,226,FA,BOU 2<br/>@AVL 1 F,3,3,8%,-12.1%
John Fleck,SHU,M,227,FA,CRY 0<br/>@SHU 1 F,3,3,0%,-1.1%
Andrew Surman,BOU,M,228,FA,BOU 2<br/>@AVL 1 F,3,3,0%,-0.7%
Moise Kean,EVE,F,229,Damo,WAT 0<br/>@EVE 1 F,2.75,2.75,100%,13.4%
Dominic Solanke,BOU,F,230,FA,BOU 2<br/>@AVL 1 F,2.75,2.75,0%,-1.5%
Fabinho,LIV,M,231,mcavinur,LIV 2<br/>@SOU 1 F,2.7,2.7,75%,-9.1%
Paul Dummett,NEW,D,232,FA,NEW 1<br/>@NOR 3 F,2.65,2.65,8%,2.3%
Ederson,MCI,G,233,ColmL,TOT 2<br/>@MCI 2 F,2.5,2.5,100%,0.2%
Willian,CHE,F,234,FA,LEI 1<br/>@CHE 1 F,2.5,2.5,83%,2.8%
Callum Robinson,SHU,F,235,FA,CRY 0<br/>@SHU 1 F,2.5,2.5,25%,15.1%
Marc Albrighton,LEI,M,236,FA,LEI 1<br/>@CHE 1 F,2.5,2.5,8%,-0.5%
Max Aarons,NOR,D,237,FA,NEW 1<br/>@NOR 3 F,2.4,2.4,33%,7.5%
Danny Welbeck,WAT,F,238,FA,WAT 0<br/>@EVE 1 F,2.35,2.35,0%,-5.2%
Daniel James,MUN,M,239,Seanmacd,MUN 1<br/>@WOL 1 F,2.25,2.25,100%,4.5%
Lucas Torreira,ARS,M,240,FA,BUR 1<br/>@ARS 2 F,2.25,2.25,67%,34%
Roberto Pereyra,WAT,M,241,FA,WAT 0<br/>@EVE 1 F,2.25,2.25,42%,-9%
Aaron Lennon,BUR,M,242,FA,BUR 1<br/>@ARS 2 F,2.25,2.25,0%,-0.9%
James McCarthy,CRY,M,243,FA,CRY 0<br/>@SHU 1 F,2.25,2.25,0%,-0.5%
Andre Gray,WAT,F,244,FA,WAT 0<br/>@EVE 1 F,2,2,58%,24.4%
Stuart Armstrong,SOU,"M,F",245,FA,LIV 2<br/>@SOU 1 F,2,2,0%,-3.5%
Matt Doherty,WOL,"D,M",246,FA,MUN 1<br/>@WOL 1 F,1.7,1.7,92%,-1%
Phil Jagielka,SHU,D,247,FA,CRY 0<br/>@SHU 1 F,1.7,1.7,0%,-0.7%
Mason Greenwood,MUN,F,248,FA,MUN 1<br/>@WOL 1 F,1.5,1.5,25%,-0.7%
Divock Origi,LIV,F,249,FA,LIV 2<br/>@SOU 1 F,1.25,1.25,58%,6.7%
Juan Mata,MUN,M,250,FA,MUN 1<br/>@WOL 1 F,1.25,1.25,17%,-6.5%
Mario Vrancic,NOR,M,251,FA,NEW 1<br/>@NOR 3 F,1.25,1.25,8%,5.9%
Tom Cleverley,WAT,M,252,FA,WAT 0<br/>@EVE 1 F,1.25,1.25,0%,-2.1%
Pedro Neto,WOL,F,253,FA,MUN 1<br/>@WOL 1 F,1.25,1.25,0%,-0.7%
Carlos Sanchez,WHU,M,254,FA,WHU 1<br/>@BHA 1 F,1.25,1.25,0%,-0.5%
