"Player","Team","Position","Rk","Status","Opponent","FPts","FP/G","% Owned"
"Adam Webster","BHA","D","50","FA","BHA 0<br/>@WOL 0 F","14.85","14.85","-"
"Pablo Mari","ARS","D","51","FA","WHU 0<br/>@ARS 1 F","14.7","14.7","-"
"Dan Burn","BHA","D","52","FA","BHA 0<br/>@WOL 0 F","14.6","14.6","-"
"Brandon Williams","MUN","D","53","FA","MCI 0<br/>@MUN 2 F","14.6","14.6","-"
"Mat Ryan","BHA","G","54","FA","BHA 0<br/>@WOL 0 F","14.5","14.5","-"
"Conor Coady","WOL","D","55","FA","BHA 0<br/>@WOL 0 F","14.35","14.35","-"
"Virgil van Dijk","LIV","D","56","RBF","BOU 1<br/>@LIV 2 F","14.3","14.3","-"
"Dele Alli","TOT","M,F","57","ColmL","TOT 1<br/>@BUR 1 F","14.1","14.1","-"
"Jonjo Shelvey","NEW","M","58","FA","NEW 1<br/>@SOU 0 F","14.1","14.1","-"
"Kepa Arrizabalaga","CHE","G","59","FA","EVE 0<br/>@CHE 4 F","14","14","-"
"Caglar Soyuncu","LEI","D","60","FA","AVL 0<br/>@LEI 4 F","13.95","13.95","-"
"Jack O'Connell","SHU","D","61","MKFC","NOR 0<br/>@SHU 1 F","13.9","13.9","-"
"Harry Maguire","MUN","D","62","MKFC","MCI 0<br/>@MUN 2 F","13.75","13.75","-"
"James McCarthy","CRY","M","63","FA","WAT 0<br/>@CRY 1 F","13.75","13.75","-"
"Aaron Mooy","BHA","M,F","64","FA","BHA 0<br/>@WOL 0 F","13.6","13.6","-"
"Antonio Rudiger","CHE","D","65","FA","EVE 0<br/>@CHE 4 F","13.6","13.6","-"
"David Luiz","ARS","D","66","ColmL","WHU 0<br/>@ARS 1 F","13.4","13.4","-"
"Joao Moutinho","WOL","M","67","MAX","BHA 0<br/>@WOL 0 F","13.35","13.35","-"
"Federico Fernandez","NEW","D","68","FA","NEW 1<br/>@SOU 0 F","13.3","13.3","-"
"Lewis Dunk","BHA","D","69","RBF","BHA 0<br/>@WOL 0 F","13.15","13.15","-"
"Danny Rose","TOT/NEW","D,M","70","FA","NEW 1<br/>@SOU 0 F","13.15","13.15","-"
"Luke Shaw","MUN","D","71","FA","MCI 0<br/>@MUN 2 F","13.1","13.1","-"
"Japhet Tanganga","TOT","D","72","FA","TOT 1<br/>@BUR 1 F","13.1","13.1","-"
"Kasper Schmeichel","LEI","G","73","MKFC","AVL 0<br/>@LEI 4 F","13","13","-"
"Rui Patricio","WOL","G","74","Damo","BHA 0<br/>@WOL 0 F","13","13","-"
"Alexandre Lacazette","ARS","F","75","ColmL","WHU 0<br/>@ARS 1 F","12.85","12.85","-"
"John Fleck","SHU","M","76","FA","NOR 0<br/>@SHU 1 F","12.7","12.7","-"
"Marcos Alonso","CHE","D,M","77","MKFC","EVE 0<br/>@CHE 4 F","12.65","12.65","-"
"Sokratis","ARS","D","78","FA","WHU 0<br/>@ARS 1 F","12.55","12.55","-"
"Mesut Ozil","ARS","M","79","FA","WHU 0<br/>@ARS 1 F","12.5","12.5","-"
"Nemanja Matic","MUN","M","80","FA","MCI 0<br/>@MUN 2 F","12.45","12.45","-"
"Joao Cancelo","MCI","D","81","mcavinur","MCI 0<br/>@MUN 2 F","12","12","-"
"Martin Montoya","BHA","D,M","82","FA","BHA 0<br/>@WOL 0 F","11.85","11.85","-"
"Bukayo Saka","ARS","D,M,F","83","FA","WHU 0<br/>@ARS 1 F","11.85","11.85","-"
"Kurt Zouma","CHE","D","84","FA","EVE 0<br/>@CHE 4 F","11.7","11.7","-"
"Abdoulaye Doucoure","WAT","M","85","Damo","WAT 0<br/>@CRY 1 F","11.65","11.65","-"
"Joel Ward","CRY","D","86","FA","WAT 0<br/>@CRY 1 F","11.55","11.55","-"
"James Maddison","LEI","M","87","FA","AVL 0<br/>@LEI 4 F","11.25","11.25","-"
"Frederic Guilbert","AVL","D,M","88","Eoghanoc","AVL 0<br/>@LEI 4 F","11.1","11.1","-"
"Sofiane Boufal","SOU","M","89","FA","NEW 1<br/>@SOU 0 F","11","11","-"
"Leander Dendoncker","WOL","D,M","90","FA","BHA 0<br/>@WOL 0 F","11","11","-"
"Aaron Ramsdale","BOU","G","91","FA","BOU 1<br/>@LIV 2 F","11","11","-"
"Wilfried Zaha","CRY","M,F","92","ColmOF","WAT 0<br/>@CRY 1 F","11","11","-"
"Philip Billing","BOU","M","93","FA","BOU 1<br/>@LIV 2 F","10.85","10.85","-"
"Jack Cork","BUR","M","94","FA","TOT 1<br/>@BUR 1 F","10.85","10.85","-"
"Javier Manquillo","NEW","D","95","FA","NEW 1<br/>@SOU 0 F","10.8","10.8","-"
"Phil Bardsley","BUR","D","96","MAX","TOT 1<br/>@BUR 1 F","10.75","10.75","-"
"Isaac Hayden","NEW","M","97","FA","NEW 1<br/>@SOU 0 F","10.75","10.75","-"
"Scott McTominay","MUN","M","98","Eoghanoc","MCI 0<br/>@MUN 2 F","10.75","10.75","-"
"Ederson","MCI","G","99","ColmL","MCI 0<br/>@MUN 2 F","10.75","10.75","-"
"Enda Stevens","SHU","D,M","100","MKFC","NOR 0<br/>@SHU 1 F","10.65","10.65","-"
"Oliver Norwood","SHU","M","101","RBF","NOR 0<br/>@SHU 1 F","10.6","10.6","-"
"Alex Oxlade-Chamberlain","LIV","M,F","102","FA","BOU 1<br/>@LIV 2 F","10.6","10.6","-"
"Ashley Westwood","BUR","M","103","MKFC","TOT 1<br/>@BUR 1 F","10.6","10.6","-"
"Pierre-Emerick Aubameyang","ARS","M,F","104","ColmOF","WHU 0<br/>@ARS 1 F","10.5","10.5","-"
"Christian Benteke","CRY","F","105","FA","WAT 0<br/>@CRY 1 F","10.5","10.5","-"
"Yan Valery","SOU","D,M","106","FA","NEW 1<br/>@SOU 0 F","10.5","10.5","-"
"James Milner","LIV","M","107","FA","BOU 1<br/>@LIV 2 F","10.4","10.4","-"
"Miguel Almiron","NEW","M,F","108","MKFC","NEW 1<br/>@SOU 0 F","10","10","-"
"Issa Diop","WHU","D","109","FA","WHU 0<br/>@ARS 1 F","10","10","-"
"Fred","MUN","M","110","RBF","MCI 0<br/>@MUN 2 F","9.85","9.85","-"
"Ilkay Gundogan","MCI","M","111","FA","MCI 0<br/>@MUN 2 F","9.75","9.75","-"
"Solly March","BHA","M,F","112","FA","BHA 0<br/>@WOL 0 F","9.75","9.75","-"
"Kenny McLean","NOR","M","113","FA","NOR 0<br/>@SHU 1 F","9.55","9.55","-"
"Adam Smith","BOU","D","114","FA","BOU 1<br/>@LIV 2 F","9.5","9.5","-"
"James Tarkowski","BUR","D","115","Eoghanoc","TOT 1<br/>@BUR 1 F","9.5","9.5","-"
"Kiko Femenia","WAT","D","116","FA","WAT 0<br/>@CRY 1 F","9.45","9.45","-"
"Wilfred Ndidi","LEI","M","117","MAX","AVL 0<br/>@LEI 4 F","9.45","9.45","-"
"Davy Propper","BHA","M","118","FA","BHA 0<br/>@WOL 0 F","9.45","9.45","-"
"Joseph Gomez","LIV","D","119","mcavinur","BOU 1<br/>@LIV 2 F","9.4","9.4","-"
"Sebastien Haller","WHU","F","120","ColmL","WHU 0<br/>@ARS 1 F","9.35","9.35","-"
"Dennis Praet","LEI","M","121","FA","AVL 0<br/>@LEI 4 F","9.35","9.35","-"
"Ruben Neves","WOL","M","122","MKFC","BHA 0<br/>@WOL 0 F","9.35","9.35","-"
"Declan Rice","WHU","M","123","MKFC","WHU 0<br/>@ARS 1 F","9.2","9.2","-"
"Granit Xhaka","ARS","M","124","FA","WHU 0<br/>@ARS 1 F","9.15","9.15","-"
"Marvelous Nakamba","AVL","M","125","FA","AVL 0<br/>@LEI 4 F","9","9","-"
"Grant Hanley","NOR","D","126","FA","NOR 0<br/>@SHU 1 F","8.95","8.95","-"
"Cheikhou Kouyate","CRY","M","127","FA","WAT 0<br/>@CRY 1 F","8.85","8.85","-"
"Ben Godfrey","NOR","D,M","128","FA","NOR 0<br/>@SHU 1 F","8.8","8.8","-"
"Diogo Jota","WOL","M,F","129","Damo","BHA 0<br/>@WOL 0 F","8.75","8.75","-"
"Tyrone Mings","AVL","D","130","FA","AVL 0<br/>@LEI 4 F","8.7","8.7","-"
"Aaron Cresswell","WHU","D","131","FA","WHU 0<br/>@ARS 1 F","8.65","8.65","-"
"Billy Gilmour","CHE","M","132","FA","EVE 0<br/>@CHE 4 F","8.6","8.6","-"
"Pierre-Emile Hojbjerg","SOU","M","133","FA","NEW 1<br/>@SOU 0 F","8.6","8.6","-"
"Trent Alexander-Arnold","LIV","D","134","ColmOF","BOU 1<br/>@LIV 2 F","8.5","8.5","-"
"Phil Foden","MCI","M,F","135","ColmOF","MCI 0<br/>@MUN 2 F","8.5","8.5","-"
"Dwight Gayle","NEW","F","136","FA","NEW 1<br/>@SOU 0 F","8.5","8.5","-"
"Danny Ings","SOU","F","137","Damo","NEW 1<br/>@SOU 0 F","8.45","8.45","-"
"Djibril Sidibe","EVE","D","138","FA","EVE 0<br/>@CHE 4 F","8.4","8.4","-"
"Troy Deeney","WAT","F","139","mcavinur","WAT 0<br/>@CRY 1 F","8.35","8.35","-"
"Pablo Fornals","WHU","M","140","FA","WHU 0<br/>@ARS 1 F","8.25","8.25","-"
"Adam Masina","WAT","D","141","FA","WAT 0<br/>@CRY 1 F","8.15","8.15","-"
"Ryan Bertrand","SOU","D,M","142","ColmOF","NEW 1<br/>@SOU 0 F","8.1","8.1","-"
"Roberto Firmino","LIV","M,F","143","Eoghanoc","BOU 1<br/>@LIV 2 F","8","8","-"
"Rodrigo","MCI","M","144","mcavinur","MCI 0<br/>@MUN 2 F","8","8","-"
"Daniel James","MUN","M","145","FA","MCI 0<br/>@MUN 2 F","8","8","-"
"Tim Krul","NOR","G","146","FA","NOR 0<br/>@SHU 1 F","8","8","-"
"Ben Mee","BUR","D","147","Eoghanoc","TOT 1<br/>@BUR 1 F","8","8","-"
"Teemu Pukki","NOR","F","148","FA","NOR 0<br/>@SHU 1 F","8","8","-"
"Adrian","LIV","G","149","FA","BOU 1<br/>@LIV 2 F","8","8","-"
"Emiliano Buendia","NOR","M","150","ColmL","NOR 0<br/>@SHU 1 F","7.85","7.85","-"
"Lewis Cook","BOU","M","151","FA","BOU 1<br/>@LIV 2 F","7.85","7.85","-"
"Christian Kabasele","WAT","D","152","Eoghanoc","WAT 0<br/>@CRY 1 F","7.85","7.85","-"
"Oliver McBurnie","SHU","F","153","mcavinur","NOR 0<br/>@SHU 1 F","7.85","7.85","-"
"Leandro Trossard","BHA","M,F","154","FA","BHA 0<br/>@WOL 0 F","7.85","7.85","-"
"Romain Saiss","WOL","D,M","155","FA","BHA 0<br/>@WOL 0 F","7.8","7.8","-"
"James Ward-Prowse","SOU","M","156","Damo","NEW 1<br/>@SOU 0 F","7.8","7.8","-"
"Toby Alderweireld","TOT","D","157","FA","TOT 1<br/>@BUR 1 F","7.75","7.75","-"
"Shane Long","SOU","F","158","FA","NEW 1<br/>@SOU 0 F","7.75","7.75","-"
"Mark Noble","WHU","M","159","FA","WHU 0<br/>@ARS 1 F","7.75","7.75","-"
"Max Aarons","NOR","D","160","FA","NOR 0<br/>@SHU 1 F","7.7","7.7","-"
"Michail Antonio","WHU","M,F","161","MAX","WHU 0<br/>@ARS 1 F","7.5","7.5","-"
"Lucas Digne","EVE","D","162","ColmOF","EVE 0<br/>@CHE 4 F","7.5","7.5","-"
"Pepe Reina","LIV/AVL","G","163","FA","AVL 0<br/>@LEI 4 F","7.5","7.5","-"
"Adama Traore","WOL","M,F","164","MKFC","BHA 0<br/>@WOL 0 F","7.5","7.5","-"
"Jan Bednarek","SOU","D","165","RBF","NEW 1<br/>@SOU 0 F","7.45","7.45","-"
"Nathan Ake","BOU","D","166","FA","BOU 1<br/>@LIV 2 F","7.35","7.35","-"
"Ben Foster","WAT","G","167","FA","WAT 0<br/>@CRY 1 F","7.25","7.25","-"
"Mario Vrancic","NOR","M","168","FA","NOR 0<br/>@SHU 1 F","7.25","7.25","-"
"Jan Vertonghen","TOT","D","169","FA","TOT 1<br/>@BUR 1 F","7.15","7.15","-"
"Raul Jimenez","WOL","F","170","Eoghanoc","BHA 0<br/>@WOL 0 F","6.85","6.85","-"
"Douglas Luiz","AVL","M","171","MAX","AVL 0<br/>@LEI 4 F","6.85","6.85","-"
"Davinson Sanchez","TOT","D","172","FA","TOT 1<br/>@BUR 1 F","6.8","6.8","-"
"Eric Dier","TOT","D,M","173","FA","TOT 1<br/>@BUR 1 F","6.75","6.75","-"
"Richarlison","EVE","M,F","174","ColmL","EVE 0<br/>@CHE 4 F","6.75","6.75","-"
"Nicolas Otamendi","MCI","D","175","FA","MCI 0<br/>@MUN 2 F","6.65","6.65","-"
"Erik Lamela","TOT","M","176","Eoghanoc","TOT 1<br/>@BUR 1 F","6.6","6.6","-"
"Junior Stanislas","BOU","M","177","FA","BOU 1<br/>@LIV 2 F","6.45","6.45","-"
"Ismaila Sarr","WAT","M,F","178","MKFC","WAT 0<br/>@CRY 1 F","6.25","6.25","-"
"Alexander Tettey","NOR","M","179","FA","NOR 0<br/>@SHU 1 F","6.15","6.15","-"
"Michael Keane","EVE","D","180","FA","EVE 0<br/>@CHE 4 F","6.05","6.05","-"
"Charlie Taylor","BUR","D","181","Damo","TOT 1<br/>@BUR 1 F","6.05","6.05","-"
"Bernard","EVE","M,F","182","FA","EVE 0<br/>@CHE 4 F","6","6","-"
"Angelo Ogbonna","WHU","D","183","FA","WHU 0<br/>@ARS 1 F","6","6","-"
"Lucas Moura","TOT","M,F","184","mcavinur","TOT 1<br/>@BUR 1 F","6","6","-"
"Etienne Capoue","WAT","M","185","FA","WAT 0<br/>@CRY 1 F","5.95","5.95","-"
"Eddie Nketiah","ARS","F","186","FA","WHU 0<br/>@ARS 1 F","5.85","5.85","-"
"Ahmed El Mohamady","AVL","D","187","FA","AVL 0<br/>@LEI 4 F","5.8","5.8","-"
"Raheem Sterling","MCI","M,F","188","ColmL","MCI 0<br/>@MUN 2 F","5.75","5.75","-"
"Georginio Wijnaldum","LIV","M","189","FA","BOU 1<br/>@LIV 2 F","5.75","5.75","-"
"Conor Hourihane","AVL","M","190","FA","AVL 0<br/>@LEI 4 F","5.7","5.7","-"
"Mason Holgate","EVE","D","191","FA","EVE 0<br/>@CHE 4 F","5.5","5.5","-"
"Fabinho","LIV","M","192","FA","BOU 1<br/>@LIV 2 F","5.45","5.45","-"
"Bernardo Silva","MCI","M,F","193","mcavinur","MCI 0<br/>@MUN 2 F","5.35","5.35","-"
"Riyad Mahrez","MCI","M,F","194","ColmOF","MCI 0<br/>@MUN 2 F","5.25","5.25","-"
"Craig Cathcart","WAT","D","195","FA","WAT 0<br/>@CRY 1 F","5.15","5.15","-"
"Jack Stephens","SOU","D","196","FA","NEW 1<br/>@SOU 0 F","5.1","5.1","-"
"Matt Targett","AVL","D,M","197","FA","AVL 0<br/>@LEI 4 F","5.1","5.1","-"
"Lukasz Fabianski","WHU","G","198","ColmOF","WHU 0<br/>@ARS 1 F","5","5","-"
"Nick Pope","BUR","G","199","MAX","TOT 1<br/>@BUR 1 F","5","5","-"
"Mbwana Samatta","AVL","F","200","FA","AVL 0<br/>@LEI 4 F","5","5","-"
"Bjorn Engels","AVL","D","201","FA","AVL 0<br/>@LEI 4 F","4.8","4.8","-"
"Youri Tielemans","LEI","M","202","FA","AVL 0<br/>@LEI 4 F","4.75","4.75","-"
"Jack Stacey","BOU","D","203","FA","BOU 1<br/>@LIV 2 F","4.7","4.7","-"
"Roberto Pereyra","WAT","M","204","FA","WAT 0<br/>@CRY 1 F","4.5","4.5","-"
"Andre Gomes","EVE","M","205","FA","EVE 0<br/>@CHE 4 F","4.5","4.5","-"
"Tom Davies","EVE","M","206","FA","EVE 0<br/>@CHE 4 F","4.35","4.35","-"
"Sergio Aguero","MCI","F","207","FA","MCI 0<br/>@MUN 2 F","4.25","4.25","-"
"Anthony Gordon","EVE","M,F","208","FA","EVE 0<br/>@CHE 4 F","4.25","4.25","-"
"Kelechi Iheanacho","LEI","F","209","FA","AVL 0<br/>@LEI 4 F","4.1","4.1","-"
"Jack Simpson","BOU","D","210","FA","BOU 1<br/>@LIV 2 F","4.05","4.05","-"
"Josip Drmic","NOR","F","211","FA","NOR 0<br/>@SHU 1 F","4","4","-"
"Jack Grealish","AVL","M,F","212","mcavinur","AVL 0<br/>@LEI 4 F","4","4","-"
"Fernandinho","MCI","D,M","213","FA","MCI 0<br/>@MUN 2 F","3.95","3.95","-"
"Jamal Lewis","NOR","D","214","FA","NOR 0<br/>@SHU 1 F","3.9","3.9","-"
"Oleksandr Zinchenko","MCI","D,M","215","FA","MCI 0<br/>@MUN 2 F","3.9","3.9","-"
"Matej Vydra","BUR","F","216","FA","TOT 1<br/>@BUR 1 F","3.85","3.85","-"
"Neal Maupay","BHA","F","217","FA","BHA 0<br/>@WOL 0 F","3.75","3.75","-"
"Nicolas Pepe","ARS","M,F","218","mcavinur","WHU 0<br/>@ARS 1 F","3.75","3.75","-"
"Tanguy Ndombele","TOT","M","219","FA","TOT 1<br/>@BUR 1 F","3.6","3.6","-"
"Dominic Calvert-Lewin","EVE","F","220","MKFC","EVE 0<br/>@CHE 4 F","3.5","3.5","-"
"Todd Cantwell","NOR","M","221","FA","NOR 0<br/>@SHU 1 F","3.5","3.5","-"
"Will Hughes","WAT","M","222","FA","WAT 0<br/>@CRY 1 F","3.5","3.5","-"
"Gylfi Sigurdsson","EVE","M","223","ColmOF","EVE 0<br/>@CHE 4 F","3.5","3.5","-"
"Reiss Nelson","ARS","F","224","FA","WHU 0<br/>@ARS 1 F","3.35","3.35","-"
"Ben Osborn","SHU","M","225","FA","NOR 0<br/>@SHU 1 F","3.3","3.3","-"
"David McGoldrick","SHU","F","226","FA","NOR 0<br/>@SHU 1 F","3.1","3.1","-"
"Oliver Skipp","TOT","M","227","FA","TOT 1<br/>@BUR 1 F","3","3","-"
"Eric Bailly","MUN","D","228","FA","MCI 0<br/>@MUN 2 F","2.65","2.65","-"
"Steven Bergwijn","TOT","F","229","Damo","TOT 1<br/>@BUR 1 F","2.6","2.6","-"
"Anwar El Ghazi","AVL","M,F","230","FA","AVL 0<br/>@LEI 4 F","2.5","2.5","-"
"Odion Ighalo","WAT/MUN","F","231","FA","MCI 0<br/>@MUN 2 F","2.5","2.5","-"
"Reece James","CHE","D","232","MAX","EVE 0<br/>@CHE 4 F","2.5","2.5","-"
"Giovani Lo Celso","TOT","M","233","FA","TOT 1<br/>@BUR 1 F","2.5","2.5","-"
"Dominic Solanke","BOU","F","234","FA","BOU 1<br/>@LIV 2 F","2.5","2.5","-"
"Luka Milivojevic","CRY","M","235","RBF","WAT 0<br/>@CRY 1 F","2.35","2.35","-"
"Moise Kean","EVE","F","236","FA","EVE 0<br/>@CHE 4 F","2.25","2.25","-"
"Adam Lallana","LIV","M","237","FA","BOU 1<br/>@LIV 2 F","2.25","2.25","-"
"Michael Obafemi","SOU","F","238","FA","NEW 1<br/>@SOU 0 F","2.25","2.25","-"
"Serge Aurier","TOT","D","239","MAX","TOT 1<br/>@BUR 1 F","2.2","2.2","-"
"Matt Ritchie","NEW","D,M","240","ColmL","NEW 1<br/>@SOU 0 F","2.2","2.2","-"
"Daniel Podence","WOL","M","241","FA","BHA 0<br/>@WOL 0 F","2","2","-"
"Alireza Jahanbakhsh","BHA","F","242","FA","BHA 0<br/>@WOL 0 F","2","2","-"
"Gabriel Jesus","MCI","F","243","MAX","MCI 0<br/>@MUN 2 F","2","2","-"
"Faustino Anjorin","CHE","M","244","FA","EVE 0<br/>@CHE 4 F","1.75","1.75","-"
"Joelinton","NEW","F","245","FA","NEW 1<br/>@SOU 0 F","1.75","1.75","-"
"Valentino Lazaro","NEW","M","246","FA","NEW 1<br/>@SOU 0 F","1.75","1.75","-"
"Nampalys Mendy","LEI","M","247","FA","AVL 0<br/>@LEI 4 F","1.75","1.75","-"
"Tomas Soucek","WHU","M","248","mcavinur","WHU 0<br/>@ARS 1 F","1.75","1.75","-"
"Theo Walcott","EVE","M,F","249","FA","EVE 0<br/>@CHE 4 F","1.75","1.75","-"
"Danny Welbeck","WAT","F","250","FA","WAT 0<br/>@CRY 1 F","1.75","1.75","-"
"Steve Cook","BOU","D","251","FA","BOU 1<br/>@LIV 2 F","1.65","1.65","-"
"Hector Bellerin","ARS","D","252","FA","WHU 0<br/>@ARS 1 F","1.6","1.6","-"
"Che Adams","SOU","F","253","FA","NEW 1<br/>@SOU 0 F","1.5","1.5","-"
"Dan Gosling","BOU","M","254","FA","BOU 1<br/>@LIV 2 F","1.25","1.25","-"
"Keinan Davis","AVL","M,F","255","FA","AVL 0<br/>@LEI 4 F","1","1","-"
"Andre Gray","WAT","F","256","FA","WAT 0<br/>@CRY 1 F","1","1","-"
"Adam Idah","NOR","F","257","FA","NOR 0<br/>@SHU 1 F","1","1","-"
"Sean Longstaff","NEW","M","258","FA","NEW 1<br/>@SOU 0 F","1","1","-"
"Alexis Mac Allister","BHA","M","259","FA","BHA 0<br/>@WOL 0 F","1","1","-"
"Felipe Anderson","WHU","M","260","FA","WHU 0<br/>@ARS 1 F","1","1","-"
"Dale Stephens","BHA","M","261","FA","BHA 0<br/>@WOL 0 F","0.85","0.85","-"
"Sander Berge","SHU","M","262","FA","NOR 0<br/>@SHU 1 F","0.75","0.75","-"
"Armando Broja","CHE","F","263","FA","EVE 0<br/>@CHE 4 F","0.5","0.5","-"
"Divock Origi","LIV","F","264","FA","BOU 1<br/>@LIV 2 F","0.5","0.5","-"
"Ignacio Pussetto","WAT","M","265","FA","WAT 0<br/>@CRY 1 F","0.5","0.5","-"
"Robert Snodgrass","WHU","M","266","FA","WHU 0<br/>@ARS 1 F","0.5","0.5","-"
"Rolando Aarons","NEW","M","267","FA","NEW 1<br/>@SOU 0 F","0","0","-"
"Tammy Abraham","CHE","F","268","Damo","EVE 0<br/>@CHE 4 F","0","0","-"
"Dennis Adeniran","EVE","M","269","FA","EVE 0<br/>@CHE 4 F","0","0","-"
"Daniel Adshead","NOR","M","270","FA","NOR 0<br/>@SHU 1 F","0","0","-"
"Albian Ajeti","WHU","F","271","FA","WHU 0<br/>@ARS 1 F","0","0","-"
"Thomas Allan","NEW","F","272","FA","NEW 1<br/>@SOU 0 F","0","0","-"
"Cedric Soares","SOU/ARS","D","273","FA","WHU 0<br/>@ARS 1 F","0","0","-"
"Steven Alzate","BHA","M,F","274","FA","BHA 0<br/>@WOL 0 F","0","0","-"
"Daniel Amartey","LEI","D,M","275","FA","AVL 0<br/>@LEI 4 F","0","0","-"
"Joseph Anang","WHU","G","276","FA","WHU 0<br/>@ARS 1 F","0","0","-"
"Cameron Archer","AVL","F","277","FA","AVL 0<br/>@LEI 4 F","0","0","-"
